gene ID,log2_foldChange,p_value,adjusted p_value,rotein ID,locus tag,Annotation,,
gene-M8001_RS11610,-0.79800554,0.030349504,0.238859296,WP_003250099.1,PP_2220,TraR/DksA family transcriptional regulator,,
gene-M8001_RS11630,-0.771666888,0.010970949,0.124719853,WP_003250107.1,PP_2225,Na+/H+ antiporter subunit G,,
gene-M8001_RS11650,-0.623670219,0.042926583,0.286145756,WP_003250128.1,PP_2229,Na+/H+ antiporter subunit C,,
gene-M8001_RS11850,-0.556814819,0.158413611,0.528883811,WP_003250228.1,PP_2263,carbohydrate ABC transporter permease,,
gene-M8001_RS11855,-0.696596936,0.19055969,0.56272805,WP_003250230.1,PP_5505,DUF2160 domain-containing protein,,
gene-M8001_RS11860,-0.392709143,0.289948602,0.667297095,WP_003250232.1,PP_2264,ABC transporter substrate-binding protein,,
gene-M8001_RS11865,-0.126318485,0.721236394,0.916962197,WP_003250234.1,PP_2265,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,,
gene-M8001_RS12125,0.146277871,0.672629785,0.899482886,WP_003250246.1,PP_2303,DNA-binding protein HU-beta,,
gene-M8001_RS12140,0.611905942,0.060119105,0.337660392,WP_003250254.1,PP_2306,lipoprotein,,
gene-M8001_RS12215,-0.019660102,0.958701027,0.993485106,WP_003250288.1,PP_2322,Lpp/OprI family alanine-zipper lipoprotein,,
gene-M8001_RS12235,0.785285163,0.061308691,0.341054106,WP_003250295.1,PP_2326,universal stress protein,,
gene-M8001_RS12245,-0.093785378,0.750184021,0.927213152,WP_003250299.1,PP_2328,phosphoadenylyl-sulfate reductase,,
gene-M8001_RS12270,0.519830142,0.189844167,0.562117795,WP_003250308.1,PP_2333,GntR family transcriptional regulator,,
gene-M8001_RS12280,0.230858088,0.497089019,0.82247698,WP_003250313.1,PP_2335,2-methylcitrate synthase,,
gene-M8001_RS12310,0.025164093,0.945842539,0.989849998,WP_003250327.1,PP_2341,6-carboxytetrahydropterin synthase QueD,,
gene-M8001_RS12330,-0.66383824,0.083153801,0.391957122,WP_003250344.1,PP_2346,PepSY domain-containing protein,,
gene-M8001_RS12380,-0.173045601,0.562573131,0.858311256,WP_003250360.1,PP_2355,response regulator,,
gene-M8001_RS12455,-0.067435948,0.863882132,0.966497491,WP_003250391.1,PP_2370,DUF934 domain-containing protein,,
gene-M8001_RS12490,0.281608976,0.418567882,0.772550654,WP_003250416.1,PP_2378,Fe-S biogenesis protein NfuA,,
gene-M8001_RS12495,0.323738007,0.297004949,0.671738612,WP_003250418.1,PP_2379,SCO family protein,,
gene-M8001_RS12515,-0.276790348,0.417115724,0.772550654,WP_003250425.1,PP_2383,AraC family transcriptional regulator,,
gene-M8001_RS12615,-0.159984865,0.679453633,0.903744344,WP_003250463.1,PP_2403,response regulator,,
gene-M8001_RS12635,-0.322770205,0.464526767,0.802616116,WP_003250469.1,PP_2407,type II 3-dehydroquinate dehydratase,,
gene-M8001_RS12750,-0.24193234,0.435356949,0.781812705,WP_003250518.1,PP_2430,AraC family transcriptional regulator,,
gene-M8001_RS12770,0.231886407,0.486416497,0.81510789,WP_003250527.1,PP_2434,RES family NAD+ phosphorylase,,
gene-M8001_RS12805,0.539404683,0.331911287,0.706903304,WP_003250537.1,PP_2439,alkyl hydroperoxide reductase subunit C,,
gene-M8001_RS12815,1.305286909,0.002545446,0.047064281,WP_003250541.1,PP_2441,hypothetical protein,,
gene-M8001_RS12830,0.110727437,0.736898138,0.92199424,WP_003250547.1,PP_2444,transcriptional activator NhaR,,
gene-M8001_RS12840,0.488694071,0.174953913,0.546924295,WP_003250551.1,PP_2445,TerC family protein,,
gene-M8001_RS12855,0.666976803,0.103871174,0.432907177,WP_003250557.1,PP_2448,FAD-binding oxidoreductase,,
gene-M8001_RS12920,-0.942175038,0.001199088,0.027476783,WP_003250646.1,PP_2459,D-ribose pyranase,,
gene-M8001_RS12930,0.308072549,0.326168137,0.700414638,WP_003250649.1,PP_2461,hypothetical protein,,
gene-M8001_RS12940,0.031981972,0.939836768,0.988374504,WP_003250656.1,PP_2463,cold-shock protein,,
gene-M8001_RS12960,0.139338954,0.720496641,0.916962197,WP_003250667.1,PP_2467,50S ribosomal protein L35,,
gene-M8001_RS12965,0.302203731,0.438834648,0.784602292,WP_003250671.1,PP_2468,50S ribosomal protein L20,,
gene-M8001_RS12970,-0.152053513,0.696272021,0.907606146,WP_003250674.1,PP_2469,phenylalanine--tRNA ligase subunit alpha,,
gene-M8001_RS12980,0.192135255,0.566761536,0.859035107,WP_003250679.1,PP_2471,integration host factor subunit alpha,,
gene-M8001_RS12985,0.0805907,0.806771417,0.94582121,WP_003250681.1,PP_2472,MerR family transcriptional regulator,,
gene-M8001_RS13435,0.34180325,0.28324386,0.659456772,WP_003250790.1,PP_2554,bifunctional sugar phosphate isomerase/epimerase/4-hydroxyphenylpyruvate dioxygenase family protein,,
gene-M8001_RS13505,0.114002128,0.723323663,0.916962197,WP_003250810.1,PP_2568,VOC family protein,,
gene-M8001_RS13525,1.431513119,0.000618106,0.016443281,WP_003250815.1,PP_2573,VOC family protein,,
gene-M8001_RS13605,-0.37327252,0.294513368,0.670957276,WP_003250846.1,PP_2588,aspartate aminotransferase family protein,,
gene-M8001_RS13690,-0.214941863,0.810393964,0.947275023,WP_003250862.1,PP_2606,NIPSNAP family protein,,
gene-M8001_RS20070,-0.090044708,0.763936633,0.930490511,WP_003250918.1,PP_3825,DUF1883 domain-containing protein,,
gene-M8001_RS20600,0.656078106,0.036376329,0.266215546,WP_003251077.1,PP_3924,SCP2 sterol-binding domain-containing protein,,
gene-M8001_RS20610,1.679805479,0.000274771,0.008534247,WP_003251082.1,PP_3926,SDR family oxidoreductase,,
gene-M8001_RS20615,-0.105195266,0.744480861,0.924658245,WP_003251085.1,PP_3927,class I SAM-dependent methyltransferase,,
gene-M8001_RS20675,-0.021248295,0.982029444,1,WP_003251108.1,PP_3940,MFS transporter,,
gene-M8001_RS20680,0.158205346,0.776282339,0.935266969,WP_003251109.1,PP_3941,N-carbamoylsarcosine amidohydrolase,,
gene-M8001_RS20685,0.629638409,0.154872943,0.523578763,WP_003251112.1,PP_3942,maleate isomerase,,
gene-M8001_RS20705,0.326178646,0.246015319,0.623911008,WP_003251120.1,PP_3946,MarR family winged helix-turn-helix transcriptional regulator,,
gene-M8001_RS20735,0.340157328,0.449089778,0.793549089,WP_003251131.1,PP_3952,3-oxoacid CoA-transferase subunit B,,
gene-M8001_RS20940,0.520334091,0.189666476,0.561998679,WP_003251184.1,PP_3990,Bax inhibitor-1/YccA family protein,,
gene-M8001_RS20950,-0.219340272,0.431882674,0.780699569,WP_003251188.1,PP_3993,sulfurtransferase complex subunit TusD,,
gene-M8001_RS20960,-0.344407045,0.250947635,0.627892647,WP_003251193.1,PP_3995,sulfurtransferase complex subunit TusB,,
gene-M8001_RS20990,-0.393190639,0.169900013,0.542032643,WP_003251205.1,PP_4001,fluoride efflux transporter CrcB,,
gene-M8001_RS21000,-0.240393122,0.401167368,0.759655614,WP_003251209.1,PP_4003,outer membrane lipoprotein chaperone LolA,,
gene-M8001_RS21010,0.103327581,0.711648052,0.913051275,WP_003251213.1,PP_4005,leucyl/phenylalanyl-tRNA--protein transferase,,
gene-M8001_RS21015,0.442985013,0.17137801,0.543948253,WP_003251215.1,PP_4006,arginyltransferase,,
gene-M8001_RS21030,0.383613102,0.261124334,0.639737708,WP_003251220.1,PP_4009,ATP-dependent Clp protease adapter ClpS,,
gene-M8001_RS21075,-0.295009721,0.485482068,0.814946619,WP_003251237.1,PP_4018,GNAT family N-acetyltransferase,,
gene-M8001_RS21180,0.068586922,0.820036977,0.952571894,WP_003251273.1,PP_4040,VOC family protein,,
gene-M8001_RS21260,0.167877096,0.56855715,0.859047393,WP_003251297.1,PP_4056,endonuclease/exonuclease/phosphatase family protein,,
gene-M8001_RS21285,0.454848496,0.49957838,0.823392922,WP_003251307.1,PP_4061,hypothetical protein,,
gene-M8001_RS21295,0.978572944,0.013519272,0.141938755,WP_003251317.1,PP_4064,isovaleryl-CoA dehydrogenase,,
gene-M8001_RS21305,-0.359837424,0.22435939,0.59760454,WP_003251320.1,PP_4066,gamma-carboxygeranoyl-CoA hydratase,,
gene-M8001_RS21375,-0.916423672,0.016522272,0.162320702,WP_003251351.1,PP_4080,type VI secretion system baseplate subunit TssK,,
gene-M8001_RS21490,-0.382446703,0.273795147,0.65261081,WP_003251380.1,PP_4099,UvrY/SirA/GacA family response regulator transcription factor,,
gene-M8001_RS21520,-0.048535552,0.862508081,0.966382386,WP_003251394.1,PP_4105,PaaI family thioesterase,,
gene-M8001_RS21530,-0.136609595,0.693566571,0.906215208,WP_003251398.1,PP_4107,transcriptional regulator GcvA,,
gene-M8001_RS21585,-0.605031248,0.050681046,0.311488452,WP_003251427.1,PP_4119,NADH-quinone oxidoreductase subunit A,,
gene-M8001_RS21590,-0.50181989,0.171492893,0.543981712,WP_003251429.1,PP_4120,NADH-quinone oxidoreductase subunit B,,
gene-M8001_RS21600,-0.432996165,0.214201957,0.587402171,WP_003251433.1,PP_4122,NADH-quinone oxidoreductase subunit NuoE,,
gene-M8001_RS21615,-0.220833008,0.573735209,0.860345203,WP_003251440.1,PP_4125,NADH-quinone oxidoreductase subunit NuoH,,
gene-M8001_RS21620,-0.216143241,0.572847441,0.860345203,WP_003251442.1,PP_4126,NADH-quinone oxidoreductase subunit NuoI,,
gene-M8001_RS21625,-0.208030928,0.588271157,0.866648485,WP_003251444.1,PP_4127,NADH-quinone oxidoreductase subunit J,,
gene-M8001_RS21630,-0.243495586,0.517317731,0.831853288,WP_003251446.1,PP_4128,NADH-quinone oxidoreductase subunit NuoK,,
gene-M8001_RS21680,0.426115058,0.149040024,0.512988683,WP_003251456.1,PP_4138,class I chromate reductase ChrR,,
gene-M8001_RS21700,-0.328207357,0.272857354,0.651636815,WP_003251460.1,PP_4142,ribonuclease HI,,
gene-M8001_RS21780,0.369861622,0.270629984,0.649164552,WP_003251480.1,PP_4159,potassium-transporting ATPase subunit KdpC,,
gene-M8001_RS21810,0.177647181,0.544148443,0.846561293,WP_003251491.1,PP_4164,alpha/beta hydrolase,,
gene-M8001_RS21830,0.08571578,0.775048808,0.935165116,WP_003251499.1,PP_4168,DUF4389 domain-containing protein,,
gene-M8001_RS21855,-0.680482962,0.084665407,0.393342119,WP_003251509.1,PP_4174,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA,,
gene-M8001_RS21885,0.080799323,0.857538202,0.9647767,WP_003251519.1,PP_4180,PaaI family thioesterase,,
gene-M8001_RS24510,0.493688801,0.29522448,0.671444221,WP_003251579.1,PP_4665,cupin domain-containing protein,,
gene-M8001_RS24405,-0.13835202,0.639295347,0.886698935,WP_003251626.1,PP_4644,DNA repair protein RadA,,
gene-M8001_RS24385,0.802422722,0.008001474,0.102332572,WP_003251633.1,PP_4640,YbdD/YjiX family protein,,
gene-M8001_RS24315,-0.190313961,0.506224165,0.826494898,WP_003251656.1,PP_4628,flavodoxin,,
gene-M8001_RS24255,0.976872181,0.001507895,0.031984528,WP_003251679.1,PP_4616,YebG family protein,,
gene-M8001_RS24250,-0.90904596,0.011742831,0.12954354,WP_003251685.1,PP_4615,phosphate-starvation-inducible PsiE family protein,,
gene-M8001_RS06590,-0.024757652,0.925873472,0.984600175,WP_003251712.1,PP_1262,LysR family transcriptional regulator,,
gene-M8001_RS06600,0.117994181,0.711252202,0.912767828,WP_003251716.1,PP_1264,FUSC family protein,,
gene-M8001_RS06670,0.273010971,0.572738706,0.860345203,WP_003251744.1,PP_1278,alginate O-acetyltransferase AlgF,,
gene-M8001_RS06695,0.607749903,0.189114608,0.561319694,WP_003251754.1,PP_1283,mannuronan 5-epimerase AlgG,,
gene-M8001_RS06735,0.962372555,0.024531592,0.205552778,WP_003251772.1,PP_1291,PhoH family protein,,
gene-M8001_RS06740,0.372786035,0.261311141,0.639737708,WP_003251775.1,PP_1292,cyclic pyranopterin monophosphate synthase MoaC,,
gene-M8001_RS06780,-0.251155311,0.51818875,0.832590766,WP_003251792.1,PP_1300,amino acid ABC transporter ATP-binding protein,,
gene-M8001_RS06795,-0.170686417,0.68245697,0.904672871,WP_003251799.1,PP_1303,sulfate adenylyltransferase subunit CysD,,
gene-M8001_RS06800,0.035105926,0.935527967,0.987392931,WP_003251801.1,PP_1304,sulfate adenylyltransferase subunit CysN,,
gene-M8001_RS06815,0.246803804,0.596052115,0.870735389,WP_003251803.1,PP_1307,Lrp/AsnC family transcriptional regulator,,
gene-M8001_RS06855,-0.434298654,0.322521342,0.698314265,WP_003251819.1,PP_1315,50S ribosomal protein L13,,
gene-M8001_RS06860,-0.331766684,0.45511465,0.796641477,WP_003251821.1,PP_1316,30S ribosomal protein S9,,
gene-M8001_RS06865,-0.154271881,0.657628148,0.894362942,WP_003251823.1,PP_1317,ubiquinol-cytochrome c reductase iron-sulfur subunit,,
gene-M8001_RS06950,-0.497666851,0.186781074,0.558835412,WP_003251852.1,PP_1334,phospho-N-acetylmuramoyl-pentapeptide-transferase,,
gene-M8001_RS06985,-0.378661559,0.339267599,0.712157137,WP_003251867.1,PP_1341,cell division protein FtsA,,
gene-M8001_RS06990,-0.099933257,0.798673973,0.94336846,WP_003251871.1,PP_1342,cell division protein FtsZ,,
gene-M8001_RS06995,-0.330190633,0.382148459,0.74730982,WP_003251873.1,PP_1343,UDP-3-O-acyl-N-acetylglucosamine deacetylase,,
gene-M8001_RS07040,-0.157552579,0.608125424,0.875046101,WP_003251890.1,PP_1352,YajQ family cyclic di-GMP-binding protein,,
gene-M8001_RS07080,0.958383171,0.002657928,0.048176974,WP_003251905.1,PP_1360,co-chaperone GroES,,
gene-M8001_RS07090,0.125462782,0.767915448,0.932507053,WP_003251912.1,PP_1362,pyruvate kinase,,
gene-M8001_RS07115,-0.569762921,0.062654231,0.342693688,WP_003251921.1,PP_1367,formyltetrahydrofolate deformylase,,
gene-M8001_RS07150,-0.871570921,0.060225781,0.337660392,WP_003251935.1,PP_1373,inorganic phosphate transporter,,
gene-M8001_RS07155,0.052548559,0.908315462,0.978419433,WP_003251937.1,PP_1374,hypothetical protein,,
gene-M8001_RS07235,0.22687764,0.431481997,0.780699569,WP_003251963.1,PP_1389,oxaloacetate decarboxylase,,
gene-M8001_RS07415,-0.394205709,0.208749139,0.58248824,WP_003252043.1,PP_1424,succinate dehydrogenase assembly factor 2,,
gene-M8001_RS07430,-0.344519472,0.366699761,0.732061107,WP_003252049.1,PP_1427,RNA polymerase sigma factor RpoE,,
gene-M8001_RS07435,-0.403947965,0.286447041,0.662744633,WP_003252050.1,PP_1428,RseA family anti-sigma factor,,
gene-M8001_RS07455,-0.391982021,0.316152809,0.691822201,WP_003252057.1,PP_1432,signal peptidase I,,
gene-M8001_RS07460,-0.129444466,0.738602701,0.92245785,WP_003252059.1,PP_1433,ribonuclease III,,
gene-M8001_RS07485,0.605440642,0.090473271,0.40711264,WP_003252070.1,PP_1438,heavy metal response regulator transcription factor,,
gene-M8001_RS07490,1.498761826,0.001401463,0.030343702,WP_003252072.1,PP_1439,hypothetical protein,,
gene-M8001_RS07600,-0.608157116,0.116051706,0.45394138,WP_003252139.1,PP_1461,signal recognition particle protein,,
gene-M8001_RS07605,-0.378493518,0.405995548,0.763635361,WP_003252142.1,PP_1462,30S ribosomal protein S16,,
gene-M8001_RS07610,-0.299868655,0.522319214,0.834210627,WP_003252144.1,PP_1463,ribosome maturation factor RimM,,
gene-M8001_RS07615,-0.117131924,0.803203833,0.944524666,WP_003252146.1,PP_1464,tRNA (guanosine(37)-N1)-methyltransferase TrmD,,
gene-M8001_RS07620,0.044860293,0.930431601,0.985185084,WP_003252148.1,PP_1465,50S ribosomal protein L19,,
gene-M8001_RS07635,-0.488003063,0.086465989,0.395916523,WP_003252154.1,PP_1468,site-specific tyrosine recombinase XerD,,
gene-M8001_RS07645,-0.150005207,0.669523197,0.899246343,WP_003252157.1,PP_1470,homoserine dehydrogenase,,
gene-M8001_RS07675,-0.65326958,0.04607583,0.295724085,WP_003252169.1,PP_1476,YaeQ family protein,,
gene-M8001_RS07885,0.377321498,0.205426006,0.578940878,WP_003252249.1,PP_1519,YbaY family lipoprotein,,
gene-M8001_RS07895,-0.384926016,0.189614765,0.561998679,WP_003252255.1,PP_1522,cold-shock protein,,
gene-M8001_RS07905,-0.512437815,0.141043667,0.498621852,WP_003252259.1,PP_1524,methyltransferase domain-containing protein,,
gene-M8001_RS07925,0.333142694,0.24250836,0.618479287,WP_003252266.1,PP_1528,SufE family protein,,
gene-M8001_RS07940,0.144851525,0.646676479,0.888491867,WP_003252272.1,PP_1531,ArsC family reductase,,
gene-M8001_RS08275,-0.136230069,0.687446669,0.904672871,WP_003252286.1,PP_1590,type I methionyl aminopeptidase,,
gene-M8001_RS08280,-0.232364191,0.594791543,0.869849291,WP_003252287.1,PP_1591,30S ribosomal protein S2,,
gene-M8001_RS08290,-0.380022829,0.374596121,0.739582822,WP_003252294.1,PP_1593,UMP kinase,,
gene-M8001_RS08295,-0.210435837,0.609214879,0.87572541,WP_003252296.1,PP_1594,ribosome recycling factor,,
gene-M8001_RS08325,-0.273539875,0.451461151,0.794686644,WP_003252311.1,PP_1600,OmpH family outer membrane protein,,
gene-M8001_RS08330,-0.426491908,0.248850875,0.627070363,WP_003252312.1,PP_1601,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,,
gene-M8001_RS08335,-0.446748343,0.216360312,0.588924416,WP_003252314.1,PP_1602,3-hydroxyacyl-ACP dehydratase FabZ,,
gene-M8001_RS08350,-0.127920156,0.781593831,0.936827628,WP_003252319.1,PP_1605,ribonuclease HII,,
gene-M8001_RS08360,-0.611803159,0.110032278,0.443700485,WP_003252323.1,PP_1607,acetyl-CoA carboxylase carboxyltransferase subunit alpha,,
gene-M8001_RS08370,-0.356396838,0.328706541,0.70294702,WP_003252329.1,PP_1610,CTP synthase,,
gene-M8001_RS08380,-0.460190664,0.24979099,0.627242246,WP_003252333.1,PP_1612,phosphopyruvate hydratase,,
gene-M8001_RS08405,0.302476889,0.324276634,0.699739594,WP_003252340.1,PP_1617,S-formylglutathione hydrolase,,
gene-M8001_RS08410,-0.596863605,0.049136611,0.308157465,WP_003252342.1,PP_1618,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,,
gene-M8001_RS08435,-0.143124229,0.715223954,0.91404325,WP_003252351.1,PP_1623,RNA polymerase sigma factor RpoS,,
gene-M8001_RS08445,-0.150948083,0.701346021,0.90856854,WP_003252355.1,PP_1625,ferredoxin family protein,,
gene-M8001_RS08465,0.559337618,0.163733645,0.534310294,WP_003252365.1,PP_1629,recombinase RecA,,
gene-M8001_RS08485,0.020934597,0.964873868,0.995405441,WP_003252372.1,PP_1633,quorum-sensing-regulated virulence factor family protein,,
gene-M8001_RS08490,-0.553893202,0.065047019,0.352090606,WP_003252373.1,PP_1634,DTW domain-containing protein,,
gene-M8001_RS08505,-0.403594679,0.154926334,0.523578763,WP_003252379.1,PP_1637,LysR family transcriptional regulator FinR,,
gene-M8001_RS08510,-0.011991611,0.967745163,0.99701368,WP_003252381.1,PP_1638,ferredoxin-NADP reductase,,
gene-M8001_RS08520,2.453110922,0.000209726,0.006959666,WP_003252385.1,PP_1640,YIP1 family protein,,
gene-M8001_RS08540,-0.3004937,0.298526659,0.6728778,WP_003252400.1,PP_1644,NAD(P)H:quinone oxidoreductase,,
gene-M8001_RS08605,0.390655436,0.177193678,0.548697631,WP_003252422.1,PP_1657,nucleoside triphosphate pyrophosphohydrolase,,
gene-M8001_RS08610,0.174635362,0.552173389,0.852583899,WP_003252424.1,PP_1658,DUF2058 domain-containing protein,,
gene-M8001_RS08645,-0.826601568,0.049860164,0.310465793,WP_003252437.1,PP_1665,phosphoribosylformylglycinamidine cyclo-ligase,,
gene-M8001_RS08660,-0.27884798,0.395478016,0.754801982,WP_003252443.1,PP_1668,DnaA regulatory inactivator Hda,,
gene-M8001_RS08675,0.409566306,0.215100201,0.587640235,WP_003252448.1,PP_1672,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase,,
gene-M8001_RS08705,0.761358055,0.054718114,0.321530536,WP_003252463.1,PP_1678,bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,,
gene-M8001_RS08765,0.596573605,0.125496726,0.472128273,WP_003252489.1,PP_1690,hypothetical protein,,
gene-M8001_RS08820,-0.26523457,0.414063548,0.769438601,WP_003252510.1,PP_1702,recombination-associated protein RdgC,,
gene-M8001_RS08910,0.240419577,0.400463909,0.759146229,WP_003252539.1,PP_1717,hypothetical protein,,
gene-M8001_RS08940,-0.557506358,0.087079742,0.396493975,WP_003252553.1,PP_1723,ABC transporter permease,,
gene-M8001_RS08960,0.488459984,0.160077237,0.530512416,WP_003252562.1,PP_1727,UTRA domain-containing protein,,
gene-M8001_RS08985,-0.267798641,0.383249497,0.747455575,WP_003252572.1,PP_1732,cell division topological specificity factor MinE,,
gene-M8001_RS08990,-0.574122279,0.099466966,0.423205113,WP_003252574.1,PP_1733,septum site-determining protein MinD,,
gene-M8001_RS09045,-0.301347401,0.393109292,0.752767923,WP_003252624.1,PP_1744,DUF3309 family protein,,
gene-M8001_RS09070,-0.859542221,0.021791634,0.192158921,WP_003252632.1,PP_1749,N-acetylglutaminylglutamine synthetase,,
gene-M8001_RS09140,-0.165685843,0.585218667,0.865984008,WP_003252656.1,PP_1763,YciK family oxidoreductase,,
gene-M8001_RS09150,-0.629934594,0.093057419,0.412551923,WP_003252662.1,PP_1765,bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase,,
gene-M8001_RS09425,2.636854519,2.72665E-08,2.96409E-06,WP_003252780.1,PP_1817,SDR family oxidoreductase,,
