Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description,
Q7UA70,SYNW0030,17,16,0.001002448,0.003394218,0.001018876,0.000679716,0.001071219,0.001107127,0.001667398,0.002615671,0.001341713,0.000838343,0.002256474,0.001375733,0.001066407,0.001523712,0.000375525,0.000808363,0.001403199,0.001170348,0.001805181,0.000952687,0.001874927,0.001490183,0.000988548,0.001127303,0.185432201,0.527751527,0.443736243,1.038636817,0.155407077,0.663373358,0.142133254,0.756486211,Glyceraldehyde-3-phosphate dehydrogenase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=gap2 PE=3 SV=1,
Q7U3Y8,SYNW2289,17,17,0.004668064,0.002799233,0.001336188,0.002867745,0.001660138,0.001891486,0.0013796,0.002225745,0.002321008,0.003672341,0.002998668,0.003342108,0.003197795,0.003974764,0.001926625,0.002735325,0.002281256,0.003137354,0.002934495,0.00213979,0.001975451,0.003337706,0.003033062,0.002717978,0.187393312,0.72918502,0.261357535,0.673182625,0.352087769,0.908726485,0.051909948,0.814325367,Two-component response regulator OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2289 PE=4 SV=1,
Q7U897,SYNW0725,17,17,0.000366367,0.000279787,0.00066052,0.000636375,0.000651389,0.000483064,0.001069732,0.000940594,0.000686727,0.000489407,0.000550466,0.000513935,0.000555241,0.000532385,0.000520867,0.000758611,0.000593266,0.000926642,0.000435558,0.000590276,0.000899018,0.000517936,0.000536165,0.000759506,0.227898942,1.355217562,0.084264531,2.064059077,0.269953551,1.035195011,0.077020417,1.466409671,Putative IMP dehydrogenase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=guaB PE=4 SV=1,
Q7U5I1,SYNW1726,17,17,0.000155406,0.000465404,0.000155784,0.000145218,0.000224042,0.000196262,0.000139615,0.000295701,0.000443741,5.14755E-05,0.000270818,0.000148528,0.000166065,0.000305967,0.0001265,0.00015843,0.000297874,0.00031119,0.000258865,0.000188507,0.000293019,0.000156941,0.000199511,0.000255831,0.251243659,0.728206986,0.411604095,1.131939232,0.197482653,1.271249378,0.064264962,1.630115096,NADPH-protochlorophyllide oxidoreductase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=pcr PE=3 SV=1,
Q7UA55,SYNW0045,17,17,0.001154059,0.001676377,0.001743739,0.001505491,0.001626363,0.001124258,0.001901342,0.001819319,0.002135586,0.001867701,0.001921356,0.001668944,0.000907273,0.002137197,0.00161936,0.001418472,0.002869795,0.001419352,0.001524725,0.001418704,0.001952083,0.001819334,0.00155461,0.00190254,0.371400136,0.930465206,0.067540867,1.280284721,0.267400171,0.854494134,0.433200105,1.045734274,Soluble hydrogenase small subunit OS=Synechococcus sp. (strain WH8102) OX=84588 GN=DHSS PE=3 SV=1,
Q7U840,SYNW0784,17,17,0.000457501,0.000570297,0.000467968,0.000555584,0.000514888,0.000379028,0.000641884,0.000705345,0.000628888,0.000415809,0.000414073,0.000366931,0.000474411,0.000683988,0.000301121,0.000573762,0.000764581,0.000534429,0.000498589,0.000483167,0.000658706,0.000398938,0.000486507,0.000624257,0.406945281,0.96906817,0.0039122,1.32114026,0.232907127,1.219505615,0.034686744,1.564798669,3-isopropylmalate dehydrogenase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=leuB PE=3 SV=1,
Q7UA07,SYNW0095,17,17,4.67718E-05,0.000147401,0.000123754,8.24909E-05,8.89438E-05,0.000127454,0.00012639,0.000219218,0.000194065,4.61834E-05,5.71512E-05,3.42058E-05,6.63424E-05,0.000111898,4.5541E-06,0.000132156,0.000215981,0.000172094,0.000105976,9.96294E-05,0.000179891,4.58468E-05,6.09316E-05,0.00017341,0.419888012,0.940114164,0.000759609,1.697472217,0.300380234,1.329025496,0.013816167,3.782382038,DNA gyrase subunit B OS=Synechococcus sp. (strain WH8102) OX=84588 GN=gyrB PE=3 SV=1,
Q7U5A8,SYNW1799,16,16,0.000130275,0.000124495,0.000185787,0.000108188,7.48642E-05,0.000116417,0.000130206,0.000178339,0.00017013,0.000189012,0.000157298,0.000111765,0.000147999,7.98469E-05,6.65628E-05,0.000207939,6.67712E-05,0.000196788,0.000146852,9.9823E-05,0.000159558,0.000152692,9.81362E-05,0.000157166,0.037750489,0.679750408,0.303765087,1.08652103,0.020876838,0.642708517,0.469154072,1.029304636,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1799 PE=4 SV=1,
Q7U739,SYNW1147,16,16,9.57499E-05,0.000109745,0.000122611,0.000138946,0.00012946,0.000201221,0.000109173,0.000210693,0.000218713,4.46819E-05,6.28555E-05,4.23278E-05,6.54841E-05,6.75724E-05,1.95653E-05,7.34419E-05,0.00011172,0.000128587,0.000109369,0.000156542,0.000179526,4.99551E-05,5.08739E-05,0.000104583,0.05515435,1.431324186,0.066080939,1.641476128,0.474491264,1.018393316,0.041692487,2.093540778,Ribonucleotide reductase (Class II) OS=Synechococcus sp. (strain WH8102) OX=84588 GN=nrdJ PE=4 SV=1,
Q7TTU3,SYNW1629,16,16,0.001054228,0.000923426,0.000394679,0.000622069,0.000521085,0.000417154,0.000798176,0.000732544,0.000600906,0.000624414,0.000585456,0.000456802,0.000804805,0.00084948,0.000356185,0.000587481,0.000728277,0.000571169,0.000790778,0.000520103,0.000710542,0.000555557,0.000670157,0.000628976,0.103287292,0.657710268,0.317223728,0.898536302,0.203939373,1.206278315,0.15936877,1.132152197,Indole-3-glycerol phosphate synthase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=trpC PE=3 SV=1,
Q7U953,SYNW0406,16,16,0.006919833,0.0049295,0.000547971,0.011677573,0.006986679,0.000739009,0.00968386,0.016419515,0.001292581,0.000953488,0.003394425,0.001580297,0.014315194,0.00330498,0.00197685,0.007391424,0.002379654,0.00160347,0.004132434,0.006467754,0.009131985,0.00197607,0.006532341,0.003791516,0.110090459,1.565119546,0.134350663,2.2098319,0.204826476,3.305723732,0.25876771,1.918715574,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0406 PE=4 SV=1,
Q7U3S3,SYNW2356,16,16,0.000206885,0.000222847,0.0002096,0.000200308,0.000325377,0.000287465,0.000227499,0.00066157,0.000285745,0.000268698,0.000383784,0.000209482,0.000188836,0.000324653,6.89435E-05,0.000330449,0.000265662,0.000425282,0.000213111,0.00027105,0.000391605,0.000287321,0.000194144,0.000340464,0.110769803,1.271873356,0.153219132,1.837565361,0.031179161,0.67570413,0.318552432,1.184959674,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B OS=Synechococcus sp. (strain WH8102) OX=84588 GN=gatB PE=3 SV=1,
Q7U9M9,SYNW0225,16,16,0.000330573,0.001286088,0.000553332,0.000340286,0.000604908,0.000282208,0.000914878,0.002564623,0.0006623,0.000410213,0.000613263,0.000255131,0.000437153,0.000616248,0.000138711,0.000596819,0.000683819,0.000400014,0.000723331,0.000409134,0.0013806,0.000426202,0.000397371,0.000560217,0.128892769,0.565624976,0.096287155,1.908670303,0.291113883,0.932352363,0.029277702,1.314440071,Enoyl-[acyl-carrier-protein] reductase [NADH] OS=Synechococcus sp. (strain WH8102) OX=84588 GN=fabI PE=3 SV=1,
Q7U9L9,SYNW0235,16,15,8.21405E-05,5.40976E-05,0.000132082,9.3882E-05,8.86181E-05,0.000132151,8.33994E-05,8.16735E-05,0.000130425,0.000122887,7.93048E-05,8.1879E-05,6.33158E-05,5.38181E-05,0.000129968,0.000102168,5.00467E-05,9.20929E-05,8.94401E-05,0.000104884,9.84992E-05,9.46902E-05,8.23674E-05,8.14359E-05,0.133200163,1.172669243,0.216304656,1.101286512,0.367742319,0.869861801,0.192079889,0.860024643,Phosphoglucomutase/phosphomannomutase family protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0235 PE=3 SV=1,
Q7U9K4,SYNW0252,16,16,0.000560376,0.000544018,0.000310078,0.000575566,0.000672014,0.000324339,0.00042033,0.000804862,0.000398209,0.000559618,0.000590699,0.000235897,0.001169206,0.00080966,0.000133964,0.000808211,0.000595044,0.0004657,0.000471491,0.000523973,0.000541134,0.000462071,0.000704277,0.000622985,0.149514332,1.111311802,0.304750845,1.147707997,0.180099504,1.524173002,0.088394983,1.348244809,4-hydroxy-3-methylbut-2-enyl diphosphate reductase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=ispH PE=3 SV=1,
Q7U4P4,SYNW2023,16,16,0.107590888,0.116930902,0.058575533,0.093953178,0.083411526,0.06667076,0.0536449,0.052205152,0.05376523,0.109401269,0.117115071,0.068433783,0.083656876,0.075829532,0.058023524,0.092695438,0.085356107,0.044408035,0.094365775,0.081345154,0.053205094,0.098316708,0.072503311,0.074153194,0.195911394,0.862019677,0.077633081,0.563817698,0.050704796,0.737446489,0.01542973,0.754227795,R-phycocyanin II alpha chain OS=Synechococcus sp. (strain WH8102) OX=84588 GN=rpcA PE=3 SV=1,
Q7TTV8,SYNW0851,16,16,0.000997879,0.000545156,0.00171318,0.001438387,0.001544451,0.001407026,0.002140216,0.001361876,0.001491045,0.001172566,0.001299979,0.001168866,0.000916443,0.001054209,0.000374419,0.001999508,0.000919401,0.001487696,0.001085405,0.001463288,0.001664379,0.001213804,0.00078169,0.001468868,0.211460631,1.348148966,0.147326185,1.533417232,0.069931299,0.64400077,0.270985166,1.210136779,Putative O-Acetyl homoserine sulfhydrylase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=cysD PE=3 SV=1,
Q7U9Y3,SYNW0119,16,16,0.000154523,0.000554757,0.000217951,0.000258434,0.000308805,7.96078E-05,0.000269785,0.000463553,0.000394559,0.000167471,0.000127273,7.36995E-05,0.000210903,0.000237251,3.57687E-05,0.000272751,0.000324774,0.000197826,0.000309077,0.000215615,0.000375966,0.000122814,0.000161307,0.000265117,0.23083971,0.697610053,0.247889473,1.21641351,0.231547559,1.313424933,0.018463387,2.158683229,Adenosylhomocysteinase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=ahcY PE=3 SV=1,
Q7U5G7,SYNW1740,16,16,0.000352897,0.000697881,0.00028749,0.000260223,0.000342628,0.000410814,0.000293414,0.000415567,0.000401765,0.00029689,0.000533489,0.000262367,0.000249458,0.000460704,8.57147E-05,0.000305437,0.000489003,0.000316507,0.00044609,0.000337889,0.000370248,0.000364249,0.000265292,0.000370316,0.258056986,0.757445733,0.288346435,0.829986812,0.064668976,0.728326679,0.425574767,1.016654848,"30S ribosomal protein S1 homolog B, putative Nbp1 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=nbp1 PE=4 SV=1",
Q7UA48,SYNW0052,16,16,0.00029559,0.000619274,0.000330529,0.000312696,0.000342564,0.000375349,0.000464792,0.000597094,0.00066035,0.000228122,0.000370616,0.000196039,0.000234443,0.000282642,7.94256E-05,0.000305763,0.000264743,0.000515944,0.000415131,0.000343537,0.000574079,0.000264925,0.000198837,0.00036215,0.279221882,0.827537114,0.129321515,1.382884778,0.108552697,0.750539737,0.256509217,1.366987447,Sulfolipid (UDP-sulfoquinovose) biosynthesis protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=sqdB PE=4 SV=1,
Q7U8C0,SYNW0701,16,16,0.000104289,0.0002126,6.21796E-05,0.000122371,0.00014905,6.19626E-05,0.0001419,0.000301998,0.00017561,7.8261E-05,9.38687E-05,3.05555E-05,0.000165203,0.000245918,2.08303E-05,0.000146022,0.000222941,0.000213696,0.000126356,0.000111128,0.000206503,6.75617E-05,0.000143984,0.00019422,0.300397391,0.879480093,0.03492261,1.634291457,0.122716448,2.131144601,0.031395974,2.874700721,Cysteine--tRNA ligase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=cysS PE=3 SV=1,
Q7U3K6,SYNW2426,16,16,5.85217E-05,2.87008E-05,0.000176352,9.66672E-05,0.000115618,0.000121403,0.000195378,0.000363077,0.000173028,7.1852E-05,7.41934E-05,6.84998E-05,9.42014E-05,0.00011737,4.33381E-05,9.56448E-05,0.000185417,0.000155676,8.78583E-05,0.00011123,0.000243828,7.15151E-05,8.49699E-05,0.000145579,0.315458114,1.266010478,0.126161395,2.775237341,0.287148659,1.188139471,0.052414488,2.035641821,Aspartate--tRNA(Asp/Asn) ligase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=aspS PE=3 SV=1,
Q7U763,SYNW1123,16,16,0.000204795,0.000192463,0.000393313,0.000311487,0.000329456,0.000276894,0.000483457,0.000763826,0.000485536,0.000286996,0.000269589,0.000281075,0.00034609,0.000328917,0.000261097,0.000470321,0.000383064,0.000365058,0.000263524,0.000305945,0.000577606,0.00027922,0.000312035,0.000406148,0.324264714,1.160978349,0.076549205,2.1918565,0.169889102,1.117523127,0.024930657,1.454580909,Dihydroxy-acid dehydratase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=ilvD PE=3 SV=1,
Q7U6X3,SYNW1213,16,16,0.008310115,0.009925254,0.006409419,0.006415383,0.006754062,0.009488704,0.007476649,0.006717556,0.005809285,0.006696766,0.010921515,0.008277147,0.004454709,0.007433872,0.005176071,0.005979053,0.006029506,0.011224593,0.008214929,0.007552717,0.00666783,0.008631809,0.005688217,0.007744384,0.380751019,0.91938913,0.102201839,0.81167224,0.00763977,0.658983176,0.366487002,0.897191279,Thioredoxin peroxidase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=tpx PE=4 SV=1,
Q7U514,SYNW1898,15,15,0.000983549,0.00096677,0.000589594,0.00103343,0.001060007,0.000748528,0.001173009,0.001566634,0.000930316,0.000958789,0.001021534,0.001028976,0.001705284,0.001926961,0.000749599,0.001359473,0.001434516,0.00136717,0.000846637,0.000947322,0.00122332,0.0010031,0.001460615,0.001387053,0.04323291,1.118922337,0.044020266,1.444915532,0.171535036,1.45610128,0.00180833,1.382767123,CysQ protein homolog OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1898 PE=4 SV=1,
Q7U5S7,SYNW1619,15,15,0.00031079,0.000148356,0.000476744,0.000493947,0.000433078,0.000509104,0.000492212,0.000786669,0.000597563,0.000521241,0.000279443,0.000309997,0.000839148,0.000323466,0.000591864,0.000535442,0.000978863,0.000873368,0.000311963,0.000478709,0.000625482,0.000370227,0.000584826,0.000795891,0.075385606,1.534505916,0.097459755,2.004985395,0.064904971,1.579642733,0.089587028,2.14973985,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1619 PE=4 SV=1,
Q7U4S8,SYNW1985,15,15,0.000427387,0.000304653,0.000793156,0.000591443,0.000882257,0.00085743,0.000629244,0.001408969,0.001265252,0.000830228,0.000581645,0.000959457,0.000497984,0.000779755,0.000526757,0.000660861,0.001051312,0.00145868,0.000508399,0.000777043,0.001101155,0.000790443,0.000601499,0.001056951,0.114736709,1.52841338,0.078481477,2.165928249,0.21807201,0.760963932,0.173103807,1.337162912,"30S ribosomal protein S1, homolog A OS=Synechococcus sp. (strain WH8102) OX=84588 GN=rps1a PE=4 SV=1",
Q7U6U5,SYNW1241,15,15,0.00104047,0.002212268,0.000793697,0.000242911,0.000430239,0.00078628,0.000453102,0.000970484,0.000980174,0.00097443,0.001964685,0.000547101,0.00056441,0.000550552,0.000335498,0.000612924,0.000674015,0.001165764,0.001348812,0.000486477,0.000801253,0.001162072,0.000483487,0.000817568,0.117490087,0.36067042,0.157936394,0.594043638,0.104927087,0.416055742,0.297897849,0.703542988,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1241 PE=4 SV=1,
Q7U8X5,SYNW0484,15,15,0.00585494,0.004766256,0.010798086,0.008543911,0.008332567,0.009919847,0.012137992,0.011678611,0.01024963,0.006284165,0.007513375,0.007452739,0.005894444,0.007368027,0.006485986,0.007662034,0.010773337,0.008411904,0.007139761,0.008932108,0.011355411,0.007083426,0.006582819,0.008949092,0.159000822,1.251037477,0.109836335,1.590447075,0.088061506,0.929326958,0.059374265,1.263384586,Allophycocyanin beta chain OS=Synechococcus sp. (strain WH8102) OX=84588 GN=apcB PE=3 SV=1,
Q7U6Z0,SYNW1196,15,14,9.00265E-05,0.000103066,0.000155073,0.000137985,0.000206416,0.00013636,0.000186344,0.000278321,0.000239739,0.000117071,0.000163177,7.89688E-05,0.000126613,0.000106257,7.36267E-05,0.000121211,0.000126347,0.00022365,0.000116055,0.000160253,0.000234801,0.000119739,0.000102166,0.000157069,0.168489191,1.380837956,0.026451513,2.023187247,0.237427937,0.853236665,0.283539462,1.311763285,Possible modulator of DNA gyrase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=pmbA PE=4 SV=1,
Q7U598,SYNW1809,15,15,0.001724805,0.003182847,0.00224903,0.001685874,0.001303511,0.002060408,0.001080969,0.00110894,0.002267263,0.001549967,0.001779601,0.001730685,0.001394305,0.001480659,0.000650769,0.002177515,0.00160736,0.001431263,0.002385561,0.001683264,0.001485724,0.001686751,0.001175245,0.001738712,0.178057706,0.705605276,0.141152427,0.622798462,0.108431127,0.696750494,0.437180449,1.030805629,"Glutamate-1-semialdehyde 2,1-aminomutase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=hemL PE=3 SV=1",
P0A316,SYNW2009,15,15,0.051382251,0.013363758,0.160708631,0.069421735,0.086581785,0.102661227,0.118799321,0.056380237,0.068381231,0.067793664,0.045549242,0.129555338,0.043319857,0.034957974,0.185863975,0.058325665,0.046441786,0.066514035,0.075151547,0.086221582,0.08118693,0.080966082,0.088047269,0.057093829,0.399256704,1.147302832,0.457208888,1.080309498,0.401571732,1.087458684,0.175725575,0.705157366,C-phycoerythrin class 2 subunit alpha OS=Synechococcus sp. (strain WH8102) OX=84588 GN=mpeA PE=3 SV=1,
Q7U5S1,SYNW1626,15,15,0.010222284,0.009185646,0.009491014,0.011681459,0.009058048,0.008526269,0.010584792,0.010502844,0.012297319,0.010482607,0.010945885,0.007505303,0.010169067,0.00748701,0.011250381,0.013992504,0.009187377,0.011664908,0.009632982,0.009755259,0.011128318,0.009644598,0.009635486,0.01161493,0.439623383,1.012693609,0.085092958,1.15523095,0.498454959,0.999055192,0.201665982,1.204293784,Putative nickel-containing superoxide dismutase (NISOD) OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1626 PE=4 SV=1,
Q7U8H2,SYNW0646,15,15,0.000216595,0.000345794,0.0003069,0.000255392,0.000266054,0.000331215,0.000287776,0.000644651,0.000429811,0.000246675,0.000262299,0.000217807,0.000402985,0.000673013,0.000133613,0.000644708,0.00064016,0.000560464,0.000289763,0.00028422,0.000454079,0.00024226,0.000403204,0.000615111,0.447792696,0.980870217,0.069943647,1.567070864,0.188495803,1.664341617,0.000939036,2.539049326,"dTDP-glucose 4,6-dehydratase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=rfbB PE=3 SV=1",
Q7U5F4,SYNW1753,15,15,0.003372678,0.004740503,0.002507688,0.003505783,0.003995981,0.003188974,0.00271402,0.004948306,0.004161534,0.003697253,0.004209815,0.004028688,0.005993048,0.008545947,0.00343319,0.005825714,0.005289094,0.00701939,0.00354029,0.003563579,0.003941287,0.003978585,0.005990728,0.006044733,0.480185788,1.006578477,0.306237705,1.113266765,0.147425061,1.50574339,0.03234136,1.519317128,Ribosome-recycling factor OS=Synechococcus sp. (strain WH8102) OX=84588 GN=frr PE=3 SV=1,
Q7U863,SYNW0761,15,15,0.000553491,0.000489382,0.000342267,0.000544996,0.000397551,0.000440025,0.000415511,0.000476927,0.000367557,0.000457365,0.000541826,0.000347268,0.000516818,0.00066534,0.000247801,0.000619152,0.000534192,0.000533265,0.000461713,0.000460857,0.000419998,0.00044882,0.000476653,0.000562203,0.494483011,0.998145703,0.243475276,0.909651182,0.357676996,1.062014456,0.10186816,1.252625087,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0761 PE=4 SV=1,
Q7U8A5,SYNW0717,14,14,0.000401478,0.000335019,0.000276825,0.000454842,0.000393098,0.00031538,0.000402948,0.000734802,0.000428113,0.000358871,0.000259888,0.000252986,0.000645529,0.000531226,0.00017107,0.00055383,0.000464879,0.000493383,0.000337774,0.000387773,0.000521954,0.000290582,0.000449275,0.000504031,0.006778781,1.148025302,0.126849313,1.54527559,0.159080002,1.546123195,0.002071429,1.734557073,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0717 PE=4 SV=1,
Q7U4U2,SYNW1971,14,14,0.000407686,0.000656903,0.000569652,0.000279347,0.000459397,0.000247097,0.000589307,0.000764883,0.00078068,0.000375668,0.000641927,0.000322652,0.000462356,0.000433181,6.21314E-05,0.000426871,0.000409856,0.000554413,0.000544747,0.000328614,0.000711624,0.000446749,0.000319223,0.000463713,0.031356278,0.603241428,0.016056182,1.306338043,0.179794781,0.714546189,0.455741875,1.037972804,Site-determining protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=minD PE=3 SV=1,
Q7U852,SYNW0772,14,14,0.000151399,0.000251251,0.000193345,0.000208094,0.000266484,0.000261752,0.000159625,0.000574357,0.000501401,5.89816E-05,0.000268719,0.000101983,0.000133248,0.000357277,0.000183697,0.000155898,0.000377653,0.000504856,0.000198665,0.000245443,0.000411794,0.000143228,0.000224741,0.000346135,0.050591489,1.235464491,0.086618675,2.072807204,0.001276705,1.569111648,0.08985916,2.416674774,Possible nucleotide sugar epimerase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0772 PE=4 SV=1,
Q7U7F4,SYNW1031,14,14,0.000372652,0.000263103,0.000344251,0.000397444,0.000398448,0.000542309,0.000286695,0.00032435,0.000498464,0.000449315,0.000516718,0.000269251,0.000388589,0.000391233,0.000254949,0.000448533,0.000291425,0.000889092,0.000326669,0.000446067,0.000369836,0.000411761,0.000344924,0.000543017,0.071236465,1.365502388,0.299948228,1.132145004,0.086955726,0.837678207,0.327645414,1.318765134,Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Synechococcus sp. (strain WH8102) OX=84588 GN=gatA PE=3 SV=1,
