Accession,Peptide count,Unique peptides,Confidence score,Description,Light 1,Light 2,Light 3,Light 4,Light 5,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu nM 4,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Light Glu mM 4,Darkness 1,Darkness 2,Darkness 3,Darkness 4,Darkness 5,Darkness 6,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu nM 4,Darkness Glu nM 5,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Light 1.1,Light 3.1,Light 5.1,Light Glu nM 1.1,Light Glu nM 3.1,Light Glu nM 4.1,Light Glu mM 1.1,Light Glu mM 3.1,Light Glu mM 4.1,Darkness 1.1,Darkness 3.1,Darkness 5.1,Darkness Glu nM 1.1,Darkness Glu nM 3.1,Darkness Glu nM 5.1,Darkness Glu mM 1.1,Darkness Glu mM 2.1,Darkness Glu mM 3.1,Alteromonas_SS120,Light avg,Light G nM avg,Light G mM avg,Darkness avg,Darkness G nM,Darkness G mM,t.test G nM/L,FC G nM/L,t.test G mM/L,FC GmM/L,t.test G nM/O,FC G nM/D,t.test G mM/O,FC G mM/D,Alteromonas_SS120.1,locus_tag_deh24,log2_FC_light_low_glucose,log2_FC_light_high_glucose,log2_FC_dark_low_glucose,log2_FC_dark_high_glucose,t_test_light_low_glucose,t_test_light_high_glucose,t_test_dark_low_glucose,t_test_dark_high_glucose,resolved_locus_tag,resolution_method
A0A359K9U0,2,2,5.314686,Phosphogluconate dehydratase OS=Alteromonas sp. OX=232 GN=edd PE=3 SV=1,62660.66,98774.38,149931.7,49705.92,95195.58,66840.23,240891.3,59089.65,147905.0,3226032.0,3245578.0,5017489.0,4595579.0,28608.69,105444.0,30020.5,97882.46,34617.99,147875.3,35160.64,75866.43,36772.59,98274.1,340089.5,5873838.0,772669.0,357513.2,0.000115,0.000118,8.73e-05,9.95e-05,7.18e-05,4.37e-05,0.00252,0.001158,0.002848,3.81e-05,7.97e-05,8.44e-05,5.69e-05,5.98e-05,0.000342,0.003275,0.001588,0.000812,Phosphogluconate dehydratase OS=Alteromonas sp. OX=232 GN=edd PE=3 SV=1,0.000107,7.17e-05,0.002175,6.74e-05,0.001226,0.000836,0.036,0.67,0.029,20.39,0.214,18.19,0.066,12.4,Phosphogluconate dehydratase OS=Alteromonas sp. OX=232 GN=edd PE=3 SV=1,,-0.5777669993169522,4.349789870241872,4.185073637876762,3.6322682154995127,0.036,0.029,0.214,0.066,,empty
A0A359KAC8,2,2,5.195937,Phosphoglycerate dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_16630 PE=4 SV=1,727810.9,2357512.0,701554.2,279903.9,936882.8,1869979.0,8588636.0,327943.7,2315980.0,7136696.0,4071233.0,24027678.0,3670850.0,460460.1,851338.9,238727.7,1103339.0,208279.5,6578117.0,439408.8,7515896.0,473808.0,1081400.0,584482.4,6163935.0,1526255.0,3087131.0,0.001332,0.000553,0.000859,0.002785,0.000398,0.000684,0.005575,0.005546,0.002275,0.000613,0.000634,0.000508,0.000711,0.00077,0.000588,0.003436,0.003137,0.007012,Phosphoglycerate dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_16630 PE=4 SV=1,0.000915,0.001289,0.004465,0.000585,0.001598,0.003688,0.28,1.41,0.041,4.88,0.012,2.73,0.046,6.31,Phosphoglycerate dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_16630 PE=4 SV=1,DEH24_16630,0.4956951626240687,2.286881147788161,1.4489009511451278,2.657640005207824,0.28,0.041,0.012,0.046,,unresolved
A0A359K9N3,2,2,9.149108,Phosphoglycerate kinase OS=Alteromonas sp. OX=232 GN=pgk PE=3 SV=1,144570.0,68764.58,144050.9,25383.82,135479.2,82835.76,327104.5,29999.2,199876.9,333768.9,7374266.0,11745191.0,5729101.0,7661.056,26539.44,45333.83,94424.15,34373.5,67882.82,155172.7,181858.1,82691.23,238427.1,39671.07,11728453.0,234695.4,464927.7,0.000264,0.000114,0.000124,0.000123,3.64e-05,5.9e-05,0.000261,0.002711,0.00355,1.02e-05,0.00012,8.38e-05,0.000251,0.000134,3.99e-05,0.006539,0.000482,0.001056,Phosphoglycerate kinase OS=Alteromonas sp. OX=232 GN=pgk PE=3 SV=1,0.000167,7.29e-05,0.002174,7.14e-05,0.002238,0.000569,0.028,0.44,0.096,12.98,0.252,31.32,0.157,7.96,Phosphoglycerate kinase OS=Alteromonas sp. OX=232 GN=pgk PE=3 SV=1,,-1.1844245711374275,3.698218478224414,4.969012307516316,2.992768430768924,0.028,0.096,0.252,0.157,,empty
A0A359K6J3,4,4,21.24722,Phosphoribulokinase OS=Alteromonas sp. OX=232 GN=DEH24_13850 PE=3 SV=1,22678.92,35548.14,13769.4,4312.204,37147.94,113877.3,69840.61,17335.64,119219.3,943810.8,208827.9,942414.9,211431.7,15084.72,89343.05,2728.018,57424.62,7057.685,251122.2,23725.54,64522.71,23808.86,86253.96,13399.72,316267.7,57088.01,151842.3,4.15e-05,1.09e-05,3.41e-05,0.00017,2.11e-05,3.52e-05,0.000737,0.000218,0.000131,2.01e-05,7.24e-06,1.72e-05,3.84e-05,3.87e-05,1.35e-05,0.000176,0.000117,0.000345,Phosphoribulokinase OS=Alteromonas sp. OX=232 GN=DEH24_13850 PE=3 SV=1,2.88e-05,7.53e-05,0.000362,1.48e-05,7.62e-05,0.000164,0.187,2.61,0.106,12.56,0.137,5.13,0.048,11.03,Phosphoribulokinase OS=Alteromonas sp. OX=232 GN=DEH24_13850 PE=3 SV=1,DEH24_13850,1.3840498067951597,3.6507645591169022,2.358958825832329,3.463360885816658,0.187,0.106,0.137,0.048,,unresolved
A0A359K482,12,12,67.2961,Polyribonucleotide nucleotidyltransferase OS=Alteromonas sp. OX=232 GN=pnp PE=3 SV=1,3588155.0,3758253.0,6695815.0,2093558.0,6045239.0,2767848.0,11586862.0,5565260.0,11672392.0,42012664.0,79848797.0,148000000.0,59043551.0,1788739.0,11614299.0,1395585.0,3348471.0,2601864.0,9199546.0,3718903.0,6443865.0,3169780.0,7100079.0,3835775.0,107000000.0,15166901.0,11752864.0,0.006565,0.005277,0.005545,0.004122,0.006761,0.003447,0.032818,0.034235,0.036585,0.00238,0.003705,0.006341,0.006014,0.005152,0.00386,0.059612,0.031176,0.026694,Polyribonucleotide nucleotidyltransferase OS=Alteromonas sp. OX=232 GN=pnp PE=3 SV=1,0.005795,0.004777,0.034546,0.004142,0.022875,0.021222,0.251,0.82,0.001,5.96,0.338,5.52,0.045,5.12,Polyribonucleotide nucleotidyltransferase OS=Alteromonas sp. OX=232 GN=pnp PE=3 SV=1,,-0.2863041851566411,2.575312330687437,2.4646682670034443,2.356143810225275,0.251,0.001,0.338,0.045,,empty
A0A359JZK5,6,6,23.29813,PrkA family serine protein kinase OS=Alteromonas sp. OX=232 GN=DEH24_01660 PE=4 SV=1,128458.7,364134.9,180847.6,77354.77,132993.2,124880.9,560364.4,52950.86,183200.4,3505178.0,890729.9,3642502.0,356391.1,79654.35,289341.5,38842.02,178452.6,70682.62,2344277.0,115816.7,627303.2,100601.0,249127.3,177946.5,1149562.0,284990.6,88836.2,0.000235,0.000143,0.000122,0.000186,6.43e-05,5.41e-05,0.002738,0.000841,0.000221,0.000106,0.000103,0.000172,0.000187,0.000164,0.000179,0.000641,0.000586,0.000202,PrkA family serine protein kinase OS=Alteromonas sp. OX=232 GN=DEH24_01660 PE=4 SV=1,0.000167,0.000101,0.001267,0.000127,0.000328,0.000318,0.008,0.61,0.134,7.61,0.078,2.58,0.081,2.5,PrkA family serine protein kinase OS=Alteromonas sp. OX=232 GN=DEH24_01660 PE=4 SV=1,DEH24_01660,-0.7131188522118385,2.927896453728821,1.3673710656485294,1.3219280948873624,0.008,0.134,0.078,0.081,,unresolved
A0A359K602,4,4,17.89936,Proline--tRNA ligase OS=Alteromonas sp. OX=232 GN=proS PE=3 SV=1,65021.17,109287.0,245922.3,74844.2,199292.6,71551.4,365726.8,84614.65,500066.4,475586.1,1834432.0,6387984.0,2000400.0,24904.39,69433.81,19004.97,213682.1,68250.23,407375.8,50064.8,403581.6,98759.8,145451.1,126943.4,2753866.0,595843.7,620418.1,0.000119,0.000194,0.000183,0.000107,0.000103,0.000148,0.000372,0.001474,0.001239,3.31e-05,5.05e-05,0.000166,8.1e-05,0.000161,0.000128,0.001535,0.001225,0.001409,Proline--tRNA ligase OS=Alteromonas sp. OX=232 GN=proS PE=3 SV=1,0.000165,0.000119,0.001028,8.33e-05,0.000608,0.000933,0.093,0.72,0.055,6.23,0.227,7.3,0.003,11.2,Proline--tRNA ligase OS=Alteromonas sp. OX=232 GN=proS PE=3 SV=1,,-0.4739311883324124,2.639232163249277,2.867896463992655,3.485426827170241,0.093,0.055,0.227,0.003,,empty
A0A359K5B7,4,4,17.48372,Protein RecA OS=Alteromonas sp. OX=232 GN=recA PE=3 SV=1,36745.19,139241.7,126779.0,95101.98,572156.6,69369.86,369201.1,153628.0,315721.8,382511.4,310696.8,1580461.0,43866.21,66743.73,48158.04,236824.2,1579478.0,33434.0,200521.6,72391.78,131256.7,37046.77,221598.4,462480.8,1172933.0,11795.04,56201.91,6.72e-05,9.99e-05,0.000525,0.000103,0.000187,9.32e-05,0.000299,0.000365,2.72e-05,8.88e-05,0.000629,8.15e-05,0.000117,6.02e-05,0.000465,0.000654,2.42e-05,0.000128,Protein RecA OS=Alteromonas sp. OX=232 GN=recA PE=3 SV=1,0.000231,0.000128,0.00023,0.000266,0.000393,0.000128,0.298,0.55,0.499,1.0,0.434,1.48,0.498,0.48,Protein RecA OS=Alteromonas sp. OX=232 GN=recA PE=3 SV=1,,-0.862496476250065,0.0,0.5655971758542251,-1.0588936890535685,0.298,0.499,0.434,0.498,,empty
A0A359K7A7,2,2,11.0801,Protein translocase subunit SecA (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_15195 PE=3 SV=1,1031365.0,2456725.0,3712797.0,1998927.0,5419805.0,1444724.0,846618.2,1874075.0,1174493.0,575428.9,69326.42,101183.9,48477.15,411409.4,2072060.0,244185.9,142968.0,517048.5,620714.7,530221.4,133169.6,492405.4,211532.8,2075584.0,43933.15,2438412.0,183705.4,0.001887,0.002926,0.004971,0.002152,0.002277,0.000347,0.00045,2.34e-05,3e-05,0.000547,0.000648,0.00126,0.000857,0.0008,0.002089,2.45e-05,0.005012,0.000417,Protein translocase subunit SecA (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_15195 PE=3 SV=1,0.003261,0.001592,0.000168,0.000819,0.000971,0.002897,0.191,0.49,0.047,0.05,0.085,1.19,0.307,3.54,Protein translocase subunit SecA (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_15195 PE=3 SV=1,DEH24_15195,-1.0291463456595165,-4.321928094887363,0.2509615735332187,1.8237493603082728,0.191,0.047,0.085,0.307,,unresolved
A0A359K863,5,5,29.92622,Pyruvate kinase OS=Alteromonas sp. OX=232 GN=pyk PE=3 SV=1,270150.8,556595.1,588278.7,188643.7,1491653.0,407105.5,1534154.0,408142.2,1831963.0,6721054.0,8019861.0,15881823.0,11064009.0,155376.3,199053.1,156591.0,471387.3,184998.2,2608630.0,553427.8,884100.3,301260.0,1471400.0,560088.1,14771169.0,699437.8,1143898.0,0.000494,0.000464,0.001368,0.000606,0.000496,0.000541,0.00525,0.003666,0.006856,0.000207,0.000416,0.000451,0.000895,0.00049,0.000564,0.008235,0.001438,0.002598,Pyruvate kinase OS=Alteromonas sp. OX=232 GN=pyk PE=3 SV=1,0.000775,0.000548,0.005257,0.000358,0.003096,0.001604,0.264,0.71,0.011,6.78,0.14,8.65,0.114,4.48,Pyruvate kinase OS=Alteromonas sp. OX=232 GN=pyk PE=3 SV=1,,-0.4941090702700427,2.761285273361619,3.1127001327493624,2.16349873228288,0.264,0.011,0.14,0.114,,empty
A0A359JZN2,2,2,6.864445,Queuine tRNA-ribosyltransferase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_00565 PE=3 SV=1,14318.08,86426.8,175269.6,56191.52,153694.9,76279.74,193852.3,91958.3,85101.31,310686.5,2566395.0,7977466.0,1885836.0,113322.0,208109.2,76438.15,167743.6,65716.27,241178.6,81334.69,111803.1,131079.8,233673.0,154287.9,3589006.0,524135.7,503116.3,2.62e-05,0.000138,0.000141,0.000114,0.000112,2.51e-05,0.000243,0.001841,0.001169,0.000151,0.000203,0.00016,0.000132,0.000213,0.000155,0.002001,0.001077,0.001143,Queuine tRNA-ribosyltransferase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_00565 PE=3 SV=1,0.000102,8.35e-05,0.001084,0.000171,0.00079,0.000774,0.393,0.82,0.075,10.65,0.318,4.61,0.029,4.52,Queuine tRNA-ribosyltransferase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_00565 PE=3 SV=1,DEH24_00565,-0.2863041851566411,3.412781525338476,2.2047667506546134,2.176322772640463,0.393,0.075,0.318,0.029,,unresolved
A0A359K6L5,3,3,10.05218,Ribonuclease PH OS=Alteromonas sp. OX=232 GN=rph PE=3 SV=1,1429733.0,48129.71,153735.1,30758.09,57285.11,67690.83,162699.4,48055.69,182926.5,331432.2,1261337.0,3607441.0,576432.5,9655.069,30938.12,19145.63,104225.3,36588.56,17880.66,23006.1,311366.7,31846.9,37231.9,68782.74,739093.3,71054.69,53849.73,0.002616,0.000121,5.25e-05,0.000101,5.84e-05,5.4e-05,0.000259,0.000833,0.000357,1.28e-05,5.08e-05,8.92e-05,3.72e-05,5.18e-05,6.92e-05,0.000412,0.000146,0.000122,Ribonuclease PH OS=Alteromonas sp. OX=232 GN=rph PE=3 SV=1,0.00093,7.11e-05,0.000483,5.09e-05,0.000178,0.000399,0.204,0.08,0.344,0.52,0.451,3.49,0.13,7.84,Ribonuclease PH OS=Alteromonas sp. OX=232 GN=rph PE=3 SV=1,,-3.643856189774725,-0.9434164716336324,1.803227036434928,2.9708536543404835,0.204,0.344,0.451,0.13,,empty
A0A359K3Q6,2,2,12.66505,Ribosome hibernation promoting factor OS=Alteromonas sp. OX=232 GN=DEH24_08275 PE=4 SV=1,0.03447,1958.751,2454.395,838.4896,4928.407,1448.899,304.518,10624.77,25822.95,78174.29,84089.77,402603.4,102838.1,12008.15,25738.61,2505.009,15824.78,5834.076,28465.16,2026.261,3418.189,4897.703,1469.106,7674.233,106203.2,16173.23,7162.423,6.31e-11,1.93e-06,4.52e-06,2.16e-06,1.29e-05,7.62e-06,6.11e-05,9.29e-05,6.37e-05,1.6e-05,6.65e-06,1.42e-05,3.28e-06,7.96e-06,7.72e-06,5.92e-05,3.32e-05,1.63e-05,Ribosome hibernation promoting factor OS=Alteromonas sp. OX=232 GN=DEH24_08275 PE=4 SV=1,2.15e-06,7.56e-06,7.26e-05,1.23e-05,2.5e-05,1.72e-05,0.096,3.52,0.01,33.73,0.14,2.03,0.092,1.4,Ribosome hibernation promoting factor OS=Alteromonas sp. OX=232 GN=DEH24_08275 PE=4 SV=1,DEH24_08275,1.8155754288625725,5.0759604132434015,1.0214797274104517,0.4854268271702416,0.096,0.01,0.14,0.092,,unresolved
A0A359KCA3,4,4,11.80405,Ribosome-recycling factor OS=Alteromonas sp. OX=232 GN=frr PE=3 SV=1,876076.2,477805.5,396009.9,253907.2,375332.9,516065.4,1245983.0,233673.3,1740945.0,11547516.0,13207894.0,36212918.0,8914646.0,306558.0,250811.0,122570.6,372999.3,152421.9,1496123.0,427922.4,2451223.0,171510.2,461854.3,263022.1,15337462.0,2888987.0,3822000.0,0.001603,0.000312,0.000344,0.000769,0.000284,0.000514,0.00902,0.008358,0.005524,0.000408,0.000325,0.000371,0.000692,0.000279,0.000265,0.008551,0.005938,0.008681,Ribosome-recycling factor OS=Alteromonas sp. OX=232 GN=frr PE=3 SV=1,0.000753,0.000522,0.007634,0.000368,0.003031,0.005124,0.265,0.69,0.008,10.14,0.377,8.23,0.007,13.91,Ribosome-recycling factor OS=Alteromonas sp. OX=232 GN=frr PE=3 SV=1,,-0.5353317329965558,3.341985747228616,3.040892430646901,3.7980505147675134,0.265,0.008,0.377,0.007,,empty
A0A359K337,2,2,8.505003,RNA polymerase sigma factor RpoD (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_07770 PE=3 SV=1,189566.1,127748.2,234267.0,226649.2,13031.28,133348.9,53912.88,166448.8,6798.646,19493.16,78649.69,92859.95,8234.599,96047.97,135850.3,366791.0,236860.3,110062.6,295483.1,88479.98,48708.83,149998.2,33520.79,71072.29,1322790.0,32478.37,78234.62,0.000347,0.000185,1.2e-05,0.000199,0.000202,2.01e-06,1.52e-05,2.14e-05,5.1e-06,0.000128,0.000974,0.000268,0.000143,0.000244,7.15e-05,0.000737,6.68e-05,0.000178,RNA polymerase sigma factor RpoD (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_07770 PE=3 SV=1,0.000181,0.000134,1.39e-05,0.000457,0.000351,0.000142,0.229,0.74,0.108,0.08,0.152,0.77,0.398,0.31,RNA polymerase sigma factor RpoD (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_07770 PE=3 SV=1,DEH24_07770,-0.4344028241457749,-3.643856189774725,-0.3770696490798233,-1.6896598793878497,0.229,0.108,0.152,0.398,,unresolved
A0A359K9Z2,3,3,10.99651,S-adenosylmethionine synthase OS=Alteromonas sp. OX=232 GN=metK PE=3 SV=1,1605522.0,1404465.0,1478286.0,554413.5,2233694.0,191609.8,841270.2,1235065.0,6349128.0,1085199.0,895591.4,6009752.0,649090.1,105251.5,1201386.0,202486.3,1902338.0,852588.9,6723013.0,1026899.0,654809.7,746250.2,2186688.0,809487.7,2114495.0,357761.6,1550203.0,0.002937,0.001165,0.002049,0.000285,0.0015,0.001875,0.000848,0.001387,0.000402,0.00014,0.000538,0.002078,0.001661,0.001213,0.000815,0.001179,0.000735,0.003521,S-adenosylmethionine synthase OS=Alteromonas sp. OX=232 GN=metK PE=3 SV=1,0.00205,0.00122,0.000879,0.000918,0.001069,0.002102,0.232,0.6,0.12,0.43,0.371,1.16,0.068,2.29,S-adenosylmethionine synthase OS=Alteromonas sp. OX=232 GN=metK PE=3 SV=1,,-0.7369655941662062,-1.217591435072627,0.2141248053528473,1.1953475983222193,0.232,0.12,0.371,0.068,,empty
A0A359K3T2,2,2,11.22242,Serine--tRNA ligase OS=Alteromonas sp. OX=232 GN=serS PE=3 SV=1,11697.56,78124.49,118546.2,27716.83,130517.9,17175.11,104926.6,24227.69,46288.02,698693.8,1814797.0,2848140.0,1172445.0,2211.305,96252.02,11077.25,19512.89,42786.49,90857.95,37747.24,256654.5,28265.37,98203.45,36425.22,2224194.0,63204.34,58698.15,2.14e-05,9.34e-05,0.00012,2.56e-05,2.94e-05,1.37e-05,0.000546,0.000657,0.000726,2.94e-06,2.94e-05,0.000104,6.1e-05,4.59e-05,3.67e-05,0.00124,0.00013,0.000133,Serine--tRNA ligase OS=Alteromonas sp. OX=232 GN=serS PE=3 SV=1,7.82e-05,2.29e-05,0.000643,4.55e-05,0.000441,0.000114,0.114,0.29,0.001,8.23,0.478,9.68,0.182,2.5,Serine--tRNA ligase OS=Alteromonas sp. OX=232 GN=serS PE=3 SV=1,,-1.7858751946471527,3.040892430646901,3.27500704749987,1.3219280948873624,0.114,0.001,0.478,0.182,,empty
A0A359K369,2,2,9.941286,Shikimate kinase OS=Alteromonas sp. OX=232 GN=aroK PE=3 SV=1,16858.92,8953.09,37712.12,4218.002,130145.0,45267.68,30248.85,17115.97,51953.15,445325.2,11797.97,1545189.0,82950.66,20617.88,77430.49,46898.1,3252.512,8742.203,37987.46,35875.87,68527.32,9958.922,29013.65,3900.349,400331.4,29500.65,26685.53,3.08e-05,2.97e-05,0.000119,6.74e-05,2.08e-05,1.53e-05,0.000348,0.000357,5.14e-05,2.74e-05,0.000124,2.13e-05,5.8e-05,1.62e-05,3.92e-06,0.000223,6.06e-05,6.06e-05,Shikimate kinase OS=Alteromonas sp. OX=232 GN=aroK PE=3 SV=1,6e-05,3.45e-05,0.000252,5.77e-05,8.11e-05,6.04e-05,0.301,0.58,0.139,4.2,0.259,1.4,0.264,1.05,Shikimate kinase OS=Alteromonas sp. OX=232 GN=aroK PE=3 SV=1,,-0.7858751946471527,2.070389327891398,0.4854268271702416,0.070389327891398,0.301,0.139,0.259,0.264,,empty
A0A359K5W9,4,4,13.94687,Single-stranded DNA-binding protein OS=Alteromonas sp. OX=232 GN=DEH24_12210 PE=3 SV=1,145780.5,576875.8,483620.2,346487.8,1235632.0,149856.8,2582007.0,784102.9,2388366.0,2783753.0,2531020.0,7727431.0,4237081.0,121415.9,1408791.0,182865.0,710135.0,288710.3,1599901.0,69503.43,2029130.0,419137.5,935454.9,984451.2,3908176.0,426881.5,1289129.0,0.000267,0.000381,0.001133,0.000223,0.000953,0.000705,0.002175,0.001784,0.002625,0.000162,0.000485,0.000704,0.000112,0.000681,0.000991,0.002179,0.000877,0.002928,Single-stranded DNA-binding protein OS=Alteromonas sp. OX=232 GN=DEH24_12210 PE=3 SV=1,0.000594,0.000627,0.002195,0.00045,0.001284,0.001466,0.46,1.06,0.005,3.7,0.143,2.85,0.058,3.26,Single-stranded DNA-binding protein OS=Alteromonas sp. OX=232 GN=DEH24_12210 PE=3 SV=1,DEH24_12210,0.0840642647884745,1.8875252707415875,1.510961919277379,1.7048719644563528,0.46,0.005,0.143,0.058,,unresolved
A0A359K6K0,4,4,18.32137,Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_11265 PE=3 SV=1,27351.06,128674.1,614053.9,276448.6,729708.2,4210.694,340319.2,253896.3,225505.0,1008945.0,1128596.0,2143140.0,342129.8,98025.67,446640.1,106791.8,408572.8,146181.9,1574713.0,45630.11,408138.7,412168.6,645414.5,542920.7,1706636.0,90060.13,263763.5,5e-05,0.000484,0.000669,6.27e-06,0.000308,6.66e-05,0.000788,0.000495,0.000212,0.00013,0.000283,0.000356,7.38e-05,0.00067,0.000546,0.000951,0.000185,0.000599,Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_11265 PE=3 SV=1,0.000401,0.000127,0.000498,0.000257,0.000723,0.000395,0.123,0.32,0.403,1.24,0.155,2.81,0.177,1.54,Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_11265 PE=3 SV=1,DEH24_11265,-1.6438561897747246,0.3103401206121505,1.4905701304462011,0.6229303509201767,0.123,0.403,0.155,0.177,,unresolved
A0A359K6Q5,5,5,21.60762,Succinate--CoA ligase [ADP-forming] subunit alpha OS=Alteromonas sp. OX=232 GN=sucD PE=3 SV=1,208366.1,179388.6,286433.2,109813.0,584469.4,176899.8,669037.1,212901.6,954656.7,9537468.0,1057681.0,3332371.0,547968.2,76707.51,509715.7,50177.82,314320.9,50915.59,1269654.0,177822.6,724016.7,79749.7,562956.9,141087.2,3838282.0,553690.2,1105403.0,0.000381,0.000226,0.000536,0.000263,0.000259,0.000282,0.00745,0.000769,0.00034,0.000102,0.000133,0.000124,0.000288,0.00013,0.000142,0.00214,0.001138,0.002511,Succinate--CoA ligase [ADP-forming] subunit alpha OS=Alteromonas sp. OX=232 GN=sucD PE=3 SV=1,0.000381,0.000268,0.002853,0.00012,0.000804,0.001343,0.153,0.7,0.198,7.49,0.191,6.71,0.024,11.21,Succinate--CoA ligase [ADP-forming] subunit alpha OS=Alteromonas sp. OX=232 GN=sucD PE=3 SV=1,,-0.5145731728297583,2.9049657186840263,2.7463127664254587,3.486714373030702,0.153,0.198,0.191,0.024,,empty
A0A359K4J1,6,6,23.87084,Succinate--CoA ligase [ADP-forming] subunit beta OS=Alteromonas sp. OX=232 GN=sucC PE=3 SV=1,2694880.0,3035453.0,4759066.0,1929382.0,6066063.0,4377699.0,13809067.0,2963960.0,10065809.0,9509518.0,18262568.0,27438410.0,28492791.0,1493783.0,3555144.0,599761.3,1875689.0,1234344.0,28665896.0,2242414.0,12718757.0,1336091.0,3830097.0,2657438.0,31029193.0,5926971.0,3610524.0,0.00493,0.003751,0.005564,0.00652,0.003601,0.002972,0.007428,0.006333,0.017655,0.001988,0.001592,0.003008,0.003626,0.002172,0.002674,0.017299,0.012183,0.008201,Succinate--CoA ligase [ADP-forming] subunit beta OS=Alteromonas sp. OX=232 GN=sucC PE=3 SV=1,0.004748,0.004364,0.010472,0.002196,0.007381,0.008377,0.391,0.92,0.107,2.21,0.193,3.36,0.036,3.81,Succinate--CoA ligase [ADP-forming] subunit beta OS=Alteromonas sp. OX=232 GN=sucC PE=3 SV=1,,-0.1202942337177117,1.144046369616707,1.7484612330040354,1.9297909977185972,0.391,0.107,0.193,0.036,,empty
A0A359K0M0,4,4,17.9544,Sulfate adenylyltransferase subunit 1 OS=Alteromonas sp. OX=232 GN=cysN PE=3 SV=1,441259.7,492779.1,378520.3,322903.0,662503.7,461616.6,551991.0,275711.7,985092.8,1136012.0,3934417.0,11074691.0,4382667.0,201107.0,653209.5,95916.48,239357.5,246400.2,849510.0,395901.4,933682.6,298610.5,832631.7,397877.2,8234097.0,826332.7,319198.7,0.000807,0.000298,0.000608,0.000687,0.000335,0.000291,0.000887,0.002556,0.002716,0.000268,0.000255,0.0006,0.00064,0.000485,0.0004,0.00459,0.001699,0.000725,Sulfate adenylyltransferase subunit 1 OS=Alteromonas sp. OX=232 GN=cysN PE=3 SV=1,0.000571,0.000438,0.002053,0.000374,0.001825,0.000998,0.161,0.77,0.085,3.6,0.258,4.88,0.127,2.67,Sulfate adenylyltransferase subunit 1 OS=Alteromonas sp. OX=232 GN=cysN PE=3 SV=1,,-0.3770696490798233,1.84799690655495,2.286881147788161,1.4168397419128291,0.161,0.085,0.258,0.127,,empty
A0A359K0D0,6,6,35.45872,TonB-dependent receptor OS=Alteromonas sp. OX=232 GN=DEH24_02850 PE=3 SV=1,1824178.0,7566167.0,8751366.0,5301023.0,17715679.0,2344030.0,10824966.0,7107845.0,24298515.0,37569493.0,14043374.0,42480011.0,4076135.0,4429585.0,13371312.0,2169618.0,8334081.0,3606597.0,3433301.0,6139250.0,11631061.0,4382403.0,3666910.0,9423164.0,29440470.0,1519924.0,1913342.0,0.003337,0.006897,0.016249,0.003491,0.008635,0.007175,0.029348,0.009805,0.002526,0.005894,0.00576,0.008789,0.009927,0.007123,0.009482,0.016413,0.003124,0.004346,TonB-dependent receptor OS=Alteromonas sp. OX=232 GN=DEH24_02850 PE=3 SV=1,0.008828,0.006434,0.013893,0.006814,0.011006,0.005433,0.276,0.73,0.352,1.57,0.092,1.62,0.415,0.8,TonB-dependent receptor OS=Alteromonas sp. OX=232 GN=DEH24_02850 PE=3 SV=1,DEH24_02850,-0.4540316308947075,0.6507645591169023,0.6959938131099002,-0.3219280948873623,0.276,0.352,0.092,0.415,,unresolved
