RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_light,Clust name_light,ClustID_ox,Clust name_ox,LLLO-CC-M061814.14_AV,MLLO-CC-M061814.13_AV,HLLO-CC-TS040514.18_AV,Average_light_Conditions
N/A,tlr0796,Energy metabolism,Photosynthesis,plastoquinol—plastocyanin reductase (cytochrome b6-f complex),plastoquinol—plastocyanin reductase cytochrome cn subunit PetB,petB,1,D,1,E,44524.71575,90556.41996,104279.5621,79786.89926
N/A,tlr0797,Energy metabolism,Photosynthesis,plastoquinol—plastocyanin reductase (cytochrome b6-f complex),cytochrome b6-f complex subunit IV PetD,petD,3,A,1,E,30912.19043,37687.24726,26875.37785,31824.93851
N/A,tlr0800,Nucleic acid metabolism,DNA replication_ recombination_ and repair,recFOR recombination pathway,ATP-dependent DNA helicase RecQ,recQ,4,C,3,G,572.7493469,197.8895893,238.7875158,336.475484
N/A,tlr0801,Unknown function,General,None,hypothetical protein,,3,A,4,H,1380.370487,1437.725823,936.7168389,1251.604383
N/A,tlr0803,Unknown function,Enzymes of unknown specificity,None,CbbY family protein,,1,D,3,G,1214.187825,1330.505743,2372.607875,1639.100481
N/A,tlr0805,Unknown function,General,None,hypothetical protein,,3,A,3,G,17091.78784,20099.97736,15756.36744,17649.37755
N/A,tlr0806,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,None,lysophosphatidic acid acyltransferase,,4,C,4,H,2959.733894,1833.155934,939.2654083,1910.718412
N/A,tlr0809,Nucleic acid metabolism,General,None,nucleoside triphosphate pyrophosphohydrolase MazG,mazG,2,B,3,G,955.8166086,372.8918042,795.4375043,708.048639
N/A,tlr0816,Transport and binding proteins,Cations and iron carrying compounds,None,cation transporting ATPase,,4,C,4,H,601.8387386,415.5811084,349.2750305,455.5649592
N/A,tlr0818,Unknown function,Enzymes of unknown specificity,None,deoxyhypusine synthase,,1,D,3,G,4642.455701,21047.82142,26765.42134,17485.23282
N/A,tlr0821,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,None,peptidyl-prolyl cis-trans isomerase PpiB,ppiB,1,D,3,G,8978.612082,12874.33146,14383.4309,12078.79148
N/A,tlr0822,Unknown function,General,None,pentapeptide repeat protein,,4,C,1,E,5430.870027,3417.003846,2995.446617,3947.773497
N/A,tlr0823,Unknown function,Enzymes of unknown specificity,None,GTP-binding domain protein,,4,C,4,H,1526.732966,734.4242303,532.1610439,931.1060802
N/A,tlr0828,Unknown function,General,None,hypothetical protein,,2,B,3,G,1802.550815,1204.294243,1562.160221,1523.001759
N/A,tlr0829,Transport and binding proteins,Unknown substrate,None,small-conductance mechanosensitive channel,,0,,0,,633.9804522,643.9682856,667.5789297,648.5092225
N/A,tlr0833,Regulatory functions,Protein interactions,ribosome activity modulation,light-repressed ribosomal subunit interface protein LrtA,lrtA,4,C,4,H,170989.442,96039.51245,43853.28224,103627.4122
N/A,tlr0837,Unknown function,General,manganese homeostasis,pentapeptide repeat-containing protein RfrA,rfrA,2,B,3,G,1309.057572,1049.040529,1307.448555,1221.848885
N/A,tlr0838,Prosthetic groups_ cofactors_ and carriers,Vitamin B6 metabolism,pyridoxal phosphate biosynthesis_ PdxA/PdxJ pathway,pyridoxine 5'-phosphate synthase PdxJ,pdxJ,1,D,3,G,266.124573,4089.111902,9516.87698,4624.037818
N/A,tlr0841,Unknown function,General,None,protein of unknown function DUF3038,,1,D,3,G,609.2445099,864.3708057,1471.665548,981.7602878
N/A,tlr0842,Unknown function,General,None,hypothetical protein,,1,D,3,G,659.8681939,4011.729202,5853.033614,3508.210337
N/A,tlr0843,Energy metabolism,Carbon fixation in prokaryotes,None,zinc-dependent gamma carbonic anhydrase CagA,cagA,1,D,3,G,444.7482358,3707.429202,2651.967454,2268.048298
N/A,tlr0844,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,1-acylglycerol-3-phosphate biosynthesis_ PlsX/Y pathway,glycerol-3-phosphate acyltransferase PlsX,plsX,1,D,3,G,642.3855349,9819.63334,16036.05742,8832.692097
N/A,tlr0845,Fatty acid and lipid metabolism,Biosynthesis,fatty acid biosynthesis_ elongation,3-oxoacyl-[acyl-carrier-protein] synthase III FabH,fabH,1,D,1,E,155.9954646,1174.921469,1122.423287,817.7800736
N/A,tlr0846,Cell structure_ growth_ and death,Cell division,SMC-ScpA-ScpB complex,segregation and condensation protein ScpB,scpB,0,,0,,50.05026441,101.1758702,84.79093324,78.67235596
N/A,tlr0849,Transport and binding proteins,Nucleosides_ purines and pyrimidines,competence-related DNA transformation transporter ,late competence development protein ComFB,comFB,1,D,3,G,2763.390273,4632.278898,5497.359162,4297.676111
N/A,tlr0850,Amino acid metabolism,Valine_ leucine and isoleucine metabolism,leucine biosynthesis from pyruvate and acetyl-CoA,(R)-citramalate synthase CimA,cimA,1,D,3,G,1750.743612,2606.412722,2826.032946,2394.396426
N/A,tlr0851,Amino acid metabolism,Cysteine and methionine metabolism,cysteine biosynthesis from serine,serine O-acetyltransferase CysE,cysE,1,D,4,H,5806.11177,11879.2474,13215.11183,10300.157
N/A,tlr0861,Translation,tRNA and rRNA base modification,tRNA modification factors,leucyl/phenylalanyl-tRNA--protein transferase Aat,aat,2,B,0,,108.0846663,107.01491,173.069696,129.3897574
N/A,tlr0862,Defense and invasion systems,Protein_ prosthetic group_ membrane repair,photosystem II repair,photosystem II repair protein Psb32,psb32,4,C,4,H,2094.134128,716.7403733,589.7253899,1133.533297
N/A,tlr0863,Unknown function,General,None,hypothetical protein,,2,B,3,G,219.8657933,197.5602074,566.4342748,327.9534252
N/A,tlr0870,Unknown function,General,None,hypothetical protein,,4,C,4,H,357.1579139,150.8064349,88.07875581,198.6810349
N/A,tlr0872,Unknown function,General,None,hypothetical protein,,4,C,3,G,1306.528297,631.3227307,602.9479718,846.9329998
N/A,tlr0873,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,None,small heat shock molecular chaperone HspA,hspA,3,A,3,G,12013.03444,15374.10216,11596.16966,12994.43542
N/A,tlr0878,Translation,Ribosomal proteins: synthesis and modification,Ribosome biogeneses GTPases,ribosome biogenesis GTPase Der,der,2,B,3,G,3036.419321,1884.091495,2582.721379,2501.077398
N/A,tlr0882,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,chorismate from erythrose-4P,shikimate kinase AroK,aroK,1,D,1,E,573.6268298,1348.2999,1314.826397,1078.917709
N/A,tlr0883,Unknown function,General,None,membrane protein of unknown function DUF4126,,3,A,0,,263.0227563,411.2253467,288.5799998,320.9427009
N/A,tlr0884,Unknown function,General,None,pentapeptide repeat protein,,2,B,3,G,1540.35498,1296.02584,1532.526072,1456.302297
N/A,tlr0890,Transport and binding proteins,Unknown substrate,None,ABC-type nitrate/sulfonate/bicarbonate transport system ATPase component,,1,D,0,,83.45793622,351.7258676,976.0420932,470.4086323
N/A,tlr0892,Transport and binding proteins,Unknown substrate,None,ABC-type nitrate/sulfonate/bicarbonate transport system ATPase component,,1,D,3,G,1636.326246,3219.979126,3715.668885,2857.324752
N/A,tlr0894,Unknown function,General,None,hypothetical protein,,1,D,3,G,161.7999706,285.7743954,524.1967415,323.9237025
N/A,tlr0896,Intracellular trafficking_ assembly_ and processing,Peptidases,None,membrane protein related to metalloendopeptidase,,3,A,2,F,5173.616135,7433.215561,4162.364603,5589.7321
N/A,tlr0897,Unknown function,General,None,hypothetical protein,,1,D,4,H,24843.11984,31162.36598,36480.06002,30828.51528
N/A,tlr0898,Prosthetic groups_ cofactors_ and carriers,Pantothenate and CoA biosynthesis,coenzyme A biosynthesis from pantothenate,dephospho-CoA kinase CoaE,coaE,4,C,4,H,844.9529912,415.1317152,158.6508866,472.9118643
N/A,tlr0900,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis upper pathway,cobaltochelatase subunit CobN,cobN,4,C,4,H,4017.780187,1658.508954,1589.05438,2421.781174
N/A,tlr0903,Unknown function,General,None,ABC-type export system membrane fusion component,,4,C,4,H,2299.774869,1789.760483,1400.914317,1830.149889
N/A,tlr0904,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase dehydrogenase subunit NdhF3,ndhF3,1,D,4,H,1134.739599,2716.781662,2217.696809,2023.07269
N/A,tlr0905,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhD3,ndhD3,1,D,4,H,1749.159099,2923.380591,2711.2536,2461.26443
N/A,tlr0906,Energy metabolism,Carbon fixation in prokaryotes,CO2 fixation,high-affinity CO2 hydration protein CupA,cupA,1,D,4,H,1699.04467,2476.737407,2917.875029,2364.552369
N/A,tlr0908,Metabolism of other amino acids and amines,Glutathione metabolism,glutathione biosynthesis,glutathione synthase GshB,gshB,1,D,4,H,766.1310781,1056.477119,1001.859542,941.4892463
N/A,tlr0909,Amino acid metabolism,Valine_ leucine and isoleucine metabolism,leucine and isoleucine biosynthesis from pyruvate and acetyl-CoA,3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit LeuC,leuC,1,D,3,G,2266.564787,2790.18894,5813.076214,3623.276647
N/A,tlr0910,Unknown function,General,None,hypothetical protein,,4,C,3,G,5876.347789,4654.026779,4276.071956,4935.482175
N/A,tlr0911,Signal transduction,General,light sensory transduction,class II cyanobacteriochrome,,3,A,4,H,1923.326428,1940.71791,1659.594955,1841.213098
N/A,tlr0917,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis from cob(II)yrinate diamide,cob(I)alamin adenosyltransferase,,1,D,3,G,2446.953683,5972.816313,9977.205833,6132.325276
N/A,tlr0924,Regulatory functions,Small molecule interactions,Sensory transduction: light,blue light-activated diguanylate cyclase SesA,sesA,4,C,4,H,18043.30809,5625.720939,3302.544017,8990.524348
N/A,tlr0926,Transport and binding proteins,Cofactors and prosthetic groups,glutathione upake system GsiABCD,ABC-type glutathione uptake system ATPase component GsiA,gsiA,1,D,3,G,440.2249949,918.1794688,920.3232907,759.5759181
N/A,tlr0927,Energy metabolism,Sulfur metabolism,PAPS to APS,3'(2')_ 5'-bisphosphate nucleotidase CysQ,cysQ,1,D,3,G,667.5013331,1929.999331,2394.521112,1664.007258
N/A,tlr0928,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,Sec protein export system,fused signal recognition particle receptor FtsY,ftsY,4,C,3,G,5895.637876,3988.31685,4439.051002,4774.335243
N/A,tlr0930,Amino acid metabolism,Lysine biosynthesis,lysine biosynthesis,bifunctional acetylornithine/N-succinyldiaminopimelate aminotransferase ArgD,argD,2,B,0,,172.9367779,155.6044878,217.0645407,181.8686021
N/A,tlr0936,Unknown function,General,None,hypothetical protein,,4,C,4,H,1206.540478,661.910514,618.7152489,829.0554137
N/A,tlr0937,Unknown function,General,None,YtxH-like protein,,2,B,3,G,539.7066515,559.4329967,977.8194155,692.3196879
N/A,tlr0938,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,MreBCD system,rod shape-determining protein MreB,mreB,1,D,3,G,1223.99011,5099.033581,5672.65721,3998.5603
N/A,tlr0939,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,MreBCD system,rod shape-determining protein MreC,mreC,1,D,4,H,589.4927528,2030.462804,1848.212762,1489.38944
N/A,tlr0940,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,MreBCD system,rod shape-determining protein MreD,mreD,1,D,0,,151.5277355,432.589948,374.839147,319.6522768
N/A,tlr0942,Translation,tRNA and rRNA base modification,23S rRNA modifcation,23S rRNA (uracil1939-C5)-methyltransferase RumA,rumA,1,D,3,G,283.4424286,442.7426536,701.5223209,475.9024677
N/A,tlr0949,Unknown function,General,None,hypothetical protein,,3,A,3,G,2268.454915,4340.328962,2914.74944,3174.511106
N/A,tlr0951,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,dTDP-L-rhamnose biosynthesis from dTDP-4-dehydro-L-rhamnose,dTDP-4-dehydrorhamnose reductase RmlD,rmlD,1,D,3,G,264.7649673,345.9309388,490.9936757,367.2298606
N/A,tlr0953,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,twin-arginine protein export system TatABCE,sec-independent protein translocase protein TatC,tatC,3,A,4,H,1742.874729,2126.866841,1838.238964,1902.660178
N/A,tlr0954,Cell structure_ growth_ and death,Microcompartments,CO2 fixation: microcompartment,carboxysome major structural protein CcmK3,ccmK3,1,D,3,G,4971.171196,13651.20491,17470.87546,12031.08386
N/A,tlr0959,Energy metabolism,Photosynthesis,plastoquinol—plastocyanin reductase (cytochrome b6-f complex),plastoquinol—plastocyanin reductase iron-sulfur subunit PetC,petC,1,D,1,E,30480.22352,47765.89227,49169.76895,42471.96158
N/A,tlr0960,Energy metabolism,Photosynthesis,plastoquinol—plastocyanin reductase (cytochrome b6-f complex),plastoquinol—plastocyanin reductase cytochrome f subunit PetA,petA,1,D,1,E,28137.47096,57009.29978,48198.68776,44448.48617
N/A,tlr0961,Translation,tRNA and rRNA base modification,tRNA modification factors - methyltransferases,tRNA modification GTPase MnmE,mnmE,4,C,4,H,3676.12301,2952.557118,2224.083317,2950.921148
N/A,tlr0962,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,lipopolysaccharide biosynthesis,ABC-type export system hybrid permease / ATPase,,1,D,0,,1517.120804,1615.805982,1595.125546,1576.017444
N/A,tlr0963,Cell structure_ growth_ and death,Cell division,MinCDE system,cell division inhibitor minD,minD,1,D,3,G,956.1597253,1969.308235,1934.07596,1619.847973
N/A,tlr0965,Unknown function,General,None,hypothetical protein,,4,C,2,F,7526.995404,3049.256706,2464.837354,4347.029821
N/A,tlr0966,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,Calvin-Benson cycle_ Embden-Meyerhof pathway,triosephosphate isomerase TpiA,tpiA,1,D,3,G,942.2913836,3226.241833,7594.573535,3921.035584
N/A,tlr0967,Unknown function,General,None,tetratricopeptide repeat domain protein,,3,A,4,H,32496.40728,56497.34344,29792.43548,39595.3954
N/A,tlr0969,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan biosynthesis,membrane-bound lytic transglycosylase A MltA,mltA,4,C,4,H,4185.512474,2426.325317,1473.216358,2695.018049
N/A,tlr0973,Unknown function,Enzymes of unknown specificity,None,pectinesterase family protein,,3,A,2,F,3222.62435,3328.340776,3082.27744,3211.080855
N/A,tlr0974,Unknown function,General,None,VWA domain protein,,4,C,3,G,10445.92412,10125.23339,8922.400956,9831.186155
N/A,tlr0975,Unknown function,General,None,uncharacterized protein,,4,C,3,G,5854.535454,4283.176956,4351.608545,4829.773652
N/A,tlr0976,Regulatory functions,Protein interactions,serine/threonine protein kinases,serine/threonine protein kinase,,4,C,4,H,3290.811363,1718.554237,1196.656517,2068.674039
N/A,tlr0977,Unknown function,General,None,hypothetical protein,,3,A,3,G,5114.025189,10188.35774,6897.65211,7400.01168
N/A,tlr0979,Energy metabolism,Oxidative phosphorylation,TCA cycle,succinate dehydrogenase cytochrome b556 subunit SdhC,sdhC,1,D,3,G,1760.346922,3645.976548,3487.652211,2964.658561
N/A,tlr0981,Energy metabolism,Nitrogen metabolism,urease,urease gamma subunit UreA,ureA,1,D,3,G,782.8249353,1918.153352,1996.887939,1565.955409
N/A,tlr0982,Amino acid metabolism,Glycine_ serine and threonine metabolism,threonine biosynthesis from homoserine,threonine synthase ThrCII,thrCII,1,D,3,G,5391.487099,35038.93265,26523.92732,22318.11569
N/A,tlr0984,Unknown function,Enzymes of unknown specificity,None,transglutaminase-like domain-containing protein,,4,C,4,H,2490.132772,1975.057808,2132.63834,2199.276307
N/A,tlr0996,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,IPP biosynthesis via deoxyxylulose,(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG,ispG,1,D,1,E,6139.440283,19329.48841,16801.25155,14090.06008
N/A,tlr0997,Unknown function,General,Cell cycle regulation,histidine triad nucleotide-binding protein,,1,D,1,E,5961.349072,13818.5751,12110.27484,10630.06634
N/A,tlr0998,Mobile and extrachromosomal element functions,Selfish genetic elements,group II intron,retron-type reverse transcriptase,,1,D,0,,148.5886777,221.215605,319.0390476,229.6144435
N/A,tlr0999,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel4 transposase TnpA_ISTel4,tnpA_ISTel4,2,B,4,H,561.8055081,524.3401101,1006.892334,697.6793175
N/A,tlr1001,None,None,None,None,None,4,C,4,H,364.8588069,87.87407119,72.15577765,174.9628853
N/A,tlr1004,Unknown function,General,None,hypothetical protein,,4,C,4,H,4255.578349,948.0566715,244.8809416,1816.171987
N/A,tlr1005,Unknown function,Enzymes of unknown specificity,None,GTPase of unknown function DUF697,,4,C,4,H,533.5303512,230.0122873,294.8469001,352.7965129
N/A,tlr1006,Unknown function,General,None,hypothetical protein,,4,C,4,H,7662.670248,5848.593601,4330.821821,5947.36189
N/A,tlr1007,Unknown function,General,None,hypothetical protein,,3,A,1,E,18181.84116,20456.52589,12116.1335,16918.16685
N/A,tlr1014,Unknown function,General,None,hypothetical protein,,3,A,2,F,761.1055088,1785.836743,843.8722328,1130.271495
N/A,tlr1018,Regulatory functions,DNA interactions,zinc homeostasis,Zn(II)-responsive transcriptional repressor of zinc resistance SmtB,smtB,4,C,4,H,731.7816837,694.6919732,590.4004246,672.2913605
N/A,tlr1032,Unknown function,General,None,hypothetical protein,,4,C,4,H,3590.340356,2416.829734,2377.889734,2795.019941
N/A,tlr1036,Unknown function,General,None,beta-helix repeat protein,,4,C,2,F,8018.042959,3283.894108,3067.200286,4789.712451
N/A,tlr1038,Unknown function,General,None,hypothetical protein,,4,C,1,E,7939.985349,7199.689659,6070.943061,7070.206023
N/A,tlr1040,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,IPP biosynthesis via deoxyxylulose,1-deoxy-D-xylulose-5-phosphate reductoisomerase Dxr,dxr,1,D,3,G,1821.495325,3741.222072,5372.968719,3645.228705
N/A,tlr1041,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,IPP biosynthesis via deoxyxylulose,4-hydroxy-3-methylbut-2-enyl diphosphate reductase IspH,ispH,1,D,3,G,3426.165822,10782.41573,10465.88108,8224.820878
N/A,tlr1045,Intracellular trafficking_ assembly_ and processing,Peptidases,None,family S33 protease,,2,B,3,G,307.3192812,318.3406003,738.7813266,454.8137361
