RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_ox,Clust name_ox,HLLO-CC-TS040514.18_AV,HLMO-CC-TS040514.19_AV,HLHO-CC-TS040514.20_AV,Average_ox_Conditions,resolved_locus_tag,resolution_method
,tlr0829,Transport and binding proteins,Unknown substrate,,small-conductance mechanosensitive channel,,0,,667.5789297,641.6640096,665.2332723,658.1587372,tlr0829,locus_tag:NCBI Locus Tag
,tlr0833,Regulatory functions,Protein interactions,ribosome activity modulation,light-repressed ribosomal subunit interface protein LrtA,lrtA,4,H,43853.28224,62077.04666,70130.11016,58686.81302,tlr0833,locus_tag:NCBI Locus Tag
,tlr0837,Unknown function,General,manganese homeostasis,pentapeptide repeat-containing protein RfrA,rfrA,3,G,1307.448555,1209.5942,988.571813,1168.538189,tlr0837,locus_tag:NCBI Locus Tag
,tlr0838,Prosthetic groups_ cofactors_ and carriers,Vitamin B6 metabolism,pyridoxal phosphate biosynthesis_ PdxA/PdxJ pathway,pyridoxine 5'-phosphate synthase PdxJ,pdxJ,3,G,9516.87698,7426.564323,5461.759994,7468.400432,tlr0838,locus_tag:NCBI Locus Tag
,tlr0841,Unknown function,General,,protein of unknown function DUF3038,,3,G,1471.665548,1062.471659,769.4237034,1101.18697,tlr0841,locus_tag:NCBI Locus Tag
,tlr0842,Unknown function,General,,hypothetical protein,,3,G,5853.033614,4677.130145,3652.047837,4727.403865,tlr0842,locus_tag:NCBI Locus Tag
,tlr0843,Energy metabolism,Carbon fixation in prokaryotes,,zinc-dependent gamma carbonic anhydrase CagA,cagA,3,G,2651.967454,2506.82334,2534.401075,2564.39729,tlr0843,locus_tag:NCBI Locus Tag
,tlr0844,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,1-acylglycerol-3-phosphate biosynthesis_ PlsX/Y pathway,glycerol-3-phosphate acyltransferase PlsX,plsX,3,G,16036.05742,15567.1109,11847.45823,14483.54218,tlr0844,locus_tag:NCBI Locus Tag
,tlr0845,Fatty acid and lipid metabolism,Biosynthesis,fatty acid biosynthesis_ elongation,3-oxoacyl-[acyl-carrier-protein] synthase III FabH,fabH,1,E,1122.423287,1227.106173,1176.688939,1175.406133,tlr0845,locus_tag:NCBI Locus Tag
,tlr0846,Cell structure_ growth_ and death,Cell division,SMC-ScpA-ScpB complex,segregation and condensation protein ScpB,scpB,0,,84.79093324,70.11472073,109.5372627,88.14763891,tlr0846,locus_tag:NCBI Locus Tag
,tlr0849,Transport and binding proteins,Nucleosides_ purines and pyrimidines,competence-related DNA transformation transporter ,late competence development protein ComFB,comFB,3,G,5497.359162,4850.261452,4392.784504,4913.468373,tlr0849,locus_tag:NCBI Locus Tag
,tlr0850,Amino acid metabolism,Valine_ leucine and isoleucine metabolism,leucine biosynthesis from pyruvate and acetyl-CoA,(R)-citramalate synthase CimA,cimA,3,G,2826.032946,2638.258857,2346.258358,2603.51672,tlr0850,locus_tag:NCBI Locus Tag
,tlr0851,Amino acid metabolism,Cysteine and methionine metabolism,cysteine biosynthesis from serine,serine O-acetyltransferase CysE,cysE,4,H,13215.11183,13775.04984,15885.64608,14291.93591,tlr0851,locus_tag:NCBI Locus Tag
,tlr0861,Translation,tRNA and rRNA base modification,tRNA modification factors,leucyl/phenylalanyl-tRNA--protein transferase Aat,aat,0,,173.069696,144.0382677,137.6179917,151.5753184,tlr0861,locus_tag:NCBI Locus Tag
,tlr0862,Defense and invasion systems,Protein_ prosthetic group_ membrane repair,photosystem II repair,photosystem II repair protein Psb32,psb32,4,H,589.7253899,636.8572266,917.9702239,714.8509468,tlr0862,locus_tag:NCBI Locus Tag
,tlr0863,Unknown function,General,,hypothetical protein,,3,G,566.4342748,325.4113056,278.3483158,390.064632,tlr0863,locus_tag:NCBI Locus Tag
,tlr0870,Unknown function,General,,hypothetical protein,,4,H,88.07875581,140.1406152,179.7183811,135.9792507,tlr0870,locus_tag:NCBI Locus Tag
,tlr0872,Unknown function,General,,hypothetical protein,,3,G,602.9479718,567.1078431,474.9031973,548.3196707,tlr0872,locus_tag:NCBI Locus Tag
,tlr0873,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,,small heat shock molecular chaperone HspA,hspA,3,G,11596.16966,9586.142553,8716.539244,9966.28382,tlr0873,locus_tag:NCBI Locus Tag
,tlr0878,Translation,Ribosomal proteins: synthesis and modification,Ribosome biogeneses GTPases,ribosome biogenesis GTPase Der,der,3,G,2582.721379,2492.023631,2498.847209,2524.53074,tlr0878,locus_tag:NCBI Locus Tag
,tlr0882,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,chorismate from erythrose-4P,shikimate kinase AroK,aroK,1,E,1314.826397,1367.055959,1319.609611,1333.830656,tlr0882,locus_tag:NCBI Locus Tag
,tlr0883,Unknown function,General,,membrane protein of unknown function DUF4126,,0,,288.5799998,272.7851791,312.656684,291.340621,tlr0883,locus_tag:NCBI Locus Tag
,tlr0884,Unknown function,General,,pentapeptide repeat protein,,3,G,1532.526072,1300.405471,1153.053539,1328.661694,tlr0884,locus_tag:NCBI Locus Tag
,tlr0890,Transport and binding proteins,Unknown substrate,,ABC-type nitrate/sulfonate/bicarbonate transport system ATPase component,,0,,976.0420932,958.4072959,980.2204768,971.5566219,,unresolved
,tlr0892,Transport and binding proteins,Unknown substrate,,ABC-type nitrate/sulfonate/bicarbonate transport system ATPase component,,3,G,3715.668885,3348.541116,2856.053561,3306.754521,tlr0892,locus_tag:NCBI Locus Tag
,tlr0894,Unknown function,General,,hypothetical protein,,3,G,524.1967415,444.6813644,359.9733256,442.9504772,tlr0894,locus_tag:NCBI Locus Tag
,tlr0896,Intracellular trafficking_ assembly_ and processing,Peptidases,,membrane protein related to metalloendopeptidase,,2,F,4162.364603,3733.350523,4125.372626,4007.029251,tlr0896,locus_tag:NCBI Locus Tag
,tlr0897,Unknown function,General,,hypothetical protein,,4,H,36480.06002,36398.84264,40186.77433,37688.55899,tlr0897,locus_tag:NCBI Locus Tag
,tlr0898,Prosthetic groups_ cofactors_ and carriers,Pantothenate and CoA biosynthesis,coenzyme A biosynthesis from pantothenate,dephospho-CoA kinase CoaE,coaE,4,H,158.6508866,207.6304076,390.9335226,252.4049389,tlr0898,locus_tag:NCBI Locus Tag
,tlr0900,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis upper pathway,cobaltochelatase subunit CobN,cobN,4,H,1589.05438,1607.081889,1653.213415,1616.449895,tlr0900,locus_tag:NCBI Locus Tag
,tlr0903,Unknown function,General,,ABC-type export system membrane fusion component,,4,H,1400.914317,1568.303356,2194.175319,1721.130997,tlr0903,locus_tag:NCBI Locus Tag
,tlr0904,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase dehydrogenase subunit NdhF3,ndhF3,4,H,2217.696809,3823.355738,3659.863666,3233.638738,tlr0904,locus_tag:NCBI Locus Tag
,tlr0905,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhD3,ndhD3,4,H,2711.2536,4235.954687,3996.128413,3647.7789,tlr0905,locus_tag:NCBI Locus Tag
,tlr0906,Energy metabolism,Carbon fixation in prokaryotes,CO2 fixation,high-affinity CO2 hydration protein CupA,cupA,4,H,2917.875029,3704.62079,3458.30967,3360.268496,tlr0906,locus_tag:NCBI Locus Tag
,tlr0908,Metabolism of other amino acids and amines,Glutathione metabolism,glutathione biosynthesis,glutathione synthase GshB,gshB,4,H,1001.859542,1275.540338,1406.808166,1228.069349,tlr0908,locus_tag:NCBI Locus Tag
,tlr0909,Amino acid metabolism,Valine_ leucine and isoleucine metabolism,leucine and isoleucine biosynthesis from pyruvate and acetyl-CoA,3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit LeuC,leuC,3,G,5813.076214,4385.851338,3402.400128,4533.775894,tlr0909,locus_tag:NCBI Locus Tag
,tlr0910,Unknown function,General,,hypothetical protein,,3,G,4276.071956,3378.744325,3451.301703,3702.039328,tlr0910,locus_tag:NCBI Locus Tag
,tlr0911,Signal transduction,General,light sensory transduction,class II cyanobacteriochrome,,4,H,1659.594955,1641.171271,1900.430318,1733.732181,tlr0911,locus_tag:NCBI Locus Tag
,tlr0917,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis from cob(II)yrinate diamide,cob(I)alamin adenosyltransferase,,3,G,9977.205833,8360.035427,8581.064298,8972.768519,tlr0917,locus_tag:NCBI Locus Tag
,tlr0924,Regulatory functions,Small molecule interactions,Sensory transduction: light,blue light-activated diguanylate cyclase SesA,sesA,4,H,3302.544017,3524.955523,3996.038906,3607.846149,tlr0924,locus_tag:NCBI Locus Tag
,tlr0926,Transport and binding proteins,Cofactors and prosthetic groups,glutathione upake system GsiABCD,ABC-type glutathione uptake system ATPase component GsiA,gsiA,3,G,920.3232907,952.8655947,748.5283553,873.9057469,tlr0926,locus_tag:NCBI Locus Tag
,tlr0927,Energy metabolism,Sulfur metabolism,PAPS to APS,3'(2')_ 5'-bisphosphate nucleotidase CysQ,cysQ,3,G,2394.521112,2253.809176,1948.575316,2198.968535,tlr0927,locus_tag:NCBI Locus Tag
,tlr0928,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,Sec protein export system,fused signal recognition particle receptor FtsY,ftsY,3,G,4439.051002,4266.693871,3956.834421,4220.859765,tlr0928,locus_tag:NCBI Locus Tag
,tlr0930,Amino acid metabolism,Lysine biosynthesis,lysine biosynthesis,bifunctional acetylornithine/N-succinyldiaminopimelate aminotransferase ArgD,argD,0,,217.0645407,185.0995312,198.2616561,200.1419093,tlr1328,multi:gene
,tlr0936,Unknown function,General,,hypothetical protein,,4,H,618.7152489,657.895122,956.6941997,744.4348569,tlr0936,locus_tag:NCBI Locus Tag
,tlr0937,Unknown function,General,,YtxH-like protein,,3,G,977.8194155,949.7122523,812.8476518,913.4597732,tlr0937,locus_tag:NCBI Locus Tag
,tlr0938,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,MreBCD system,rod shape-determining protein MreB,mreB,3,G,5672.65721,5449.220994,4431.529696,5184.4693,tlr0938,locus_tag:NCBI Locus Tag
,tlr0939,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,MreBCD system,rod shape-determining protein MreC,mreC,4,H,1848.212762,2079.334768,2005.218626,1977.588719,tlr0939,locus_tag:NCBI Locus Tag
,tlr0940,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,MreBCD system,rod shape-determining protein MreD,mreD,0,,374.839147,365.0992829,410.7022686,383.5468995,tlr0940,locus_tag:NCBI Locus Tag
,tlr0942,Translation,tRNA and rRNA base modification,23S rRNA modifcation,23S rRNA (uracil1939-C5)-methyltransferase RumA,rumA,3,G,701.5223209,598.3817539,541.7049171,613.869664,tlr0942,locus_tag:NCBI Locus Tag
,tlr0949,Unknown function,General,,hypothetical protein,,3,G,2914.74944,2804.731232,2718.119388,2812.533353,tlr0949,locus_tag:NCBI Locus Tag
,tlr0951,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,dTDP-L-rhamnose biosynthesis from dTDP-4-dehydro-L-rhamnose,dTDP-4-dehydrorhamnose reductase RmlD,rmlD,3,G,490.9936757,499.8735064,398.9849966,463.2840596,tlr0951,locus_tag:NCBI Locus Tag
,tlr0953,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,twin-arginine protein export system TatABCE,sec-independent protein translocase protein TatC,tatC,4,H,1838.238964,2112.742882,2301.030756,2084.0042,tlr0953,locus_tag:NCBI Locus Tag
,tlr0954,Cell structure_ growth_ and death,Microcompartments,CO2 fixation: microcompartment,carboxysome major structural protein CcmK3,ccmK3,3,G,17470.87546,13004.10327,11339.85958,13938.27944,tlr0954,locus_tag:NCBI Locus Tag
,tlr0959,Energy metabolism,Photosynthesis,plastoquinol—plastocyanin reductase (cytochrome b6-f complex),plastoquinol—plastocyanin reductase iron-sulfur subunit PetC,petC,1,E,49169.76895,58646.48028,46192.72932,51336.32618,tlr0959,locus_tag:NCBI Locus Tag
,tlr0960,Energy metabolism,Photosynthesis,plastoquinol—plastocyanin reductase (cytochrome b6-f complex),plastoquinol—plastocyanin reductase cytochrome f subunit PetA,petA,1,E,48198.68776,56901.31017,52325.78686,52475.2616,tlr0960,locus_tag:NCBI Locus Tag
,tlr0961,Translation,tRNA and rRNA base modification,tRNA modification factors - methyltransferases,tRNA modification GTPase MnmE,mnmE,4,H,2224.083317,2968.238739,2898.814883,2697.045646,tlr0961,locus_tag:NCBI Locus Tag
,tlr0962,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,lipopolysaccharide biosynthesis,ABC-type export system hybrid permease / ATPase,,0,,1595.125546,1629.943147,1611.030588,1612.033093,tlr0962,locus_tag:NCBI Locus Tag
,tlr0963,Cell structure_ growth_ and death,Cell division,MinCDE system,cell division inhibitor minD,minD,3,G,1934.07596,1798.209366,1551.079821,1761.121715,tlr0963,locus_tag:NCBI Locus Tag
,tlr0965,Unknown function,General,,hypothetical protein,,2,F,2464.837354,2373.647861,2724.832028,2521.105747,tlr0965,locus_tag:NCBI Locus Tag
,tlr0966,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,Calvin-Benson cycle_ Embden-Meyerhof pathway,triosephosphate isomerase TpiA,tpiA,3,G,7594.573535,5128.294071,3498.300376,5407.055994,tlr0966,locus_tag:NCBI Locus Tag
,tlr0967,Unknown function,General,,tetratricopeptide repeat domain protein,,4,H,29792.43548,39825.15208,60289.12907,43302.23888,tlr0967,locus_tag:NCBI Locus Tag
,tlr0969,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan biosynthesis,membrane-bound lytic transglycosylase A MltA,mltA,4,H,1473.216358,1830.956786,2055.84657,1786.673238,tlr0969,locus_tag:NCBI Locus Tag
,tlr0973,Unknown function,Enzymes of unknown specificity,,pectinesterase family protein,,2,F,3082.27744,2787.430977,3078.252116,2982.653511,tlr0973,locus_tag:NCBI Locus Tag
,tlr0974,Unknown function,General,,VWA domain protein,,3,G,8922.400956,9012.717299,7979.601747,8638.24,tlr0974,locus_tag:NCBI Locus Tag
,tlr0975,Unknown function,General,,uncharacterized protein,,3,G,4351.608545,4308.668609,4248.505341,4302.927498,tlr0975,locus_tag:NCBI Locus Tag
,tlr0976,Regulatory functions,Protein interactions,serine/threonine protein kinases,serine/threonine protein kinase,,4,H,1196.656517,1188.315718,1443.778953,1276.250396,tlr0976,locus_tag:NCBI Locus Tag
,tlr0977,Unknown function,General,,hypothetical protein,,3,G,6897.65211,6373.445045,6275.060256,6515.385804,tlr0977,locus_tag:NCBI Locus Tag
,tlr0979,Energy metabolism,Oxidative phosphorylation,TCA cycle,succinate dehydrogenase cytochrome b556 subunit SdhC,sdhC,3,G,3487.652211,3239.938277,3055.21358,3260.934689,tlr0979,locus_tag:NCBI Locus Tag
,tlr0981,Energy metabolism,Nitrogen metabolism,urease,urease gamma subunit UreA,ureA,3,G,1996.887939,1611.77117,1655.803099,1754.820736,tlr0981,locus_tag:NCBI Locus Tag
,tlr0982,Amino acid metabolism,Glycine_ serine and threonine metabolism,threonine biosynthesis from homoserine,threonine synthase ThrCII,thrCII,3,G,26523.92732,24852.3499,18231.95557,23202.74426,tlr0982,locus_tag:NCBI Locus Tag
,tlr0984,Unknown function,Enzymes of unknown specificity,,transglutaminase-like domain-containing protein,,4,H,2132.63834,2224.382231,2370.951977,2242.657516,tlr0984,locus_tag:NCBI Locus Tag
,tlr0996,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,IPP biosynthesis via deoxyxylulose,(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG,ispG,1,E,16801.25155,19207.58514,15889.61796,17299.48488,tlr0996,locus_tag:NCBI Locus Tag
,tlr0997,Unknown function,General,Cell cycle regulation,histidine triad nucleotide-binding protein,,1,E,12110.27484,12587.44694,11098.49679,11932.07286,tlr0997,locus_tag:NCBI Locus Tag
,tlr0998,Mobile and extrachromosomal element functions,Selfish genetic elements,group II intron,retron-type reverse transcriptase,,0,,319.0390476,315.7277169,314.7950311,316.5205985,,unresolved
,tlr0999,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel4 transposase TnpA_ISTel4,tnpA_ISTel4,4,H,1006.892334,984.3662709,1251.921171,1081.059925,,unresolved
,tlr1001,,,,,,4,H,72.15577765,77.1293202,129.2212751,92.83545766,,unresolved
,tlr1004,Unknown function,General,,hypothetical protein,,4,H,244.8809416,467.773741,867.1390303,526.5979043,tlr1004,locus_tag:NCBI Locus Tag
,tlr1005,Unknown function,Enzymes of unknown specificity,,GTPase of unknown function DUF697,,4,H,294.8469001,307.5554671,389.2510233,330.5511302,tlr1005,locus_tag:NCBI Locus Tag
,tlr1006,Unknown function,General,,hypothetical protein,,4,H,4330.821821,5324.876164,5718.411822,5124.703269,tlr1006,locus_tag:NCBI Locus Tag
,tlr1007,Unknown function,General,,hypothetical protein,,1,E,12116.1335,15054.55676,12937.26087,13369.31705,tlr1007,locus_tag:NCBI Locus Tag
,tlr1014,Unknown function,General,,hypothetical protein,,2,F,843.8722328,663.458135,713.4432329,740.2578669,tlr1014,locus_tag:NCBI Locus Tag
,tlr1018,Regulatory functions,DNA interactions,zinc homeostasis,Zn(II)-responsive transcriptional repressor of zinc resistance SmtB,smtB,4,H,590.4004246,579.7549674,908.7729305,692.9761075,tlr1018,locus_tag:NCBI Locus Tag
,tlr1032,Unknown function,General,,hypothetical protein,,4,H,2377.889734,2599.44496,2587.256221,2521.530305,tlr1032,locus_tag:NCBI Locus Tag
,tlr1036,Unknown function,General,,beta-helix repeat protein,,2,F,3067.200286,2941.325797,3254.218999,3087.581694,tlr1036,locus_tag:NCBI Locus Tag
,tlr1038,Unknown function,General,,hypothetical protein,,1,E,6070.943061,6566.147434,5658.641853,6098.577449,tlr1038,locus_tag:NCBI Locus Tag
,tlr1040,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,IPP biosynthesis via deoxyxylulose,1-deoxy-D-xylulose-5-phosphate reductoisomerase Dxr,dxr,3,G,5372.968719,4701.573452,3358.815744,4477.785972,tlr1040,locus_tag:NCBI Locus Tag
,tlr1041,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,IPP biosynthesis via deoxyxylulose,4-hydroxy-3-methylbut-2-enyl diphosphate reductase IspH,ispH,3,G,10465.88108,9886.050221,8627.491653,9659.807652,tlr1041,locus_tag:NCBI Locus Tag
,tlr1045,Intracellular trafficking_ assembly_ and processing,Peptidases,,family S33 protease,,3,G,738.7813266,670.8715068,612.963385,674.2054062,tlr1045,locus_tag:NCBI Locus Tag
,tlr1046,Transport and binding proteins,Amino acids_ peptides and amines,glutamate salvage,Na:glutamate symporter GltS,gltS,3,G,843.8883834,825.4342417,685.1628354,784.8284868,tlr1046,locus_tag:NCBI Locus Tag
,tlr1047,Carbohydrate metabolism,Starch and sucrose metabolism,sucrose biosynthesis,sucrose-phosphate synthase SpsA,spsA,3,G,3003.747348,2491.178346,2278.477179,2591.134291,tlr1047,locus_tag:NCBI Locus Tag
,tlr1050,Energy metabolism,Photosynthesis,photosystem I biogenesis,iron starvation-induced chlorophyll a(b) binding protein IsiA,isiA,4,H,431.3063066,459.8878988,515.6695456,468.9545837,tlr1050,locus_tag:NCBI Locus Tag
,tlr1053,Translation,tRNA and rRNA base modification,,rRNA small subunit methyltransferase RsmD,rsmD,4,H,309.0783893,595.6801672,1067.543209,657.4339219,tlr1053,locus_tag:NCBI Locus Tag
,tlr1054,Defense and invasion systems,Detoxification and inactivation,methylglyoxal detoxification,methylglyoxal reductase SakR1,sakR1,4,H,1295.437767,1567.391049,1994.79651,1619.208442,tlr1054,locus_tag:NCBI Locus Tag
,tlr1056,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis upper pathway,precorrin-6A reductase CobK,cobK,0,,73.33162628,59.70880774,61.44561805,64.82868402,tlr1056,locus_tag:NCBI Locus Tag
