gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,position_merge_note,ec_numbers
BL107_RS00130,,BL107_RS00130,BL107_04934,Protein Homology,22749.0,23297.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359166.1,hypothetical protein,WP_232192706.1,,,,,BL107_04934,22749.0,23228.0,-,CK_Syn_BL107_04934,BL107_04934,,CK_00045923,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
BL107_RS00135,,BL107_RS00135,BL107_04939,Protein Homology,23260.0,23700.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359165.1,SRPBCC family protein,WP_009788217.1,,,,,BL107_04939,23260.0,23700.0,-,CK_Syn_BL107_04939,BL107_04939,,CK_00000207,D.8,Toxin production and resistance,"COG5637,bactNOG22857,bactNOG25305,cyaNOG00290","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,polyketide cyclase / aromatase,"PF03364,IPR005031,IPR023393","Polyketide cyclase / dehydrase and lipid transport,Coenzyme Q-binding protein COQ10%2C START domain,START-like domain superfamily",96,Cellular processes / Detoxification,,
zds,zds,BL107_RS00140,BL107_04944,Protein Homology,23701.0,25167.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011365287.1,9%2C9'-di-cis-zeta-carotene desaturase,WP_009788218.1,"GO:0016117,GO:0016719",,9%2C9'-di-cis-zeta-carotene desaturase activity|0016719||IEA,carotenoid biosynthetic process|0016117||IEA,BL107_04944,23701.0,25167.0,-,CK_Syn_BL107_04944,crtQ,"GO:0016117,GO:0016719",CK_00000208,B.5.1,Carotenoids,"COG3349,bactNOG05258,bactNOG10806,bactNOG94988,cyaNOG00492","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: METABOLISM [I] Lipid transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: METABOLISM [I] Lipid transport and metabolism",1.3.5.6,9%2C9'-dicis-zeta-carotene desaturase%3B zeta-carotene desaturase%3B ZDS,"carotenoid biosynthetic process,carotenoid biosynthetic process,carotene 7%2C8-desaturase activity",9%2C9'-di-cis-zeta-carotene desaturase,"TIGR02732,PF01593,IPR002937,IPR014103","9%2C9'-di-cis-zeta-carotene desaturase,Flavin containing amine oxidoreductase,Amine oxidase,Zeta-carotene desaturase",76,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Other,,1.3.5.6
BL107_RS00145,,BL107_RS00145,BL107_04949,Protein Homology,25238.0,25630.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011934113.1,iron-sulfur cluster assembly accessory protein,WP_009788219.1,,,,,BL107_04949,25238.0,25630.0,+,CK_Syn_BL107_04949,iscA,"GO:0050821,GO:0016226,GO:0005198,GO:0051536",CK_00000209,K.3,tRNA and rRNA base modification,"COG0316,bactNOG49486,bactNOG27442,cyaNOG06717,cyaNOG02976","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"protein stabilization,iron-sulfur cluster assembly,protein stabilization,iron-sulfur cluster assembly,structural molecule activity,iron-sulfur cluster binding",iron-sulfur cluster complex assembly protein IscA,"TIGR00049,PF01521,PS01152,IPR016092,IPR031108,IPR000361,IPR017870","iron-sulfur cluster assembly accessory protein,Iron-sulphur cluster biosynthesis,Hypothetical hesB/yadR/yfhF family signature.,FeS cluster insertion protein,Description not found.,FeS cluster biogenesis,FeS cluster insertion%2C C-terminal%2C conserved site",168,Protein synthesis / tRNA and rRNA base modification,,
BL107_RS00150,,BL107_RS00150,BL107_04954,Protein Homology,25687.0,26106.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009788220.1,hypothetical protein,WP_009788220.1,,,,,BL107_04954,25687.0,26106.0,+,CK_Syn_BL107_04954,BL107_04954,GO:0005515,CK_00000210,R.2,Conserved hypothetical proteins,"COG0457,NOG13101,bactNOG65037,bactNOG23236,cyaNOG06710,cyaNOG02930","COG: POORLY CHARACTERIZED [R] General function prediction only,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,protein binding,tetratricopeptide repeat family protein,IPR011990,Tetratricopeptide-like helical domain superfamily,156,Hypothetical proteins / Conserved,,
BL107_RS12810,,BL107_RS12810,BL107_04959,Protein Homology,26193.0,26351.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009788221.1,hypothetical protein,WP_198002369.1,,,,,BL107_04959,26184.0,26351.0,+,CK_Syn_BL107_04959,BL107_04959,,CK_00003107,,,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
BL107_RS00155,,BL107_RS00155,BL107_04964,Protein Homology,26352.0,27533.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009788222.1,lipid-A-disaccharide synthase-related protein,WP_009788222.1,,,,,BL107_04964,26352.0,27533.0,+,CK_Syn_BL107_04964,BL107_04964,,CK_00000211,,,"COG4370,bactNOG59558,cyaNOG01345","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"TIGR03492,IPR019994","conserved hypothetical protein,Conserved hypothetical protein CHP03492",156,Hypothetical proteins / Conserved,,
BL107_RS00160,,BL107_RS00160,BL107_04969,Protein Homology,27530.0,27802.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009788223.1,hypothetical protein,WP_009788223.1,,,,,BL107_04969,27530.0,27802.0,+,CK_Syn_BL107_04969,BL107_04969,,CK_00051693,,,,,,,,conserved hypothetical protein,,,,,,
BL107_RS00165,,BL107_RS00165,BL107_04974,Protein Homology,27750.0,28679.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359159.1,TIGR01777 family oxidoreductase,WP_009788224.1,GO:0003824,,catalytic activity|0003824||IEA,,BL107_04974,27750.0,28679.0,-,CK_Syn_BL107_04974,sulA,GO:0051301,CK_00000212,D.2,Cell division,"COG1090,bactNOG03706,cyaNOG05430,cyaNOG01636","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,cell division,cell division inhibitor,"TIGR01777,PF13460,PF08338,IPR013549,IPR010099","TIGR01777 family protein,NAD(P)H-binding,Domain of unknown function (DUF1731),Domain of unknown function DUF1731,Epimerase family protein SDR39U1",93,Cellular processes / Cell division,,
BL107_RS00170,,BL107_RS00170,BL107_04979,Protein Homology,28707.0,29687.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009788225.1,cation:proton antiporter,WP_009788225.1,"GO:0006812,GO:0055085,GO:1902600,GO:0015297,GO:0016020",membrane|0016020||IEA,antiporter activity|0015297||IEA,"monoatomic cation transport|0006812||IEA,transmembrane transport|0055085||IEA,proton transmembrane transport|1902600||IEA",BL107_04979,28707.0,29687.0,-,CK_Syn_BL107_04979,BL107_04979,"GO:0006812,GO:0006813,GO:0055085,GO:0005451,GO:0015299,GO:0016021",CK_00044675,Q.4,Cations and iron carrying compounds,,,,,"cation transport,potassium ion transport,transmembrane transport,cation transport,potassium ion transport,transmembrane transport,monovalent cation:proton antiporter activity,solute:proton antiporter activity,cation transport,potassium ion transport,transmembrane transport,monovalent cation:proton antiporter activity,solute:proton antiporter activity,integral component of membrane",sodium/hydrogen exchanger%2C NhaP family,"PF00999,IPR006153,IPR030151,IPR038770","Sodium/hydrogen exchanger family,Cation/H+ exchanger,K(+)/H(+) antiporter NhaP,Sodium/solute symporter superfamily",145,Transport and binding proteins / Cations and iron carrying compounds,,
BL107_RS13300,,BL107_RS13300,BL107_04984,GeneMarkS-2+,29701.0,29928.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_369791558.1,,,,,BL107_04984,29698.0,29928.0,+,CK_Syn_BL107_04984,BL107_04984,,CK_00034585,,,,,,,,hypothetical protein,,,,,,
BL107_RS00175,,BL107_RS00175,BL107_04989,Protein Homology,29997.0,30251.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006850906.1,NAD(P)H-quinone oxidoreductase subunit O,WP_009788227.1,,,,,BL107_04989,29997.0,30251.0,+,CK_Syn_BL107_04989,ndhO,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016021,GO:0042651",CK_00000213,"G.2,J.6","Electron transport,NADH dehydrogenase","COG1024,NOG292118,NOG246221,NOG14679,bactNOG70189,bactNOG45085,cyaNOG04092,cyaNOG07856","COG: METABOLISM [I] Lipid transport and metabolism,COG: POORLY CHARACTERIZED [R] General function prediction only,COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,integral component of membrane,thylakoid membrane",NADH dehydrogenase I subunit NdhO,"PF11910,IPR020905","Cyanobacterial and plant NDH-1 subunit O,NAD(P)H-quinone oxidoreductase subunit O","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis",,
BL107_RS00180,,BL107_RS00180,BL107_04994,Protein Homology,30242.0,32287.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359156.1,glycosyltransferase family 39 protein,WP_037987789.1,,,,,BL107_04994,30242.0,32257.0,-,CK_Syn_BL107_04994,BL107_04994,"GO:0006493,GO:0000030,GO:0016020",CK_00051606,,,,,,,"protein O-linked glycosylation,protein O-linked glycosylation,mannosyltransferase activity,protein O-linked glycosylation,mannosyltransferase activity,membrane",dolichyl-phosphate-mannose-mannosyltransferase family protein,"PF13231,IPR003342","Dolichyl-phosphate-mannose-protein mannosyltransferase,Glycosyl transferase family 39/83",90,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,,2.4.-.-
BL107_RS00185,,BL107_RS00185,BL107_04999,Protein Homology,32284.0,32952.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359155.1,J domain-containing protein,WP_009788229.1,,,,,BL107_04999,32284.0,32952.0,-,CK_Syn_BL107_04999,dnaJ4,"GO:0006457,GO:0051082",CK_00000214,L.3,Protein folding and stabilization,"COG2214,COG0484,NOG150586,bactNOG22238,bactNOG89390,bactNOG72029,cyaNOG02719","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"protein folding,protein folding,unfolded protein binding",DnaJ type III chaperone protein,"PF00226,PS50076,IPR001623,IPR036869","DnaJ domain,dnaJ domain profile.,DnaJ domain,Chaperone J-domain superfamily",95,Protein fate / Protein folding and stabilization,,
cysK,cysK,BL107_RS00190,BL107_05004,Protein Homology,32963.0,33931.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009788230.1,cysteine synthase A,WP_009788230.1,"GO:0006535,GO:0004124",,cysteine synthase activity|0004124||IEA,cysteine biosynthetic process from serine|0006535||IEA,BL107_05004,32963.0,33931.0,-,CK_Syn_BL107_05004,cysK,"GO:0006535,GO:0004124,GO:0009333",CK_00000026,A.6,Serine family (Ser%2C Gly%2C Cys),"COG0031,bactNOG00214,cyaNOG00701","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",2.5.1.47,cysteine synthase%3B O-acetyl-L-serine sulfhydrylase%3B O-acetyl-L-serine sulfohydrolase%3B O-acetylserine (thiol)-lyase%3B O-acetylserine (thiol)-lyase A%3B O-acetylserine sulfhydrylase%3B O3-acetyl-L-serine acetate-lyase (adding hydrogen-sulfide)%3B acetylserine sulfhydrylase%3B cysteine synthetase%3B S-sulfocysteine synthase%3B 3-O-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase%3B O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase,"cysteine biosynthetic process from serine,cysteine biosynthetic process from serine,cysteine synthase activity,cysteine biosynthetic process from serine,cysteine synthase activity,cysteine synthase complex",O-acetylserine (thiol)-lyase A,"TIGR01136,TIGR01139,PF00291,PS00901,IPR005856,IPR005859,IPR001216,IPR001926","cysteine synthase,cysteine synthase A,Pyridoxal-phosphate dependent enzyme,Cysteine synthase/cystathionine beta-synthase P-phosphate attachment site.,Cysteine synthase,Cysteine synthase CysK,Cysteine synthase/cystathionine beta-synthase%2C pyridoxal-phosphate attachment site,Pyridoxal-phosphate dependent enzyme",75,Amino acid biosynthesis / Serine family,,2.5.1.47
BL107_RS00195,,BL107_RS00195,BL107_05009,Protein Homology,34029.0,35576.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359152.1,iron uptake porin,WP_009788231.1,"GO:0033212,GO:0015093,GO:0016020,GO:0046930","membrane|0016020||IEA,pore complex|0046930||IEA",ferrous iron transmembrane transporter activity|0015093||IEA,iron import into cell|0033212||IEA,BL107_05009,34029.0,35576.0,-,CK_Syn_BL107_05009,BL107_05009,"GO:0006810,GO:0005215,GO:0015288,GO:0009279,GO:0016021",CK_00002330,"D.1.5,D.1.7,Q.6","Phosphorus,Trace metals,Porins","COG3425,NOG315155,COG3203,cyaNOG00278","COG: METABOLISM [I] Lipid transport and metabolism,COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"transport,transport,transporter activity,porin activity,transport,transporter activity,porin activity,cell outer membrane,integral component of membrane",outer membrane porin,"PF00395,PF04966,PS51272,IPR007049,IPR001119","S-layer homology domain,Carbohydrate-selective porin%2C OprB family,S-layer homology (SLH) domain profile.,Carbohydrate-selective porin OprB,S-layer homology domain",142,Transport and binding proteins / Amino acids%2C peptides and amines,,
BL107_RS00200,,BL107_RS00200,BL107_05014,Protein Homology,35794.0,37335.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359152.1,iron uptake porin,WP_009788232.1,"GO:0033212,GO:0015093,GO:0016020,GO:0046930","membrane|0016020||IEA,pore complex|0046930||IEA",ferrous iron transmembrane transporter activity|0015093||IEA,iron import into cell|0033212||IEA,BL107_05014,35794.0,37335.0,-,CK_Syn_BL107_05014,BL107_05014,"GO:0006810,GO:0005215,GO:0015288,GO:0009279,GO:0016021",CK_00002330,"D.1.5,D.1.7,Q.6","Phosphorus,Trace metals,Porins","COG3425,NOG315155,COG3203,cyaNOG00278","COG: METABOLISM [I] Lipid transport and metabolism,COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"transport,transport,transporter activity,porin activity,transport,transporter activity,porin activity,cell outer membrane,integral component of membrane",outer membrane porin,"PF04966,PF00395,PS51272,IPR007049,IPR001119","Carbohydrate-selective porin%2C OprB family,S-layer homology domain,S-layer homology (SLH) domain profile.,Carbohydrate-selective porin OprB,S-layer homology domain",142,Transport and binding proteins / Amino acids%2C peptides and amines,,
BL107_RS00205,,BL107_RS00205,BL107_05019,Protein Homology,37690.0,39336.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359151.1,DUF2079 domain-containing protein,WP_037987792.1,,,,,BL107_05019,37747.0,39336.0,+,CK_Syn_BL107_05019,BL107_05019,,CK_00001169,,,"COG3463,NOG79121,NOG291485,bactNOG39557,bactNOG13402,cyaNOG00177","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF09852,IPR018650","Predicted membrane protein (DUF2079),Sulfolobus virus STSV1%2C Orf64",156,Hypothetical proteins / Conserved,,
BL107_RS00210,,BL107_RS00210,BL107_05024,Protein Homology,39619.0,41115.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009788234.1,glycosyltransferase family 39 protein,WP_009788234.1,GO:0016757,,glycosyltransferase activity|0016757||IEA,,BL107_05024,39526.0,41115.0,+,CK_Syn_BL107_05024,BL107_05024,"GO:0016740,GO:0016020",CK_00001324,C.3,Surface polysaccharides and lipopolysaccharides,"COG1807,NOG279296,bactNOG05923,bactNOG95740,bactNOG92384,bactNOG96147,cyaNOG03214,cyaNOG02224,cyaNOG05978","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",2.4.1.-,,"transferase activity,transferase activity,membrane",inverting glycosyltransferase family 83 utilizing lipid monophospho-sugar donors,"PF13231,IPR038731","Dolichyl-phosphate-mannose-protein mannosyltransferase,Glycosyltransferase RgtA/B/C/D-like",90,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,,2.4.-.-
BL107_RS00215,,BL107_RS00215,BL107_05029,Protein Homology,41100.0,42497.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359149.1,DUF2079 domain-containing protein,WP_037988602.1,,,,,BL107_05029,41205.0,42497.0,+,CK_Syn_BL107_05029,BL107_05029,,CK_00001660,R.2,Conserved hypothetical proteins,"COG3463,COG1009,bactNOG43802,bactNOG16879,cyaNOG01689","COG: POORLY CHARACTERIZED [S] Function unknown,COG: CP,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,uncharacterized conserved membrane protein (DUF2079),"PF09852,IPR018650","Predicted membrane protein (DUF2079),Sulfolobus virus STSV1%2C Orf64",156,Hypothetical proteins / Conserved,,
