Synonym,Product,Expression  9313 t=20+0.01,Expression  9313+ diluted 1a3 T=20  +0.01,q Value,log 2 fold change coculture/axenic
PMT0227,30S ribosomal protein S4,1975.01,1139.01,1,-0.794079545
PMT1734,50S ribosomal protein L23,966.01,557.01,0.405178125,-0.794334895
PMT0894,amino acid ABC transporter,66.01,38.01,0.260350425,-0.796305573
PMT1970,hypothetical protein,212.01,122.01,0.345016536,-0.797132918
PMT1374,seryl-tRNA synthetase,73.01,42.01,0.335197759,-0.797361294
PMT1344,hypothetical protein,379.01,218.01,0.301085549,-0.797841602
PMT1128,imidazole glycerol phosphate synthase subunit HisH,153.01,88.01,0.337030423,-0.797886581
PMT0603,hypothetical protein,94.01,54.01,0.330818732,-0.799587679
PMT1747,50S ribosomal protein L18,1329.01,763.01,1,-0.80057809
PMT2169,glycine dehydrogenase,68.01,39.01,0.317269446,-0.801902893
PMT1323,apocytochrome f,1552.01,889.01,0.982971808,-0.803866301
PMT1391,hypothetical protein,117.01,67.01,0.339397062,-0.80418352
PMT0200,nitrogen regulation protein NifR3 family protein,14.01,8.01,1,-0.806582808
PMT1993,DNA repair protein RadA,14.01,8.01,1,-0.806582808
PMT1717,hypothetical protein,28.01,16.01,0.360953837,-0.806968676
PMT1096,hypothetical protein,56.01,32.01,0.428706119,-0.807161751
PMT0510,N-acetyltransferase GCN5,63.01,36.01,0.270468994,-0.80718321
PMT0564,6-phosphogluconolactonase,63.01,36.01,0.300599432,-0.80718321
PMT1954,photosystem I subunit VII,3724.01,2122.01,0.927844112,-0.811425492
PMT2106,phosphoglycerate kinase,172.01,98.01,0.325569259,-0.811491579
PMT2236,urease subunit alpha,95.01,54.01,0.293057017,-0.81485282
PMT0207,hypothetical protein,413.01,234.01,0.331530584,-0.819606531
PMT0406,"menaquinone biosynthesis 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",23.01,13.01,0.322575941,-0.822640022
PMT0615,hypothetical protein,23.01,13.01,0.445752724,-0.822640022
PMT1482,rRNA methyltransferase,23.01,13.01,0.384587852,-0.822640022
PMT2024,hypothetical protein,69.01,39.01,0.334483845,-0.822961435
PMT1348,aldo/keto reductase,39.01,22.01,0.309111184,-0.825684853
PMT1368,50S ribosomal protein L34,433.01,244.01,0.280554648,-0.82746007
PMT0613,hypothetical protein,103.01,58.01,0.344203694,-0.828410874
PMT0146,two-component response regulator,357.01,201.01,0.507306322,-0.82869721
PMT2238,DNA mismatch repair protein MutS family protein,16.01,9.01,1,-0.829374297
PMT0287,iron ABC transporter substrate-binding protein,48.01,27.01,0.289343284,-0.829841296
PMT0394,cell wall hydrolase/autolysin,48.01,27.01,0.282642015,-0.829841296
PMT0899,sulfate transporter,64.01,36.01,0.347610213,-0.829899709
PMT2158,SNF2/helicase domain-containing protein,64.01,36.01,0.329333999,-0.829899709
PMT1366,chorismate mutase,208.01,117.01,0.361088567,-0.830021055
PMT0416,ABC transporter,41.01,23.01,0.35000636,-0.83371476
PMT0569,ribulose-phosphate 3-epimerase,528.01,296.01,0.986971516,-0.834919338
PMT0374,hypothetical protein,25.01,14.01,0.431620746,-0.836048102
PMT1880,imidazoleglycerol-phosphate dehydratase,184.01,103.01,0.329333999,-0.836999773
PMT1957,transketolase,819.01,458.01,0.690057546,-0.838501969
PMT1282,CopG family protein,43.01,24.01,0.426829675,-0.841036728
PMT1587,hypothetical protein,43.01,24.01,0.270341155,-0.841036728
PMT0937,hypothetical protein,52.01,29.01,0.423593056,-0.842238742
PMT1305,methionine aminopeptidase,235.01,131.01,0.334111104,-0.84304521
PMT2168,hypothetical protein,192.01,107.01,0.282827094,-0.843435828
PMT0349,signal recognition particle protein (SRP54),70.01,39.01,0.333937001,-0.843717008
PMT0118,transcriptional regulator,79.01,44.01,0.360420429,-0.84420389
PMT2054,hypothetical protein,36.01,20.01,0.336882748,-0.847676432
PMT1703,ribonuclease D,45.01,25.01,0.355896452,-0.847740507
PMT1124,DNA gyrase subunit A,74.01,41.01,0.336882748,-0.851744473
PMT2088,50S ribosomal protein L11,1034.01,570.01,1,-0.859191004
PMT0348,hypothetical protein,89.01,49.01,0.314662561,-0.860891281
PMT0585,glycosyl transferase family protein,40.01,22.01,0.348554123,-0.862201483
PMT1342,cytochrome c oxidase subunit I,231.01,127.01,1,-0.863013214
PMT1619,protein phosphatase 2C,2188.01,1202.01,1,-0.864170433
PMT0805,two-component response regulator,31.01,17.01,0.410443939,-0.866350385
PMT0313,ketol-acid reductoisomerase,454.01,249.01,1,-0.866520394
PMT1988,two-component response regulator,416.01,228.01,0.777256855,-0.867521109
PMT1603,cysteine desulfurase or selenocysteine lyase,73.01,40.01,0.356931461,-0.867733451
PMT0155,SsrA-binding protein,84.01,46.01,0.336129692,-0.868613611
PMT0519,mRNA binding protein,86.01,47.01,0.372953352,-0.871536725
PMT1257,inorganic pyrophosphatase,108.01,59.01,0.298113207,-0.872133526
PMT1505,DNA-directed RNA polymerase subunit beta',546.01,298.01,0.342224086,-0.873566631
PMT0639,hypothetical protein,44.01,24.01,0.46220864,-0.874195968
PMT0951,hypothetical protein,88.01,48.01,0.391477483,-0.874332521
PMT2162,TRAP-T family tripartite transporter,99.01,54.01,0.301798894,-0.874347696
PMT0275,SAM-binding motif-containing protein,57.01,31.01,0.455501597,-0.878481476
PMT1080,multidrug ABC transporter,35.01,19.01,0.299156395,-0.88100853
PMT0565,6-phosphogluconate dehydrogenase,94.01,51.01,0.328253247,-0.882034126
PMT1793,abortive infection protein,118.01,64.01,0.368918736,-0.882539903
PMT1777,ferredoxin-dependent glutamate synthase,83.01,45.01,1,-0.88303958
PMT0330,bifunctional dihydrofolate/folylpolyglutamate synthase,24.01,13.01,0.385903025,-0.884014442
PMT1413,chloroplast outer envelope membrane protein,157.01,85.01,1,-0.885151982
PMT0714,glucose-6-phosphate isomerase,37.01,20.01,0.298248721,-0.887193968
PMT2049,NAD(P)H-quinone oxidoreductase subunit H,76.01,41.01,0.376602227,-0.890213491
PMT0104,"surface polysaccharide biosynthesis protein, transferase",26.01,14.01,0.3554317,-0.892609444
PMT1249,peptidoglycan synthetase,26.01,14.01,0.317625051,-0.892609444
PMT0269,methylated-DNA--protein-cysteine methyltransferase,65.01,35.01,0.396819728,-0.892894592
PMT1467,F0F1 ATP synthase subunit alpha,938.01,504.01,1,-0.896150945
PMT0177,L-aspartate oxidase,108.01,58.01,0.327939211,-0.896791365
PMT2163,TRAP-T family tripartite transporter,41.01,22.01,0.302197006,-0.897816598
PMT1958,NAD-dependent epimerase/dehydratase family protein,28.01,15.01,0.394859735,-0.900018006
PMT0312,cobalamin biosynthetic protein,71.01,38.01,0.306554382,-0.901643182
PMT1761,peptide chain release factor 1,114.01,61.01,0.344743484,-0.902042735
PMT1690,rare lipoprotein A,73.01,39.01,0.339837312,-0.904250082
PMT1641,"exonuclease VII, large subunit",30.01,16.01,0.376996052,-0.906470011
PMT0248,lysyl hydrolase,45.01,24.01,0.489437602,-0.906610161
PMT0860,hypothetical protein,75.01,40.01,0.385903025,-0.906722313
PMT1969,hypothetical protein,258.01,137.01,0.373544883,-0.913145787
PMT1726,hypothetical protein,392.01,208.01,0.3835605,-0.91423757
PMT0419,photosystem II PsbA protein (D1),18533.01,9833.01,0.413635425,-0.914392197
PMT1748,30S ribosomal protein S5,1601.01,849.01,1,-0.915128867
PMT0024,hypothetical protein,17.01,9.01,1,-0.91678413
PMT0135,adenine glycosylase,17.01,9.01,1,-0.91678413
PMT1578,RNA methylase,17.01,9.01,1,-0.91678413
PMT1982,dolichyl-phosphate-mannose-protein mannosyltransferase,17.01,9.01,1,-0.91678413
PMT1532,photosystem II PsbA protein (D1),19483.01,10317.01,0.41112689,-0.917191662
PMT0725,hypothetical protein,191.01,101.01,0.363264603,-0.919150043
PMT0065,dihydrodipicolinate synthase,87.01,46.01,0.384587852,-0.919233762
PMT0226,cystathionine gamma-synthase,70.01,37.01,0.389184767,-0.919645871
PMT1324,prolipoprotein diacylglyceryl transferase,70.01,37.01,0.311656947,-0.919645871
PMT0568,"fructose 1,6-bisphosphatase II",585.01,309.01,1,-0.920807759
PMT2035,FAD linked oxidase domain-containing protein,36.01,19.01,0.304078318,-0.921639068
PMT0532,phosphoribulokinase,463.01,244.01,1,-0.924103079
PMT0687,photosystem I PsaK protein (subunit X),4964.01,2616.01,1,-0.924137966
PMT0115,"dTDP-glucose-4,6-dehydratase",93.01,49.01,0.372415556,-0.92430969
PMT0675,Thf1-like protein,346.01,182.01,0.379956902,-0.926796016
PMT1799,ATP-sulfurylase,177.01,93.01,0.363122811,-0.928373125
PMT0977,multidrug ABC transporter,80.01,42.01,0.339325383,-0.92944754
PMT0797,"Fatty acid desaturase, type 2",82.01,43.01,0.396819728,-0.931127706
PMT1899,photosystem II reaction center protein J,5548.01,2909.01,1,-0.931442132
PMT0539,phosphoribosylformylglycinamidine synthase I,86.01,45.01,0.311701011,-0.934258841
PMT1177,cyclophilin-type peptidyl-prolyl cis-trans isomerase,67.01,35.01,0.325496318,-0.936609345
PMT0771,modulator of DNA gyrase,113.01,59.01,0.336278918,-0.937419076
PMT1798,cell division protein FtsH2,295.01,154.01,1,-0.937739829
PMT0869,hypothetical protein,48.01,25.01,0.390770267,-0.940829878
PMT1281,hypothetical protein,25.01,13.01,0.457574536,-0.942884095
PMT1365,signal peptide peptidase SppA,75.01,39.01,0.317731222,-0.943238944
PMT1711,anthranilate synthase component I/chorismate-binding protein,254.01,132.01,1,-0.944238074
PMT1649,cytochrome b6,841.01,436.01,1,-0.947761731
PMT1442,DNA-directed RNA polymerase subunit omega,218.01,113.01,0.330019657,-0.947943873
PMT1745,30S ribosomal protein S8,1669.01,864.01,1,-0.949872683
PMT1290,hypothetical protein,29.01,15.01,0.385950491,-0.950626319
PMT1802,p-pantothenate cysteine ligase and p-pantothenenoylcysteine decarboxylase,31.01,16.01,0.377357032,-0.953760218
PMT2214,arginase,33.01,17.01,0.384724104,-0.956519998
PMT0193,sodium/alanine symporter family protein,208.01,107.01,0.447439947,-0.958907265
PMT2193,hypothetical protein,175.01,90.01,0.331538172,-0.959280162
PMT1309,CPA1 family Na+/H+ antiporter,37.01,19.01,0.345892174,-0.961156604
PMT1202,carboxysome shell protein CsoS3,39.01,20.01,0.331496098,-0.963122831
PMT1630,anhydro-N-acetylmuramic acid kinase,39.01,20.01,0.363886896,-0.963122831
PMT0948,metalloprotease (M29),41.01,21.01,0.492934122,-0.964899582
PMT0536,oxidoreductase,84.01,43.01,0.393265608,-0.965888936
PMT1352,hypothetical protein,86.01,44.01,0.373597894,-0.966673034
PMT1707,ATPase,86.01,44.01,0.405573904,-0.966673034
PMT0739,50S ribosomal protein L33,1059.01,541.01,0.379621805,-0.968989046
PMT0600,serine:pyruvate/alanine:glyoxylate aminotransferase,233.01,119.01,0.424429295,-0.969309068
PMT2007,Rubisco transcriptional regulator,47.01,24.01,0.357456335,-0.969332277
PMT2012,sugar-phosphate nucleotidyl transferase,96.01,49.01,0.377280099,-0.970108532
PMT1412,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,49.01,25.01,0.369414851,-0.970571089
PMT0347,pyruvate dehydrogenase E1 alpha subunit,98.01,50.01,0.385377384,-0.97071235
PMT1056,biotin synthase,57.01,29.01,0.331569519,-0.974664706
PMT0566,glucose-1-phosphate adenylyltransferase,285.01,145.01,1,-0.974860146
PMT1865,oxidoreductase,61.01,31.01,0.333896598,-0.976312205
PMT1668,30S ribosomal protein S1,428.01,217.01,1,-0.979882979
PMT0485,hypothetical protein,154.01,78.01,0.40373499,-0.981293051
PMT1948,hypothetical protein,393.01,199.01,0.369184854,-0.981725096
PMT0284,porin,1215.01,613.01,0.343564712,-0.986985674
PMT1935,isocitrate dehydrogenase,121.01,61.01,0.354855242,-0.988008638
PMT1180,photosystem II PsbC protein (CP43),14102.01,7094.01,0.402627452,-0.99122754
PMT0999,major facilitator superfamily multidrug-efflux transporter,4.01,2.01,1,-0.996406735
PMT0643,hypothetical protein,8.01,4.01,1,-0.998200006
PMT0877,hypothetical protein,8.01,4.01,1,-0.998200006
PMT0255,malate:quinone oxidoreductase,10.01,5.01,1,-0.998559466
PMT1112,pseudouridylate synthase,10.01,5.01,1,-0.998559466
PMT2104,glutathione S-transferase,10.01,5.01,1,-0.998559466
PMT2188,multidrug efflux membrane protein,10.01,5.01,1,-0.998559466
PMT0425,glucokinase,18.01,9.01,1,-0.99919917
PMT2146,adenylate cyclase,18.01,9.01,1,-0.99919917
PMT0214,lipoate-protein ligase B,22.01,11.01,1,-0.999344676
PMT1393,hypothetical protein,22.01,11.01,1,-0.999344676
PMT0002,hypothetical protein,30.01,15.01,0.457574536,-0.999519342
PMT1618,recombination factor protein RarA/unknown domain fusion protein,30.01,15.01,0.339763378,-0.999519342
PMT2094,dihydroorotate dehydrogenase 2,30.01,15.01,0.384215471,-0.999519342
PMT1705,N-acetylmuramoyl-L-alanine amidase,34.01,17.01,0.406636763,-0.999575865
PMT1762,HNH endonuclease family protein,38.01,19.01,0.44978304,-0.999620493
PMT1512,serine protease,40.01,20.01,0.341458531,-0.999639461
PMT2033,hypothetical protein,40.01,20.01,0.390831014,-0.999639461
PMT1201,carboxysome peptide A,42.01,21.01,0.502446352,-0.999656624
PMT2037,hypothetical protein,68.01,34.01,0.388043101,-0.999787886
PMT1301,hypothetical protein,82.01,41.01,0.378033721,-0.999824094
PMT1302,BioD-like N-terminal domain of phosphotransacetylase,86.01,43.01,0.409916337,-0.999832274
PMT1789,ribonuclease E/G,90.01,45.01,0.360012957,-0.999839727
PMT1627,DASS family sodium/sulfate transporter,92.01,46.01,0.357260543,-0.999843211
PMT0339,signal peptidase,542.01,271.01,0.380647349,-0.999973383
PMT1739,50S ribosomal protein L16,1480.01,739.01,1,-1.001941132
PMT1317,photosystem I reaction center subunit IX,7890.01,3936.01,1,-1.003293243
PMT1855,hypothetical protein,123.01,61.01,0.415543978,-1.011657967
PMT0648,aspartyl/glutamyl-tRNA amidotransferase subunit A,101.01,50.01,0.368918736,-1.014209617
PMT1429,2Fe-2S ferredoxin,3079.01,1522.01,1,-1.016488715
PMT0164,6-pyruvoyl-tetrahydropterin synthase,166.01,82.01,0.370694512,-1.017398406
PMT1135,protoporphyrin IX magnesium chelatase subunit ChlI,324.01,160.01,0.967221239,-1.017876269
PMT2148,nucleoside diphosphate kinase,132.01,65.01,0.343564712,-1.021913661
PMT1384,hypothetical protein,1229.01,604.01,1,-1.024852314
PMT1921,hypothetical protein,47.01,23.01,0.353494107,-1.030706697
PMT0652,STAS domain-containing protein,119.01,58.01,0.416805953,-1.036709279
PMT0438,hypothetical protein,37.01,18.01,0.361088567,-1.039116954
PMT0175,Fe-S oxidoreductase,70.01,34.01,0.409916337,-1.041602001
PMT1386,hypothetical protein,140.01,68.01,0.411982173,-1.041711076
PMT0057,amidase,68.01,33.01,0.401041023,-1.042843753
PMT1082,hypothetical protein,33.01,16.01,0.512828933,-1.043929831
PMT1851,hypothetical protein,33.01,16.01,0.357552048,-1.043929831
PMT1347,hypothetical protein,31.01,15.01,0.482584652,-1.046809549
PMT1525,hypothetical protein,606.01,293.01,0.455908601,-1.048391698
PMT0286,hydroxylase,29.01,14.01,0.476787656,-1.05009334
PMT1826,thioredoxin,174.01,84.01,0.423371077,-1.050537245
PMT1744,50S ribosomal protein L5,1574.01,759.01,1,-1.052253908
PMT0506,NADH-flavin reductase,276.01,133.01,0.392803172,-1.053185823
PMT2223,p-aminobenzoate synthetase,27.01,13.01,0.430001257,-1.053872678
PMT1879,retinal pigment epithelial membrane protein,81.01,39.01,0.389373604,-1.054256009
PMT1905,histidyl-tRNA synthetase,25.01,12.01,0.417513417,-1.058268906
PMT1083,ATP-dependent RNA helicase,75.01,36.01,0.388634329,-1.058685343
PMT1797,aldolase,75.01,36.01,0.358607539,-1.058685343
PMT1215,light-independent protochlorophyllide reductase subunit N,700.01,336.01,1,-1.058871362
PMT2014,LuxR family regulatory protein,71.01,34.01,0.492934122,-1.062063201
PMT0992,high light inducible protein,46.01,22.01,0.518277989,-1.063788311
PMT0340,nickel-containing superoxide dismutase (NISOD),1443.01,689.01,1,-1.066484471
PMT1175,alpha/beta hydrolase superfamily protein,44.01,21.01,0.40353102,-1.06675521
PMT0663,hypothetical protein,21.01,10.01,1,-1.069634188
PMT1977,heat shock protein DnaJ,21.01,10.01,1,-1.069634188
PMT1051,carotenoid isomerase,63.01,30.01,0.424429295,-1.070137491
PMT1569,PA-phosphatase-like phosphoesterase,63.01,30.01,0.372591752,-1.070137491
PMT1394,glutamyl/glutaminyl-tRNA synthetase,105.01,50.01,0.429132949,-1.070238211
PMT1816,beta carotene hydroxylase,168.01,80.01,0.385950491,-1.070294874
PMT1775,lipoyl synthase,61.01,29.01,0.360420429,-1.072495435
PMT1759,30S ribosomal protein S9,1111.01,527.01,1,-1.07596956
PMT1252,alpha-ribazole-5'-phosphate phosphatase,97.01,46.01,0.402226289,-1.076186015
PMT0684,threonine dehydratase,38.01,18.01,0.372492145,-1.077580844
PMT1728,hypothetical protein,38.01,18.01,0.442577039,-1.077580844
PMT1262,carbohydrate kinase,108.01,51.01,0.418337762,-1.082312883
PMT1846,glycosyl transferase family protein,108.01,51.01,0.409597988,-1.082312883
PMT2170,glycine cleavage system protein H,178.01,84.01,0.402655592,-1.083325317
PMT1886,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,34.01,16.01,0.49759248,-1.086985698
PMT2092,hypothetical protein,66.01,31.01,0.385219183,-1.089951072
PMT2206,hypothetical protein,32.01,15.01,0.498761342,-1.0925987
PMT0055,50S ribosomal protein L20,734.01,344.01,0.437224682,-1.093349215
PMT1837,photosystem II reaction center protein H,3199.01,1499.01,1,-1.093615495
PMT1898,photosystem II reaction center L,11614.01,5442.01,1,-1.093654669
PMT1498,3Fe-4S ferredoxin,395.01,185.01,0.393305546,-1.094285925
PMT1364,SMR family transporter PecM,62.01,29.01,0.379621805,-1.095950594
PMT0022,chaperone protein DnaJ,92.01,43.01,0.428074705,-1.097118536
PMT0587,ABC transporter ATP-binding protein,30.01,14.01,0.500552386,-1.098986363
PMT1978,O-acetylserine (thiol)-lyase A,45.01,21.01,0.402487296,-1.099169403
PMT1951,16S rRNA-processing protein RimM,90.01,42.01,0.378620721,-1.099352506
PMT1170,pseudouridine synthase,88.01,41.01,0.3835605,-1.101691713
PMT2198,pentapeptide repeat-containing protein,116.01,54.01,0.445752724,-1.102950717
PMT0066,hypothetical protein,329.01,153.01,1,-1.104505491
PMT2039,N-acetylglucosamine-6-phosphate deacetylase,28.01,13.01,0.431726938,-1.106321021
PMT1535,hypothetical protein,69.01,32.01,0.458650629,-1.108282756
PMT1530,hypothetical protein,220.01,102.01,0.39661401,-1.108858513
PMT2258,hypothetical protein,220.01,102.01,0.440985714,-1.108858513
PMT1818,hypothetical protein,74.01,34.01,0.407582956,-1.12176121
PMT2194,hypothetical protein,74.01,34.01,0.474640236,-1.12176121
PMT0409,hypothetical protein,129.01,59.01,0.401133374,-1.128451535
PMT1706,coproporphyrinogen III oxidase,175.01,80.01,0.410237275,-1.129185129
PMT0319,cell division protein FtsZ,298.01,136.01,0.888820845,-1.131648014
PMT1832,hypothetical protein,103.01,47.01,0.422044358,-1.131744812
PMT0856,large-conductance mechanosensitive channel mscL,68.01,31.01,0.462268171,-1.133013366
PMT0393,aspartate and glutamate racemase:glutamate racemase,22.01,10.01,1,-1.136717171
PMT1295,glycolate oxidase subunit glcD,44.01,20.01,0.386881219,-1.137110204
PMT0401,cytoplasmic peptidoglycan synthetase,31.01,14.01,0.423371077,-1.14627657
PMT1379,tetrapyrrole methylase family protein,20.01,9.01,1,-1.151122156
PMT1860,two-component sensor histidine kinase,20.01,9.01,1,-1.151122156
PMT2155,MARCKS family protein,20.01,9.01,1,-1.151122156
PMT0293,hypothetical protein,40.01,18.01,0.546661082,-1.151562447
PMT1164,nicotinamide nucleotide transhydrogenase subunit beta,127.01,57.01,0.420193473,-1.155655184
PMT1753,30S ribosomal protein S13,1294.01,580.01,1,-1.157699087
PMT1709,hypothetical protein,38.01,17.01,0.384734818,-1.159995884
PMT1251,membrane-associated protease,141.01,63.01,0.432951746,-1.162144763
PMT0524,hypothetical protein,119.01,53.01,0.420691993,-1.166746358
PMT1520,arylsulfatase regulatory protein,9.01,4.01,1,-1.167924869
PMT1895,hypothetical protein,317.01,141.01,0.63292389,-1.168730873
PMT0126,Mg2+ transporter,18.01,8.01,1,-1.168924033
PMT0511,hypothetical protein,27.01,12.01,0.542398972,-1.169257489
PMT1241,phage integrase family protein,27.01,12.01,0.455572626,-1.169257489
PMT0993,"ABC transporter substrate-binding protein, phosphate",45.01,20.01,0.424429295,-1.169524397
PMT0082,"acetyltransferase, GNAT family",117.01,52.01,0.399664173,-1.169770889
PMT0606,hypothetical protein,169.01,75.01,0.437489639,-1.171953763
PMT1997,malonyl CoA-ACP transacylase,115.01,51.01,0.4552359,-1.172907302
PMT1976,hypothetical protein,43.01,19.01,0.47559325,-1.177913599
PMT1334,chaperonin GroEL,885.01,391.01,0.986226605,-1.178488252
PMT1605,ABC transporter ATP-binding protein,145.01,64.01,0.447256984,-1.179783179
PMT1461,carbon-nitrogen hydrolase:NAD+ synthase,34.01,15.01,0.384049436,-1.180035029
PMT0612,methyltransferase,59.01,26.01,0.403640321,-1.181893059
PMT2091,50S ribosomal protein L7/L12,2208.01,973.01,1,-1.182220169
PMT1003,hypothetical protein,25.01,11.01,1,-1.183690589
PMT1754,30S ribosomal protein S11,578.01,254.01,0.443782725,-1.186209158
PMT1432,hypothetical protein,146.01,64.01,0.476250945,-1.189697967
PMT0131,hypothetical protein,16.01,7.01,1,-1.191486959
PMT0345,hypothetical protein,16.01,7.01,1,-1.191486959
PMT0682,hypothetical protein,233.01,102.01,0.435217974,-1.191681286
PMT0086,UDP-glucose-4-epimerase,32.01,14.01,0.461052908,-1.192065721
PMT0849,hypothetical protein,101.01,44.01,0.486348813,-1.19859485
PMT0529,gamma-glutamyl kinase,62.01,27.01,0.415248613,-1.19900725
PMT1445,bifunctional pyrimidine regulatory protein PyrR/uracil phosphoribosyltransferase,53.01,23.01,0.482537571,-1.204003557
PMT1078,photosystem II oxygen evolving complex protein PsbP,83.01,36.01,0.41371393,-1.204887545
PMT1179,photosystem II PsbD protein (D2),20921.01,9074.01,0.368935812,-1.205140347
PMT1843,"aconitate hydratase, C-terminal",30.01,13.01,0.56187348,-1.205822357
PMT1161,1-deoxy-D-xylulose 5-phosphate reductoisomerase,81.01,35.01,0.468761202,-1.210332946
PMT1733,50S ribosomal protein L4,1559.01,672.01,1,-1.214075575
PMT0445,uroporphyrinogen decarboxylase,270.01,116.01,0.51152302,-1.218763669
PMT0782,phosphonate ABC transporter,7.01,3.01,1,-1.219650957
PMT0244,hypothetical protein,21.01,9.01,1,-1.221477151
PMT0854,MscS family mechanosensitive ion channel,35.01,15.01,0.440457674,-1.221843085
PMT0069,hypothetical protein,126.01,54.01,0.476681637,-1.222239775
PMT0673,cytochrome b6-f complex subunit PetN,252.01,108.01,0.507071928,-1.222316093
PMT0350,30S ribosomal protein S16,294.01,126.01,0.467512765,-1.222326997
PMT0904,hypothetical protein,40.01,17.01,0.566107232,-1.233977488
PMT1226,phosphoribosylanthranilate isomerase,33.01,14.01,0.514814716,-1.236446183
PMT0272,bacteriochlorophyll/chlorophyll a synthase,463.01,196.01,1,-1.240116094
PMT0740,30S ribosomal protein S18,1115.01,472.01,0.469284525,-1.240167319
PMT0650,tRNA/rRNA methyltransferase SpoU,52.01,22.01,0.492934122,-1.240629893
PMT0421,hypothetical protein,277.01,117.01,0.435217974,-1.243306226
PMT0026,UDP-N-acetylenolpyruvoylglucosamine reductase,90.01,38.01,0.49401009,-1.243706267
PMT2086,preprotein translocase subunit SecE,308.01,130.01,0.494338409,-1.244354595
PMT1261,adenylosuccinate synthetase,102.01,43.01,0.455049201,-1.24596655
PMT2268,sucrose phosphate synthase,38.01,16.01,0.503261487,-1.247405717
PMT0617,preprotein translocase subunit SecD,114.01,48.01,0.435202611,-1.24775353
PMT1853,ammonium transporter,1313.01,551.01,0.32866253,-1.252727497
PMT1146,peptide ABC transporter,31.01,13.01,0.464050191,-1.253112564
PMT0817,triosephosphate isomerase,129.01,54.01,0.493235476,-1.256184445
PMT0746,hypothetical protein,67.01,28.01,0.488270946,-1.258434424
PMT2090,50S ribosomal protein L10,1972.01,824.01,1,-1.258933117
PMT1628,Trk family sodium transporter,84.01,35.01,0.470003617,-1.262794005
PMT0483,malic enzyme,744.01,310.01,0.554890599,-1.263007259
PMT1863,photosystem II reaction center protein K,1055.01,439.01,0.446745764,-1.264930966
PMT1298,nucleotide-binding protein,53.01,22.01,0.507666933,-1.268105395
PMT1838,photosystem II reaction center protein N,448.01,186.01,0.433398676,-1.268150751
PMT1871,phosphotransferase superclass,41.01,17.01,0.43578982,-1.269592603
PMT2234,urease subunit gamma,182.01,75.01,0.436012429,-1.27886287
PMT0804,two-component sensor histidine kinase,17.01,7.01,1,-1.278896792
PMT0962,kinesin motor domain,17.01,7.01,1,-1.278896792
PMT0584,30S ribosomal protein S2,670.01,276.01,1,-1.279462091
PMT1337,multidrug efflux ABC transporter,170.01,70.01,0.454101995,-1.279986697
PMT0378,cell division protein FtsH3,319.01,131.01,1,-1.283924712
PMT1375,hypothetical protein,122.01,50.01,0.467512765,-1.286710886
PMT1943,alpha/beta fold family hydrolase,88.01,36.01,0.50202814,-1.289269858
PMT1987,ABC transporter ATP-binding protein,88.01,36.01,0.434157631,-1.289269858
PMT1473,H+-transporting ATP synthase,1856.01,759.01,1,-1.290013685
PMT1158,hypothetical protein,125.01,51.01,0.503114346,-1.2931915
PMT2066,diacylglycerol kinase,76.01,31.01,0.504378035,-1.293455708
PMT0567,glutamyl-tRNA reductase,252.01,102.01,0.693668286,-1.304770396
PMT1447,preprotein translocase subunit SecG,346.01,140.01,0.50777989,-1.305283861
PMT0325,hypothetical protein,47.01,19.01,0.567769004,-1.306209149
PMT1949,ribonuclease III,52.01,21.01,0.46220864,-1.307712876
PMT0806,hypothetical protein,15.01,6.01,1,-1.320487081
PMT0154,protein kinase:Serine/threonine protein kinase,20.01,8.01,1,-1.320847019
PMT0085,glycosyltransferase,25.01,10.01,1,-1.321063083
PMT1007,hypothetical protein,35.01,14.01,0.596984998,-1.321310106
PMT0825,L-asparaginase II,40.01,16.01,0.483375627,-1.321387321
PMT2065,hypothetical protein,40.01,16.01,0.552435445,-1.321387321
PMT1857,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,45.01,18.01,0.485887033,-1.321447383
PMT2250,chloride channel,50.01,20.01,0.461916607,-1.321495438
PMT1915,hypothetical protein,130.01,52.01,0.50777989,-1.321761652
PMT0021,heat shock protein GrpE,150.01,60.01,0.493980439,-1.321783842
PMT1998,1-acyl-sn-glycerol-3-phosphate acyltransferase,165.01,66.01,0.487149371,-1.321796955
PMT1178,photosystem I assembly protein Ycf4,258.01,103.01,0.465437621,-1.324642585
PMT1225,hypothetical protein,163.01,65.01,0.489437602,-1.326226911
PMT1188,serine protease trypsin family protein,78.01,31.01,0.509955481,-1.330925547
PMT1735,50S ribosomal protein L2,1276.01,507.01,1,-1.331553528
PMT1746,50S ribosomal protein L6,1069.01,424.01,1,-1.334105153
PMT1165,nicotinamide nucleotide transhydrogenase subunit alpha 2 (A2),212.01,84.01,0.447959718,-1.335499343
PMT2040,Mg-protoporphyrin IX methyl transferase,101.01,40.01,0.482584652,-1.336065593
PMT2207,permease,43.01,17.01,0.494338409,-1.33828899
PMT1803,hypothetical protein,220.01,87.01,0.453832412,-1.338315976
