seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,old_locus_tags,ec_numbers
NC_010475.1,SYNPCC7002_RS00420,,SYNPCC7002_RS00420,SYNPCC7002_A0084,Protein Homology,86991,87764,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305724.1,biotin--[acetyl-CoA-carboxylase] ligase,WP_012305724.1,"GO:0036211,GO:0004077",,biotin--[biotin carboxyl-carrier protein] ligase activity|0004077||IEA,protein modification process|0036211||IEA,SYNPCC7002_A0084,6.3.4.15
NC_010475.1,SYNPCC7002_RS00425,,SYNPCC7002_RS00425,SYNPCC7002_A0085,Protein Homology,87845,88510,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305725.1,SDR family oxidoreductase,WP_012305725.1,,,,,SYNPCC7002_A0085,
NC_010475.1,msrP,msrP,SYNPCC7002_RS00430,SYNPCC7002_A0086,Protein Homology,88528,89505,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_016516173.1,protein-methionine-sulfoxide reductase catalytic subunit MsrP,WP_012305726.1,"GO:0030091,GO:0016667,GO:0043546",,"oxidoreductase activity%2C acting on a sulfur group of donors|0016667||IEA,molybdopterin cofactor binding|0043546||IEA",protein repair|0030091||IEA,SYNPCC7002_A0086,1.8.5.-
NC_010475.1,SYNPCC7002_RS00435,,SYNPCC7002_RS00435,SYNPCC7002_A0087,Protein Homology,89652,90917,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305727.1,MFS transporter,WP_012305727.1,"GO:0055085,GO:0022857",,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,SYNPCC7002_A0087,
NC_010475.1,SYNPCC7002_RS00440,,SYNPCC7002_RS00440,SYNPCC7002_A0088,Protein Homology,90933,91235,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305728.1,hypothetical protein,WP_012305728.1,,,,,SYNPCC7002_A0088,
NC_010475.1,SYNPCC7002_RS00445,,SYNPCC7002_RS00445,SYNPCC7002_A0089,Protein Homology,91267,91764,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305729.1,2TM domain-containing protein,WP_012305729.1,,,,,SYNPCC7002_A0089,
NC_010475.1,SYNPCC7002_RS00450,,SYNPCC7002_RS00450,SYNPCC7002_A0090,Protein Homology,91804,92343,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305730.1,Uma2 family endonuclease,WP_012305730.1,"GO:0003677,GO:0004519",,"DNA binding|0003677||IEA,endonuclease activity|0004519||IEA",,SYNPCC7002_A0090,
NC_010475.1,thrB,thrB,SYNPCC7002_RS00455,SYNPCC7002_A0091,Protein Homology,92387,93304,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305731.1,homoserine kinase,WP_012305731.1,"GO:0009088,GO:0004413,GO:0005524",,"homoserine kinase activity|0004413||IEA,ATP binding|0005524||IEA",threonine biosynthetic process|0009088||IEA,SYNPCC7002_A0091,2.7.1.39
NC_010475.1,SYNPCC7002_RS00460,,SYNPCC7002_RS00460,SYNPCC7002_A0092,GeneMarkS-2+,93327,94130,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_012305732.1,,,,,SYNPCC7002_A0092,
NC_010475.1,SYNPCC7002_RS00465,,SYNPCC7002_RS00465,SYNPCC7002_A0093,Protein Homology,94161,94484,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015226610.1,MgPME-cyclase complex family protein,WP_041443704.1,,,,,SYNPCC7002_A0093,
NC_010475.1,SYNPCC7002_RS00470,,SYNPCC7002_RS00470,SYNPCC7002_A0094,Protein Homology,94538,95278,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305734.1,pyridoxine 5'-phosphate synthase,WP_012305734.1,"GO:0008615,GO:0033856",,pyridoxine 5'-phosphate synthase activity|0033856||IEA,pyridoxine biosynthetic process|0008615||IEA,SYNPCC7002_A0094,2.6.99.2
NC_010475.1,SYNPCC7002_RS17175,,SYNPCC7002_RS17175,SYNPCC7002_RS17175,GeneMarkS-2+,95308,95436,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_254903487.1,,,,,,
NC_010475.1,SYNPCC7002_RS00475,,SYNPCC7002_RS00475,SYNPCC7002_A0095,Protein Homology,95582,96871,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305735.1,glucose-1-phosphate adenylyltransferase,WP_012305735.1,"GO:0005978,GO:0008878",,glucose-1-phosphate adenylyltransferase activity|0008878||IEA,glycogen biosynthetic process|0005978||IEA,SYNPCC7002_A0095,2.7.7.27
NC_010475.1,rimI,rimI,SYNPCC7002_RS00480,SYNPCC7002_A0096,Protein Homology,96991,97545,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305736.1,ribosomal protein S18-alanine N-acetyltransferase,WP_012305736.1,"GO:0036211,GO:0042254,GO:0008999",,peptide-alanine-alpha-N-acetyltransferase activity|0008999||IEA,"protein modification process|0036211||IEA,ribosome biogenesis|0042254||IEA",SYNPCC7002_A0096,2.3.1.266
NC_010475.1,SYNPCC7002_RS00485,,SYNPCC7002_RS00485,SYNPCC7002_RS00485,GeneMarkS-2+,97815,98096,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_143589372.1,,,,,,
NC_010475.1,lysA,lysA,SYNPCC7002_RS00490,SYNPCC7002_A0097,Protein Homology,98194,99582,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305737.1,diaminopimelate decarboxylase,WP_012305737.1,"GO:0009089,GO:0008836",,diaminopimelate decarboxylase activity|0008836||IEA,lysine biosynthetic process via diaminopimelate|0009089||IEA,SYNPCC7002_A0097,4.1.1.20
NC_010475.1,cdaA,cdaA,SYNPCC7002_RS00495,SYNPCC7002_A0098,Protein Homology,99746,100627,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305738.1,diadenylate cyclase CdaA,WP_012305738.1,"GO:0006171,GO:0004016",,adenylate cyclase activity|0004016||IEA,cAMP biosynthetic process|0006171||IEA,SYNPCC7002_A0098,2.7.7.85
NC_010475.1,SYNPCC7002_RS00500,,SYNPCC7002_RS00500,SYNPCC7002_A0099,Protein Homology,100643,101380,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305739.1,isoprenyl transferase,WP_012305739.1,GO:0016765,,transferase activity%2C transferring alkyl or aryl (other than methyl) groups|0016765||IEA,,SYNPCC7002_A0099,
NC_010475.1,SYNPCC7002_RS00510,,SYNPCC7002_RS00510,SYNPCC7002_A0101,Protein Homology,101724,103730,+,,,COORDINATES: protein motif:HMM:NF012862.5,caspase family protein,WP_012305740.1,"GO:0006508,GO:0004197",,cysteine-type endopeptidase activity|0004197||IEA,proteolysis|0006508||IEA,SYNPCC7002_A0101,
NC_010475.1,SYNPCC7002_RS00515,,SYNPCC7002_RS00515,SYNPCC7002_A0103,Protein Homology,103895,104227,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305742.1,YbaB/EbfC family nucleoid-associated protein,WP_012305742.1,GO:0003677,,DNA binding|0003677||IEA,,SYNPCC7002_A0103,
NC_010475.1,murB,murB,SYNPCC7002_RS00520,SYNPCC7002_A0104,Protein Homology,104356,105300,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305743.1,UDP-N-acetylmuramate dehydrogenase,WP_012305743.1,"GO:0008762,GO:0071949",,"UDP-N-acetylmuramate dehydrogenase activity|0008762||IEA,FAD binding|0071949||IEA",,SYNPCC7002_A0104,1.3.1.98
NC_010475.1,murC,murC,SYNPCC7002_RS00525,SYNPCC7002_A0105,Protein Homology,105340,106806,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305744.1,UDP-N-acetylmuramate--L-alanine ligase,WP_012305744.1,"GO:0009252,GO:0008763",,UDP-N-acetylmuramate-L-alanine ligase activity|0008763||IEA,peptidoglycan biosynthetic process|0009252||IEA,SYNPCC7002_A0105,6.3.2.8
NC_010475.1,SYNPCC7002_RS00530,,SYNPCC7002_RS00530,SYNPCC7002_A0106,Protein Homology,107108,108124,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012265625.1,type I glyceraldehyde-3-phosphate dehydrogenase,WP_012305745.1,,,,,SYNPCC7002_A0106,1.2.1.-
NC_010475.1,SYNPCC7002_RS00535,,SYNPCC7002_RS00535,SYNPCC7002_A0107,Protein Homology,108257,108601,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305746.1,hypothetical protein,WP_012305746.1,,,,,SYNPCC7002_A0107,
NC_010475.1,SYNPCC7002_RS00540,,SYNPCC7002_RS00540,SYNPCC7002_A0108,Protein Homology,108852,109724,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305747.1,S-methyl-5'-thioadenosine phosphorylase,WP_012305747.1,,,,,SYNPCC7002_A0108,2.4.2.28
NC_010475.1,SYNPCC7002_RS00545,,SYNPCC7002_RS00545,SYNPCC7002_A0109,Protein Homology,109795,110373,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009544118.1,peroxiredoxin,WP_012305748.1,GO:0051920,,peroxiredoxin activity|0051920||IEA,,SYNPCC7002_A0109,1.11.1.24
NC_010475.1,SYNPCC7002_RS00550,,SYNPCC7002_RS00550,SYNPCC7002_A0110,Protein Homology,110430,111740,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305749.1,dihydrolipoamide acetyltransferase family protein,WP_012305749.1,GO:0006096,,,glycolytic process|0006096||IEA,SYNPCC7002_A0110,2.3.1.-
NC_010475.1,psbV,psbV,SYNPCC7002_RS00555,SYNPCC7002_A0112,Protein Homology,111950,112462,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305751.1,photosystem II cytochrome c-550,WP_012305751.1,"GO:0015979,GO:0010242,GO:0020037,GO:0009523",photosystem II|0009523||IEA,"oxygen evolving activity|0010242||IEA,heme binding|0020037||IEA",photosynthesis|0015979||IEA,SYNPCC7002_A0112,
NC_010475.1,SYNPCC7002_RS00560,,SYNPCC7002_RS00560,SYNPCC7002_A0113,Protein Homology,112709,113413,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305752.1,sirohydrochlorin chelatase,WP_012305752.1,,,,,SYNPCC7002_A0113,
NC_010475.1,SYNPCC7002_RS00565,,SYNPCC7002_RS00565,SYNPCC7002_A0114,Protein Homology,113548,114129,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305753.1,zf-TFIIB domain-containing protein,WP_012305753.1,,,,,SYNPCC7002_A0114,
NC_010475.1,SYNPCC7002_RS00570,,SYNPCC7002_RS00570,SYNPCC7002_A0115,Protein Homology,114276,116504,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008273978.1,glycoside hydrolase,WP_012305754.1,,,,,SYNPCC7002_A0115,
NC_010475.1,SYNPCC7002_RS00575,,SYNPCC7002_RS00575,SYNPCC7002_A0116,Protein Homology,116526,117704,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_016515896.1,aldo/keto reductase,WP_012305755.1,,,,,SYNPCC7002_A0116,
NC_010475.1,SYNPCC7002_RS00580,,SYNPCC7002_RS00580,SYNPCC7002_A0117,Protein Homology,118054,118548,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305756.1,glutathione peroxidase,WP_012305756.1,"GO:0004602,GO:0043295",,"glutathione peroxidase activity|0004602||IEA,glutathione binding|0043295||IEA",,SYNPCC7002_A0117,1.11.1.-
NC_010475.1,SYNPCC7002_RS00585,,SYNPCC7002_RS00585,SYNPCC7002_A0118,Protein Homology,118649,119449,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002751043.1,glutathione S-transferase family protein,WP_012305757.1,,,,,SYNPCC7002_A0118,
NC_010475.1,SYNPCC7002_RS00590,,SYNPCC7002_RS00590,SYNPCC7002_A0119,Protein Homology,119567,119926,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305758.1,single-stranded DNA-binding protein,WP_012305758.1,,,,,SYNPCC7002_A0119,
NC_010475.1,SYNPCC7002_RS00595,,SYNPCC7002_RS00595,SYNPCC7002_A0120,Protein Homology,120060,121814,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305759.1,ABC transporter ATP-binding protein,WP_012305759.1,,,,,SYNPCC7002_A0120,
NC_010475.1,SYNPCC7002_RS00600,,SYNPCC7002_RS00600,SYNPCC7002_A0121,Protein Homology,121880,123379,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305760.1,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase,WP_012305760.1,"GO:0008360,GO:0009058,GO:0051301,GO:0005524,GO:0016874",,"ATP binding|0005524||IEA,ligase activity|0016874||IEA","regulation of cell shape|0008360||IEA,biosynthetic process|0009058||IEA,cell division|0051301||IEA",SYNPCC7002_A0121,6.3.2.13
NC_010475.1,SYNPCC7002_RS00605,,SYNPCC7002_RS00605,SYNPCC7002_A0122,Protein Homology,123484,124035,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305761.1,NUDIX hydrolase,WP_012305761.1,GO:0046872,,metal ion binding|0046872||IEA,,SYNPCC7002_A0122,3.6.-.-
NC_010475.1,der,der,SYNPCC7002_RS00610,SYNPCC7002_A0123,Protein Homology,124239,125600,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009546754.1,ribosome biogenesis GTPase Der,WP_012305762.1,"GO:0042254,GO:0003924,GO:0005525,GO:0043022,GO:0005737",cytoplasm|0005737||IEA,"GTPase activity|0003924||IEA,GTP binding|0005525||IEA,ribosome binding|0043022||IEA",ribosome biogenesis|0042254||IEA,SYNPCC7002_A0123,3.6.5.-
NC_010475.1,SYNPCC7002_RS00615,,SYNPCC7002_RS00615,SYNPCC7002_A0124,Protein Homology,125648,126877,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305763.1,trans-acting enoyl reductase family protein,WP_012305763.1,,,,,SYNPCC7002_A0124,
NC_010475.1,SYNPCC7002_RS00620,,SYNPCC7002_RS00620,SYNPCC7002_A0125,Protein Homology,126983,127825,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305764.1,formate/nitrite transporter family protein,WP_012305764.1,"GO:0015724,GO:0015499,GO:0005886",plasma membrane|0005886||IEA,formate transmembrane transporter activity|0015499||IEA,formate transport|0015724||IEA,SYNPCC7002_A0125,
NC_010475.1,trmH,trmH,SYNPCC7002_RS00625,SYNPCC7002_A0126,Protein Homology,128441,129100,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305765.1,tRNA (guanosine(18)-2'-O)-methyltransferase TrmH,WP_012305765.1,"GO:0030488,GO:0141100",,tRNA (guanine(18)-2'-O)-methyltransferase activity|0141100||IEA,tRNA methylation|0030488||IEA,SYNPCC7002_A0126,
NC_010475.1,SYNPCC7002_RS00630,,SYNPCC7002_RS00630,SYNPCC7002_A0127,Protein Homology,129138,129524,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305766.1,GFA family protein,WP_012305766.1,GO:0046872,,metal ion binding|0046872||IEA,,SYNPCC7002_A0127,
NC_010475.1,SYNPCC7002_RS00635,,SYNPCC7002_RS00635,SYNPCC7002_A0128,Protein Homology,129535,129978,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002738021.1,Rrf2 family transcriptional regulator,WP_012305767.1,"GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",,SYNPCC7002_A0128,
NC_010475.1,SYNPCC7002_RS00640,,SYNPCC7002_RS00640,SYNPCC7002_A0129,Protein Homology,130195,130581,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305768.1,AbrB family transcriptional regulator,WP_012305768.1,,,,,SYNPCC7002_A0129,
NC_010475.1,SYNPCC7002_RS00645,,SYNPCC7002_RS00645,SYNPCC7002_A0130,Protein Homology,130653,131291,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305769.1,bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase,WP_012305769.1,,,,,SYNPCC7002_A0130,"4.1.2.14,4.1.3.16"
NC_010475.1,SYNPCC7002_RS00650,,SYNPCC7002_RS00650,SYNPCC7002_A0131,Protein Homology,131288,131704,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305770.1,heavy metal-responsive transcriptional regulator,WP_012305770.1,,,,,SYNPCC7002_A0131,
NC_010475.1,SYNPCC7002_RS00655,,SYNPCC7002_RS00655,SYNPCC7002_A0132,Protein Homology,131704,131988,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305771.1,hypothetical protein,WP_012305771.1,,,,,SYNPCC7002_A0132,
NC_010475.1,SYNPCC7002_RS00660,,SYNPCC7002_RS00660,SYNPCC7002_A0133,Protein Homology,132167,133045,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305772.1,carbohydrate ABC transporter permease,WP_012305772.1,"GO:0008643,GO:0055085,GO:0042626,GO:0140359",,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA","carbohydrate transport|0008643||IEA,transmembrane transport|0055085||IEA",SYNPCC7002_A0133,
NC_010475.1,murJ,murJ,SYNPCC7002_RS00665,SYNPCC7002_A0134,Protein Homology,133052,134653,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305773.1,murein biosynthesis integral membrane protein MurJ,WP_012305773.1,"GO:0009252,GO:0034204",,,"peptidoglycan biosynthetic process|0009252||IEA,lipid translocation|0034204||IEA",SYNPCC7002_A0134,
NC_010475.1,psbZ,psbZ,SYNPCC7002_RS00670,SYNPCC7002_A0135,Protein Homology,134875,135063,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012595749.1,photosystem II reaction center protein PsbZ,WP_012305774.1,"GO:0009523,GO:0009538","photosystem II|0009523||IEA,photosystem I reaction center|0009538||IEA",,,SYNPCC7002_A0135,
NC_010475.1,ribH,ribH,SYNPCC7002_RS00675,SYNPCC7002_A0136,Protein Homology,135206,135682,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305775.1,6%2C7-dimethyl-8-ribityllumazine synthase,WP_012305775.1,"GO:0000906,GO:0009349",riboflavin synthase complex|0009349||IEA,6%2C7-dimethyl-8-ribityllumazine synthase activity|0000906||IEA,,SYNPCC7002_A0136,2.5.1.78
NC_010475.1,SYNPCC7002_RS00685,,SYNPCC7002_RS00685,SYNPCC7002_A0138,Protein Homology,136055,138442,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305776.1,transglycosylase domain-containing protein,WP_234991335.1,GO:0016757,,glycosyltransferase activity|0016757||IEA,,SYNPCC7002_A0138,2.4.-.-
NC_010475.1,rppA,rppA,SYNPCC7002_RS00690,SYNPCC7002_A0139,Protein Homology,138439,139122,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305777.1,two-component system response regulator RppA,WP_012305777.1,"GO:0006355,GO:0000156,GO:0000976",,"phosphorelay response regulator activity|0000156||IEA,transcription cis-regulatory region binding|0000976||IEA",regulation of DNA-templated transcription|0006355||IEA,SYNPCC7002_A0139,
NC_010475.1,SYNPCC7002_RS00695,,SYNPCC7002_RS00695,SYNPCC7002_A0140,Protein Homology,139328,139741,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305778.1,DUF4278 domain-containing protein,WP_012305778.1,,,,,SYNPCC7002_A0140,
NC_010475.1,SYNPCC7002_RS00700,,SYNPCC7002_RS00700,SYNPCC7002_A0141,Protein Homology,139947,142412,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305779.1,ATP-dependent Clp protease ATP-binding subunit,WP_012305779.1,,,,,SYNPCC7002_A0141,
NC_010475.1,SYNPCC7002_RS00705,,SYNPCC7002_RS00705,SYNPCC7002_A0142,Protein Homology,142542,142913,-,,,COORDINATES: protein motif:HMM:NF016372.5,DUF565 domain-containing protein,WP_012305780.1,,,,,SYNPCC7002_A0142,
NC_010475.1,SYNPCC7002_RS00710,,SYNPCC7002_RS00710,SYNPCC7002_A0143,Protein Homology,142940,143542,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305781.1,DUF3611 family protein,WP_012305781.1,,,,,SYNPCC7002_A0143,
NC_010475.1,SYNPCC7002_RS00715,,SYNPCC7002_RS00715,SYNPCC7002_A0144,Protein Homology,143821,145422,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305782.1,YcjF family protein,WP_012305782.1,,,,,SYNPCC7002_A0144,
NC_010475.1,SYNPCC7002_RS00720,,SYNPCC7002_RS00720,SYNPCC7002_A0145,Protein Homology,145445,146026,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305783.1,hypothetical protein,WP_012305783.1,,,,,SYNPCC7002_A0145,
NC_010475.1,SYNPCC7002_RS00725,,SYNPCC7002_RS00725,SYNPCC7002_A0146,Protein Homology,146077,147843,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305784.1,NFACT family protein,WP_012305784.1,,,,,SYNPCC7002_A0146,
NC_010475.1,groL,groL,SYNPCC7002_RS00730,SYNPCC7002_A0147,Protein Homology,148056,149723,+,60 kDa chaperone family%3B promotes refolding of misfolded polypeptides especially under stressful conditions%3B forms two stacked rings of heptamers to form a barrel-shaped 14mer%3B ends can be capped by GroES%3B misfolded proteins enter the barrel where they are refolded when GroES binds,,COORDINATES: similar to AA sequence:RefSeq:WP_002759846.1,chaperonin GroEL,WP_012305785.1,"GO:0042026,GO:0140662",,ATP-dependent protein folding chaperone|0140662||IEA,protein refolding|0042026||IEA,SYNPCC7002_A0147,
NC_010475.1,SYNPCC7002_RS16040,,SYNPCC7002_RS16040,SYNPCC7002_A0148,Protein Homology,149816,153046,-,,,COORDINATES: protein motif:HMM:TIGR00229.1,PAS domain-containing protein,WP_012305786.1,GO:0005515,,protein binding|0005515||IEA,,SYNPCC7002_A0148,
NC_010475.1,SYNPCC7002_RS00740,,SYNPCC7002_RS00740,SYNPCC7002_A0149,Protein Homology,153399,154799,-,,,COORDINATES: protein motif:HMM:NF012744.5,glycosyltransferase family 4 protein,WP_012305787.1,GO:0016757,,glycosyltransferase activity|0016757||IEA,,SYNPCC7002_A0149,2.4.-.-
NC_010475.1,SYNPCC7002_RS00745,,SYNPCC7002_RS00745,SYNPCC7002_A0150,Protein Homology,154890,156641,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305788.1,bifunctional UDP-sugar hydrolase/5'-nucleotidase,WP_234991336.1,"GO:0008253,GO:0046872",,"5'-nucleotidase activity|0008253||IEA,metal ion binding|0046872||IEA",,SYNPCC7002_A0150,
NC_010475.1,SYNPCC7002_RS00750,,SYNPCC7002_RS00750,SYNPCC7002_A0151,Protein Homology,156915,158534,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015224184.1,mechanosensitive ion channel,WP_041443304.1,"GO:0055085,GO:0008381",,mechanosensitive monoatomic ion channel activity|0008381||IEA,transmembrane transport|0055085||IEA,SYNPCC7002_A0151,
NC_010475.1,SYNPCC7002_RS00755,,SYNPCC7002_RS00755,SYNPCC7002_A0152,Protein Homology,158726,159169,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305790.1,SRPBCC family protein,WP_012305790.1,,,,,SYNPCC7002_A0152,
NC_010475.1,SYNPCC7002_RS00760,,SYNPCC7002_RS00760,SYNPCC7002_A0153,Protein Homology,159222,159494,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002735841.1,hypothetical protein,WP_012305791.1,,,,,SYNPCC7002_A0153,
NC_010475.1,SYNPCC7002_RS00765,,SYNPCC7002_RS00765,SYNPCC7002_A0154,Protein Homology,159599,160267,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305792.1,energy-coupling factor ABC transporter ATP-binding protein,WP_012305792.1,,,,,SYNPCC7002_A0154,
NC_010475.1,dut,dut,SYNPCC7002_RS00770,SYNPCC7002_A0155,Protein Homology,160274,160702,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305793.1,dUTP diphosphatase,WP_012305793.1,"GO:0006226,GO:0046081,GO:0000287,GO:0004170",,"magnesium ion binding|0000287||IEA,dUTP diphosphatase activity|0004170||IEA","dUMP biosynthetic process|0006226||IEA,dUTP catabolic process|0046081||IEA",SYNPCC7002_A0155,3.6.1.23
NC_010475.1,SYNPCC7002_RS00775,,SYNPCC7002_RS00775,SYNPCC7002_A0156,GeneMarkS-2+,160764,161612,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_012305794.1,,,,,SYNPCC7002_A0156,
NC_010475.1,psbA,psbA,SYNPCC7002_RS00780,SYNPCC7002_A0157,Protein Homology,161801,162883,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_045870379.1,photosystem II q(b) protein,WP_012305795.1,"GO:0009055,GO:0009539",photosystem II reaction center|0009539||IEA,electron transfer activity|0009055||IEA,,SYNPCC7002_A0157,1.10.3.9
NC_010475.1,SYNPCC7002_RS00785,,SYNPCC7002_RS00785,SYNPCC7002_A0158,Protein Homology,163051,165204,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305796.1,transglycosylase SLT domain-containing protein,WP_012305796.1,,,,,SYNPCC7002_A0158,
NC_010475.1,SYNPCC7002_RS00790,,SYNPCC7002_RS00790,SYNPCC7002_A0159,Protein Homology,165337,166389,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012305797.1,fatty acid desaturase,WP_012305797.1,GO:0006629,,,lipid metabolic process|0006629||IEA,SYNPCC7002_A0159,1.14.19.-
