GENE,t=0h,t=3h,t=6h,t=12h,t=24h,t=48h,Nitrite,Urea,ANNOTATION
PMT0183,-0.115219138,0.000716203,-0.414785869,0.282585213,-0.205709354,0.520537302,0.08816589,0.499721444,inositol monophosphate family protein
PMT0184,-0.407084096,-0.561994737,0.525956554,1.208341471,0.563439445,1.129315652,-0.52170354,0.12383194,masA putative enolase-phosphatase E-1
PMT0185,-0.030993668,-0.096631794,0.152482322,-0.699055107,0.033869694,0.524713468,-0.217815511,-0.190131646,Putative sugar aldolase
PMT0186,0.051046707,-0.343226298,0.070044163,0.099957183,0.347894015,0.323065464,-0.179127463,-0.351923276,FPG Formamidopyrimidine-DNA glycolase (FAPY-DNAglycolase)
PMT0187,0.167284802,-0.167410662,0.134677787,-0.113673187,-0.621024147,**-1.92009328071791,0.183874967,-0.029431408,psaE Photosystem I PsaE protein (subunit IV)
PMT0188,0.07036564,-0.031739061,0.169826074,0.177762574,0.212697411,0.773184082,-0.138252341,0.0610301,conserved hypothetical protein
PMT0189,-0.14856099,-0.234291253,-0.520288374,-0.153155732,0.166251581,0.703404169,-0.186175349,0.681510227,DEAD/DEAH box helicase:Helicase C-terminaldomain:ATP-depende...
PMT0190,-0.426294559,0.059366259,0.196800315,0.646072309,0.661892531,-0.140622205,0.029164135,-0.698488059,possible LysM domain
PMT0191,-0.130818332,0.083687672,0.088556885,0.088155932,-0.088957798,-0.306594462,0.109729586,0.03908672,Putative aldehyde dehydrogenase
PMT0192,0.739408025,0.42384417,-0.223340764,-0.282367841,-0.381478928,**2.89741157145717,0.35139878,0.623220999,Glycoside hydrolase family
PMT0193,-0.274229304,-0.083948837,-0.278198534,-0.261813758,-0.428613015,**-1.25452762002151,-0.158460739,0.043562726,Sodium:alanine symporter family
PMT0194,0.171686923,-0.198026898,0.078449056,0.528273557,*1.21131211332434,0.512750699,0.115009076,0.282445196,conserved hypothetical protein
PMT0195,-0.081514495,0.141846968,0.092954331,0.070339858,0.18996731,-0.04111127,-0.335716251,-0.407608709,aroD Dehydroquinase class II
PMT0196,-0.293711972,-0.26664191,-0.119444453,-0.588017186,0.467156107,-0.500520006,-0.556173236,-0.393481418,similar to tRNA-(MS[2]IO[6]A)-hydroxylase
PMT0197,-0.053300638,0.039613576,0.220176785,-0.772277742,0.369550778,-0.865683646,0.011024303,-0.177797268,similar to methionine salvage pathway enzymeE-2/E-2'
PMT0198,0.598002876,0.58061006,0.174821996,0.047151459,-0.666435495,0.399772759,-0.060302569,-0.063429988,cobI/cbiL PRECORRIN-2 C20-METHYLTRANSFERASE
PMT0199,-0.160757917,0.11470277,-0.683922317,-0.550221587,-0.501264019,-1.653656339,-0.393547768,-0.213836531,conserved hypothetical protein
PMT0200,-0.091938011,-0.299912987,0.518283173,-1.004503441,-1.25337535,0.157360176,-0.192421954,-0.306683647,putative nitrogen regulation protein NifR3 familyhomolog
PMT0201,0.141474506,0.234710756,0.592660616,0.553154141,**1.45699450187541,**1.82227313442635,0.409445977,0.572869151,conserved hypothetical protein
PMT0202,0.548165199,0.180289824,-0.047794665,-0.794909765,-0.662984288,0.738280157,-0.32214704,0.419359226,conserved hypothetical protein
PMT0203,0.238720527,0.119036756,-0.169083208,-1.444216117,-2.052306619,-0.461184617,-0.29611376,-0.050862236,GTP-binding protein (HSR1-related):AAA ATPasesuperfamily
PMT0204,0.336100583,0.146124367,-0.300316436,-1.095802569,-0.443267549,-0.774283823,-0.038167847,0.237017742,possible cobalt transport protein
PMT0205,0.214391555,0.159502007,0.11642438,0.014918578,0.141625096,-0.233439386,0.133698244,-0.034884809,conserved hypothetical protein
PMT0206,0.335975497,0.519204486,0.026418113,0.186688733,0.577321314,-0.306266981,0.451660349,-0.150362802,conserved hypothetical protein
PMT0207,-0.173350738,-0.194007481,-0.287058744,0.128581985,0.254899527,*-0.85711464529463,-0.139068573,-0.472868443,conserved hypothetical protein
PMT0208,-0.166226735,0.032727934,-0.308870585,-0.611920788,-0.716373461,-0.105330425,-0.352306147,-0.546458093,proC Delta 1-pyrroline-5-carboxylate reductase
PMT0209,-0.118217194,0.034118083,0.026655738,-0.061954681,-0.279951411,-0.007655807,-0.04304811,0.390653299,Glycosyl transferases group 1
PMT0210,-0.170068394,0.000368483,-0.143342719,-0.182725784,-0.412957799,-0.999297455,-0.092937079,0.525850228,"putative multidrug efflux transporter, MFSfamily"
PMT0211,-0.087600107,-0.412041428,-0.015736434,-1.190778045,-1.04216993,0.991604553,0.086312936,0.179093297,Recombination protein O (RecO)
PMT0212,-0.13887643,-0.201355419,-0.337792689,-0.185606324,-0.50689965,0.840572743,-0.266159599,0.062920423,Putative deoxyribose-phosphate aldolase (DeoC)
PMT0213,0.207156638,0.253215749,0.421424531,0.327280502,0.180155584,-0.748240433,-0.030258086,-0.400705606,lrtA light repressed protein A homolog
PMT0214,0.733846562,0.465755876,0.61635994,-0.600538039,-1.097804381,-1.003101146,-0.018537011,0.107127745,lipB putative lipoate-protein ligase B
PMT0215,-0.013431023,-0.185997671,-0.021403139,-0.052702526,0.128676818,0.123225155,-0.113455157,0.426478784,fadD putative long-chain-fatty-acid--CoA ligase
PMT0216,-0.589738488,-0.34193995,-0.188024209,-0.164767477,0.03616573,-0.750044935,-0.52898168,**-1.20502091568559,conserved hypothetical protein
PMT0217,-0.2543433,-0.084873911,0.129833186,-0.398942185,-0.56355516,-0.873132112,0.286365551,1.249103198,"possible potassium channel, VIC family"
PMT0218,-0.183938609,-0.281220378,0.352913997,0.743826934,-0.361998095,-1.042063497,0.039365271,0.733524676,hypothetical
PMT0219,1.044462955,1.300217294,-0.069738581,-0.711208643,-1.258104116,-0.803858974,0.159841888,-0.384352891,possible Tropomyosin
PMT0220,-0.102719647,-0.214259702,-0.362021763,-0.541561995,-0.473344758,-0.083258502,-0.282362777,0.005237955,"pdhC Dihydrolipoamide S-acetyltransferase component(E2), pyruvate de"
PMT0221,-0.215993012,-0.090803101,0.151522014,0.282549488,0.06573017,*-1.26715197971513,0.383474697,-0.412631854,NHL repeat
PMT0222,-0.011041386,0.168318916,-0.823042067,-0.233593474,-0.753820331,-0.339603339,-0.050874378,0.001124689,ydaO Amino acid permease:Permease for amino acids andrelated comp...
PMT0223,0.011010288,0.083932789,-0.198268138,0.762015803,1.005065081,1.132498454,0.174897598,0.279856366,queA Queuosine biosynthesis protein
PMT0224,-0.298194267,0.023749246,0.123048129,0.302136591,0.37404848,0.210720452,0.162134225,-0.43216651,cysK1 O-acetylserine (thiol)-lyase A
PMT0225,-0.034907737,0.220696369,-0.229385324,-0.373345692,-0.72659315,0.476592003,-1.021358468,-0.686273414,possible cystathionine gamma-synthase
PMT0226,0.011378605,0.097075912,-0.027554098,0.355265662,-0.169878983,0.513349007,-0.191789618,-0.287044743,metB putative Cystathionine gamma-synthase
PMT0227,-0.190873002,-0.125572139,*-0.678219377023594,**-1.61252696244110,**-1.91404513046193,**-1.13284479082629,-0.202808513,-0.407585257,"rpsD,rps4 30S ribosomal protein S4"
PMT0228,0.382947473,0.134397632,0.215236473,-0.088501365,0.074313704,0.219227473,0.420409928,0.187844185,conserved hypothetical protein
PMT0229,0.233802828,0.220686476,-0.048050515,0.049020935,0.147016213,0.143830831,0.377129376,-0.353986241,conserved hypothetical protein
PMT0230,0.47088606,0.380219289,0.04450759,-0.524588823,-0.294689484,-0.272187568,-0.024463878,-0.05533175,murE UDP-N-acetylmuramyl-tripeptide synthetase
PMT0231,0.038365449,-0.899530819,0.868396384,0.755246616,-1.258400012,1.048993686,-1.030031378,0.469020418,yqjL Esterase/lipase/thioesterase family activesite:Prolyl aminop...
PMT0232,-0.271171979,-0.308822349,-0.397065524,-0.517569412,-0.527173233,-0.078675794,0.348725716,-0.014855478,hupE putative hydrogenase accessory protein
PMT0233,0.592009937,-0.02815288,0.084852104,-0.250596503,-1.003064816,-0.612313241,-0.948448378,0.210045033,putative L-cysteine/cystine lyase
PMT0234,0.450978698,0.127578658,-0.38755824,0.287427249,-0.045046739,0.567502677,-0.262821477,-0.178830522,Phage integrase
PMT0235,-0.942098544,-0.743435958,-0.879313547,0.787036375,-1.245699854,0.754748173,0.700672615,1.439118923,hypothetical
PMT0236,-0.674672786,-0.983553452,-1.442182783,-0.584530998,0.266555607,3.030530632,0.075849476,0.940923454,possible Ser/Thr protein phosphatase
PMT0237,-0.232159964,0.214955642,0.093613864,1.573967288,1.589630214,1.279563395,0.827018945,0.624850595,hypothetical
PMT0238,0.390881928,-0.057357361,0.184935396,0.505724774,0.374014142,0.536064598,-0.23359597,-0.885704008,"possible DNA polymerase III beta subunit, cent"
PMT0239,0.514666888,-0.080026358,0.134114118,0.122882615,0.039100587,**-1.40516058270435,0.084772648,-0.645969839,possible Indole-3-glycerol phosphate synthase
PMT0240,0.826170923,-0.049882642,-0.459987263,1.248098455,1.219452996,1.872533243,0.388963472,0.582487056,conserved hypothetical protein
PMT0241,0.352445614,0.025748353,-0.307092753,-0.32752592,*-1.19167469128047,**-2.23313223727461,0.120328055,-0.501226757,hypothetical
PMT0242,0.197902288,-0.133051784,0.138044779,-0.074705957,-0.593469548,*-0.939183152050948,0.251361221,-0.231021492,hypothetical
PMT0243,0.3807022,-0.027960835,0.002767871,-0.27813624,-0.695540238,**-1.99917099256629,0.163940403,-0.652605828,possible REJ domain
PMT0244,0.221903925,-0.064322552,0.146857074,0.096823728,-0.126271303,-0.809546434,0.219190203,-0.488549731,hypothetical
PMT0245,0.367790412,-0.05242303,0.164721606,0.259400289,0.351006448,**-1.02029098726807,0.086634192,-0.566495101,hypothetical
PMT0246,0.987841991,0.57494112,*0.728540923717787,0.466716635,**0.879919629886461,*-0.940484376369877,-0.259583436,-0.262380829,possible Profilin
PMT0247,0.188529757,-0.063618366,0.159807488,-0.183877571,-0.723698523,**-1.96892619371107,0.18234266,-0.253838831,possible (M20568) ORF 11 [Azotobactervinelandii]
PMT0248,0.014869694,0.296959662,-2.291153782,-0.210101744,-1.960858306,-1.007211002,0.08027195,0.29750342,possible Lysyl hydrolase
PMT0249,-0.181507366,0.072368922,-0.399835653,-0.688112203,-1.262923694,**-3.92542240873681,-0.325258189,0.17710676,"fatty acid desaturase, type 2"
PMT0250,-0.230804443,-0.090929675,-0.459822337,-0.892574043,-0.72287201,-1.419995282,-0.052846846,0.16630735,possible similar to MrsD protein
PMT0251,-0.134406194,0.054588909,0.131359906,0.718216442,0.512464735,-1.153482594,0.004175387,-0.298970768,possible Replication protein
PMT0252,0.179621588,0.196966795,-0.292520181,-0.568994508,-0.595032104,-2.324743984,-0.252136714,-1.05771501,lemA putative lemA protein
PMT0253,-0.426645954,0.060147733,-0.511400727,-0.483512724,-2.786348015,-1.947764917,-0.422126212,-0.792914608,possible Galanin
PMT0254,0.654923672,0.210866846,0.23918967,0.302679289,-0.142346052,-0.45872502,-0.07399546,0.708785738,NifU-like protein
PMT0255,-0.268059326,0.034410464,-0.293973673,0.148902192,-0.996504,-1.963705485,-0.178381693,-0.030735011,mqo putative malate/quinone oxidoreductase
PMT0256,0.690571625,0.53504541,*0.717832082995034,1.094757579,0.096400381,-0.937008638,0.240044802,1.011909313,Hemolysin-type calcium-binding region:RTXN-terminal domain
PMT0257,-0.237792455,-0.052558306,-0.136960385,-0.178300409,-0.605785828,0.233965817,-0.128160077,0.04736378,lepA GTP-binding protein LepA
PMT0258,0.77970561,0.294761078,0.043768125,0.241733224,-0.460286178,**-2.96918448693368,-0.129124661,0.623403709,hypothetical protein
PMT0259,0.871953894,0.262584864,0.293985113,0.912160706,0.361557825,0.029188677,0.122109799,0.70679346,hypothetical protein
PMT0260,0.599794227,0.273478128,0.573212782,1.299916851,-1.290481315,*-3.85669449860576,0.369050173,1.417067157,hypothetical protein
PMT0261,0.522381089,0.586435099,0.327097533,1.493040859,1.03616751,-5.34E-05,0.029511423,*1.37428430358076,hypothetical protein
PMT0262,0.394230564,0.084558906,0.373442584,0.846460222,0.502765897,0.323787672,-1.106475845,*1.11669010767743,possible pilin
PMT0263,0.194605213,0.013470306,0.056472479,0.451918631,0.197829441,0.277944666,-0.184921031,-0.097784275,possible pilin
PMT0264,-0.134007995,0.053099085,0.527007056,-1.110526167,-1.392439782,-0.234387416,-0.133808804,-0.428650928,hypothetical
PMT0265,0.358208001,0.012631831,-0.249966687,-0.243354943,0.23401907,-0.956811713,-0.995944238,-0.560434392,two component sensor histidine kinase
PMT0266,-0.257631065,-0.053569065,0.101152619,-0.343757863,-0.28197886,0.341046226,-0.033861549,-0.333323823,"putative ABC transporter, oligopeptides"
PMT0267,0.065139147,0.202534081,0.026914547,-0.096376464,-0.004798359,0.38972923,-0.217818544,-0.066834317,conserved hypothetical protein
PMT0268,0.447898758,0.764366778,-0.007398042,-1.335928012,-0.263616035,0.908296198,0.027722037,-0.322035525,tRNA/rRNA methyltransferase (SpoU)
PMT0269,0.236820635,0.002900928,-0.377100317,-0.248578449,-0.058072697,-0.0751035,-0.024630425,0.202350039,Methylated-DNA--protein-cysteinemethyltransferase
PMT0270,0.16282658,0.060580616,-0.282464218,-1.022443859,-1.554059512,0.005620416,-0.095330753,0.263503435,Sun protein (Fmu protein)
PMT0271,-0.196216958,-0.102555843,-0.184341104,-0.590444539,-1.309740388,-1.727488883,0.172139552,0.3155128,putative penicillin binding protein
PMT0272,-0.685581892,0.020169903,-0.207594224,-0.369415117,**-1.17667642841941,*-1.10096113644024,0.149479183,-0.036127565,chlG chlorophyll synthase 33 kD subunit
PMT0273,-0.291694306,0.152854839,0.153962462,0.176573381,-0.327598178,-0.706967421,0.139206142,-0.065187475,conserved hypothetical protein
PMT0274,0.426365669,0.467291018,0.118129842,-1.223442932,-1.096748637,0.490915816,-0.873534091,-0.649707962,hisF Imidazole glycerol phosphate synthase subunitHisF (cyclase)
PMT0275,-0.020765036,0.102737922,-0.095624274,-0.260582217,-0.374843607,0.764328741,-0.254512788,-0.324865119,SAM (and some other nucleotide) binding motif
PMT0276,-0.377399825,-0.45714522,-0.043720954,-1.056421372,*-2.77988153478449,1.015858159,-0.276194993,-0.019812461,gerCB putative menaquinone biosynthesismethlytransferase (spore ge...
PMT0277,0.357470026,0.188872472,0.375754576,0.129011559,-0.11910528,*-3.16144952515932,-0.291430311,0.031426806,conserved hypothetical
PMT0278,0.398963122,0.218273478,0.358696388,-0.108285675,-0.083683008,*-1.70852718538278,0.268038313,0.476542026,hypothetical
PMT0279,-0.311112959,-0.156379545,-0.745170309,0.144343898,-0.841219292,0.37573486,-0.768710305,-0.877376754,hypothetical
PMT0280,-0.184969477,-0.102245856,-0.04275389,-0.720523332,-1.161231283,-1.644247666,0.160916069,0.352854453,SAM (and some other nucleotide) binding motif:TPRrepeat
PMT0281,-0.762541101,-0.532059738,0.354459913,0.053580134,-1.062794241,0.460187046,1.015679169,1.085490139,"possible Resolvase, N terminal domain"
PMT0282,-0.033247756,-0.169973302,0.651912364,-0.660082727,-1.802436198,-1.841141083,-0.484795642,0.008181779,hypothetical
PMT0283,-0.416728699,0.04007021,0.435233286,-0.022800506,-0.133696298,-0.663527449,-0.148689075,0.016528496,"glyQ,glyS(a) Glycyl-tRNA synthetase, alpha subunit"
PMT0284,0.620948566,-0.000867556,-0.016271813,-0.178123113,-0.152892051,0.174803548,-0.289578884,**1.75605523542970,som possible porin
PMT0285,0.23551675,-0.317430016,*0.967916265868305,0.19984106,0.377438165,-0.708943987,-0.166786078,**1.37679995292137,possible Peptidase family M20/M25/M40
PMT0286,-0.41300914,-0.213288015,0.074890442,0.643581431,-1.328016039,-1.860240433,0.274431157,0.503628108,conserved hypothetical protein
PMT0287,0.646400556,0.127115941,-0.144462086,-0.378944184,-0.907392165,-0.188324053,-0.199111271,**1.17912203639597,"futA1,sfuA, idiA putative iron ABC transporter, substrate bindingprotein"
PMT0288,1.760987765,0.386236385,-0.087523309,-0.437846417,0.907790004,1.545121195,0.178310416,0.161065269,hypothetical
PMT0289,0.569274551,0.858803899,0.353521641,-1.004491879,-0.501604935,1.418442638,0.013600922,-0.506435665,ComEC/Rec2-related protein
PMT0290,0.288198841,-0.016588947,-0.065149827,0.392772989,0.463708411,-0.510940125,0.181065707,0.336670988,Phage integrase
PMT0291,0.969083202,0.603272593,-0.03680178,0.55735618,1.258623116,-0.731604796,-0.372715506,0.013225311,"possible Zinc finger, C3HC4 type (RING finger)"
PMT0292,-2.302243886,-2.025433776,1.105617808,-0.687838883,-1.471425343,2.061785926,-0.761065053,2.245593791,hypothetical
PMT0293,0.530407467,0.204051036,0.207944948,-0.256706014,-1.511919719,-0.513827386,0.354992636,0.35753206,hypothetical
PMT0294,0.077132646,-0.30480781,-0.61679654,0.579570317,0.208012274,1.27498165,0.778889459,0.158783685,Site-specific recombinase
PMT0295,0.007709242,-0.009751161,-0.106468362,0.382400213,0.262055977,-1.73864086,0.121117532,0.292532634,TPR repeat
PMT0296,-0.002085538,-0.086784107,0.007377529,0.503748444,0.201083631,-1.59662295,-0.010035765,0.259881885,TPR repeat
PMT0297,0.389766322,0.641394189,-1.029212665,0.665223658,-1.123125707,0.217639124,-0.41643319,-0.528102218,Staphylococcus nuclease (SNase) homologues
PMT0298,0.65040568,1.335365461,0.000691745,-0.037019812,-0.121928037,-0.433076092,-0.679922828,-0.668049281,hypothetical
PMT0299,-1.60239595,-1.034564068,-0.57547051,0.136175549,0.001274809,-0.182811233,1.443210695,1.648007286,possible Cation-dependent mannose-6-phosphate
PMT0300,-0.357526437,0.195542011,-0.072014335,-0.448995293,0.877643036,-1.385105658,-0.253224743,0.270501427,TPR repeat
PMT0301,0.745616133,0.553406251,-0.114043265,0.137985221,0.515819917,-3.028726096,-0.084502753,0.559390425,possible Fanconi anaemia group C protein
PMT0302,0.250730333,-0.377684767,0.310724504,0.290966884,-0.588893465,-0.381321263,-0.022265598,0.263582532,conserved hypothetical protein
PMT0303,0.335328563,-0.293472858,-0.003021385,0.281041456,1.675898162,1.050673458,0.123348405,0.555652809,possible Kelch motif
PMT0305,0.174367918,0.037239337,0.36234898,-0.378390219,-0.146614519,-0.856871835,-0.103231997,0.137660197,conserved hypothetical protein
PMT0306,-0.449188233,-2.444662057,-1.909022729,-0.582356182,-0.369448885,0.555624822,-0.658671159,-1.508058367,hypothetical
PMT0307,-1.222700373,0.148652116,0.389197507,0.937751699,1.235785335,0.574517201,0.08718426,-0.086061252,conserved hypothetical protein
PMT0308,-0.225161348,-0.141824713,-0.310988084,-0.46391279,-0.383288619,0.946142539,0.111968995,0.058134238,Hydantoinase/oxoprolinase:HydantoinaseB/oxoprolinase
PMT0309,0.108000754,0.203549061,-0.013186401,-0.109650572,-0.016232985,-0.632764857,0.28642219,0.054503425,conserved hypothetical protein
PMT0310,-0.202800349,0.04296494,-0.10419528,-0.141922406,-0.401774689,-0.161025804,-0.157646999,-0.026077663,probable glycosyltransferase
PMT0311,0.049707825,-0.141687584,-0.19915223,0.069489673,0.314065219,-0.444396437,-0.283768465,0.188528582,galactosyl-1-phosphate transferase
