gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2785712478	783	40.11	174	721	73	606	0.0e+00	504	COG0744	Membrane carboxypeptidase (penicillin-binding protein)	661
2785712481	307	50.64	1	303	1	302	3.0e-76	278	COG2354	Uncharacterized membrane protein MutK, may be involved in DNA repair	303
2785712483	239	36.63	139	239	21	121	7.0e-18	84.1	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	127
2785712485	112	67.86	1	112	1	112	5.0e-40	156	COG0347	Nitrogen regulatory protein PII	112
2785712486	415	37.12	10	414	3	409	3.0e-77	282	COG0004	Ammonia channel protein AmtB	409
2785712489	462	33.33	55	320	56	328	5.0e-42	165	COG3344	Retron-type reverse transcriptase	328
2785712490	563	43.62	35	563	11	539	0.0e+00	571	COG0405	Gamma-glutamyltranspeptidase	539
2785712491	308	26.5	1	295	22	336	5.0e-39	155	COG2837	Periplasmic deferrochelatase/peroxidase EfeB	352
2785712492	357	25.33	58	286	6	218	4.0e-30	126	COG2114	Adenylate cyclase, class 3	227
2785712493	426	61.59	1	426	4	429	0.0e+00	637	COG0001	Glutamate-1-semialdehyde aminotransferase	432
2785712494	337	38.7	1	320	2	315	2.0e-84	305	COG0540	Aspartate carbamoyltransferase, catalytic chain	316
2785712495	215	21.78	3	204	1	197	4.0e-11	62	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2785712496	379	25.41	12	370	3	367	5.0e-18	85.6	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	372
2785712497	1048	22.46	17	1039	5	1008	0.0e+00	516	COG0841	Multidrug efflux pump subunit AcrB	1009
2785712499	1042	36.07	379	657	69	331	1.0e-43	172	COG0642	Signal transduction histidine kinase	336
2785712500	761	42.46	10	758	6	755	0.0e+00	755	COG0188	DNA gyrase/topoisomerase IV, subunit A	804
2785712504	489	36.82	5	461	3	455	2.0e-102	366	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2785712505	345	51.32	1	341	1	336	4.0e-121	427	COG3138	Arginine/ornithine N-succinyltransferase beta subunit	336
2785712506	402	53.38	4	401	9	402	0.0e+00	543	COG4992	Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase	404
2785712508	194	60	1	190	3	189	2.0e-75	274	COG0512	Anthranilate/para-aminobenzoate synthase component II	191
2785712509	335	54.55	1	313	2	314	5.0e-111	394	COG0180	Tryptophanyl-tRNA synthetase	314
2785712510	225	56.11	1	221	1	219	3.0e-84	304	COG0036	Pentose-5-phosphate-3-epimerase	220
2785712514	293	49.09	5	274	1	274	5.0e-69	254	COG0338	Site-specific DNA-adenine methylase	274
2785712515	492	17.62	252	487	60	291	3.0e-05	43.6	COG3266	Cell division protein DamX, binds to the septal ring, contains C-terminal SPOR domain	292
2785712516	355	57.42	1	355	1	355	0.0e+00	468	COG0337	3-dehydroquinate synthetase	360
2785712517	171	53.01	4	169	2	166	2.0e-55	208	COG0703	Shikimate kinase	172
2785712518	590	38.08	23	586	125	707	2.0e-96	347	COG4796	Type II secretory pathway, component HofQ	709
2785712519	175	31.4	3	173	2	170	5.0e-27	114	COG3168	Tfp pilus assembly protein PilP	170
2785712520	203	44.56	11	199	8	200	9.0e-44	170	COG3167	Tfp pilus assembly protein PilO	211
2785712521	192	33.94	1	165	4	168	3.0e-26	111	COG3166	Tfp pilus assembly protein PilN	206
2785712522	355	36.83	1	350	1	353	7.0e-65	241	COG4972	Tfp pilus assembly protein, ATPase PilM	354
2785712523	887	43.97	1	886	2	789	0.0e+00	879	COG5009	Membrane carboxypeptidase/penicillin-binding protein	797
2785712524	574	34.44	61	570	2	432	4.0e-122	432	COG0281	Malic enzyme	432
2785712526	285	27.1	48	255	4	200	2.0e-26	112	COG0625	Glutathione S-transferase	211
2785712528	491	54.49	14	488	14	488	0.0e+00	612	COG0753	Catalase	496
2785712529	192	25.64	2	157	10	164	4.0e-08	51.6	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2785712532	284	29.6	5	280	8	280	6.0e-39	154	COG4757	Predicted alpha/beta hydrolase	281
2785712533	745	37.45	494	735	3	243	2.0e-52	201	COG2200	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	256
2785712534	436	37.31	23	284	1	263	7.0e-59	221	COG0548	Acetylglutamate kinase	265
2785712535	460	52.56	1	449	3	450	0.0e+00	586	COG0165	Argininosuccinate lyase	459
2785712536	401	52.99	1	401	1	401	0.0e+00	573	COG0137	Argininosuccinate synthase	403
2785712537	303	45.42	1	302	5	310	1.0e-93	336	COG0078	Ornithine carbamoyltransferase	310
2785712538	281	36.36	4	254	3	265	6.0e-52	197	COG0548	Acetylglutamate kinase	265
2785712539	337	45.66	1	335	2	342	9.0e-101	360	COG0002	N-acetyl-gamma-glutamylphosphate reductase	349
2785712540	136	58.14	2	130	3	131	1.0e-52	198	COG1803	Methylglyoxal synthase	142
2785712542	249	30.21	59	248	39	230	3.0e-32	131	COG2063	Flagellar basal body L-ring protein FlgH	230
2785712545	252	40.71	25	247	3	225	2.0e-55	209	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2785712546	453	33.11	164	452	41	329	1.0e-36	147	COG0642	Signal transduction histidine kinase	336
2785712547	325	32.27	18	325	1	297	2.0e-52	199	COG2267	Lysophospholipase, alpha-beta hydrolase superfamily	298
2785712548	154	58.44	1	153	2	154	5.0e-62	230	COG0219	tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain	155
2785712549	454	27.45	151	453	31	329	1.0e-32	134	COG0642	Signal transduction histidine kinase	336
2785712550	237	39.57	9	235	1	229	4.0e-50	191	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2785712551	687	16.38	73	687	88	768	4.0e-24	106	COG1629	Outer membrane receptor proteins, mostly Fe transport	768
2785712552	375	18.53	1	353	5	384	4.0e-12	66.2	COG3182	Uncharacterized iron-regulated membrane protein	442
2785712554	392	26.5	1	365	6	358	7.0e-31	128	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	372
2785712555	656	52.21	3	226	1	226	3.0e-78	286	COG1136	ABC-type lipoprotein export system, ATPase component	226
2785712556	469	26.77	24	463	3	444	1.0e-34	141	COG1538	Outer membrane protein TolC	457
2785712558	343	57.45	14	342	3	329	2.0e-121	428	COG0240	Glycerol-3-phosphate dehydrogenase	329
2785712559	169	59.74	12	165	2	155	2.0e-51	195	COG1952	Preprotein translocase subunit SecB	157
2785712560	86	55.7	2	79	1	79	4.0e-21	92.7	COG0695	Glutaredoxin	80
2785712561	141	36.11	34	141	1	108	6.0e-18	83.4	COG0607	Rhodanese-related sulfurtransferase	110
2785712562	387	35.26	38	386	39	418	1.0e-59	224	COG4942	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	420
2785712563	302	40.55	30	245	33	249	1.0e-51	196	COG2861	Uncharacterized conserved protein YibQ, putative polysaccharide deacetylase 2 family	250
2785712565	230	34.14	1	228	6	254	2.0e-31	129	COG0584	Glycerophosphoryl diester phosphodiesterase	257
2785712566	291	24.09	15	284	22	286	1.0e-09	57.6	COG5006	Threonine/homoserine efflux transporter RhtA	292
2785712567	315	30.69	9	280	2	238	3.0e-49	188	COG0688	Phosphatidylserine decarboxylase	239
2785712568	347	42.14	41	339	13	297	1.0e-91	330	COG1162	Putative ribosome biogenesis GTPase RsgA	301
2785712569	181	65.75	1	181	1	181	6.0e-81	293	COG1949	Oligoribonuclease (3'-5' exoribonuclease)	184
2785712576	462	33.33	55	320	56	328	5.0e-42	165	COG3344	Retron-type reverse transcriptase	328
2785712577	153	22.05	29	153	16	140	2.0e-04	38.5	COG2050	Acyl-coenzyme A thioesterase PaaI, contains HGG motif	141
2785712579	125	39.42	12	112	9	112	2.0e-18	85.1	COG3085	Uncharacterized conserved protein YifE, UPF0438 family	112
2785712580	572	48.76	3	564	1	549	0.0e+00	654	COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	550
2785712581	165	52.76	1	163	3	163	2.0e-45	175	COG0440	Acetolactate synthase, small subunit	163
2785712583	79	37.84	1	74	1	74	4.0e-11	59.6	COG1826	Sec-independent protein translocase protein TatA	94
2785712584	99	36.36	1	99	1	91	1.0e-13	67.7	COG1826	Sec-independent protein translocase protein TatA	94
2785712585	251	48.78	7	249	10	255	3.0e-57	215	COG0805	Sec-independent protein secretion pathway component TatC	255
2785712587	258	39.85	1	257	1	256	1.0e-65	243	COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	256
2785712589	336	60.84	2	333	1	330	0.0e+00	518	COG0113	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	330
2785712590	503	38.05	16	489	5	485	6.0e-115	408	COG0248	Exopolyphosphatase/pppGpp-phosphohydrolase	492
2785712591	430	39.77	3	427	24	445	7.0e-110	391	COG0513	Superfamily II DNA and RNA helicase	513
2785712593	421	77.86	1	420	4	422	0.0e+00	717	COG1158	Transcription termination factor Rho	422
2785712594	432	41.87	28	430	5	390	2.0e-110	393	COG1473	Metal-dependent amidase/aminoacylase/carboxypeptidase	392
2785712595	938	32.93	479	803	13	336	4.0e-45	177	COG0642	Signal transduction histidine kinase	336
2785712596	424	55.3	19	405	6	389	2.0e-124	438	COG3004	Na+/H+ antiporter NhaA	390
2785712597	164	59.63	1	161	2	160	5.0e-56	210	COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	162
2785712598	378	42.93	1	357	2	364	1.0e-103	369	COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	375
2785712600	181	40.44	45	180	19	151	5.0e-28	117	COG2847	Copper(I)-binding protein	151
2785712601	157	52.26	1	155	1	155	2.0e-48	185	COG0783	DNA-binding ferritin-like protein (oxidative damage protectant)	156
2785712602	393	37.03	4	393	9	396	5.0e-82	298	COG2133	Glucose/arabinose dehydrogenase, beta-propeller fold	399
2785712603	702	27.92	47	698	3	619	2.0e-75	277	COG1506	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	620
2785712604	110	58.42	5	105	3	103	8.0e-33	132	COG4323	Uncharacterized protein	105
2785712605	289	46.81	10	289	23	304	9.0e-72	263	COG3118	Negative regulator of GroEL, contains thioredoxin-like and TPR-like domains	304
2785712607	392	18.3	28	384	34	393	7.0e-26	111	COG0520	Selenocysteine lyase/Cysteine desulfurase	405
2785712608	60	42.86	4	59	5	60	1.0e-07	48.3	COG3242	Uncharacterized conserved protein YjeT, DUF2065 family	62
2785712609	432	63.17	3	430	2	429	0.0e+00	648	COG0104	Adenylosuccinate synthase	430
2785712610	468	28.74	18	443	40	468	1.0e-78	287	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2785712611	138	55.47	1	137	2	137	3.0e-44	170	COG3565	Predicted dioxygenase of extradiol dioxygenase family	138
2785712612	156	31.01	1	152	5	162	4.0e-23	100	COG1432	Uncharacterized conserved protein, LabA/DUF88 family	181
2785712613	572	43.61	30	569	2	538	0.0e+00	571	COG0405	Gamma-glutamyltranspeptidase	539
2785712614	458	25.22	5	454	7	462	1.0e-27	118	COG1757	Na+/H+ antiporter NhaC	485
2785712615	643	32.92	91	410	28	317	4.0e-56	212	COG1472	Periplasmic beta-glucosidase and related glycosidases	397
2785712617	500	33.26	58	496	16	409	2.0e-69	256	COG3876	Uncharacterized conserved protein YbbC, DUF1343 family	409
2785712618	337	60.94	41	337	1	297	7.0e-107	380	COG2103	N-acetylmuramic acid 6-phosphate (MurNAc-6-P) etherase	298
2785712619	358	44.29	1	354	1	357	1.0e-102	366	COG0787	Alanine racemase	360
2785712622	128	17.27	3	126	1	138	1.0e-04	39	COG0346	Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme	138
2785712623	116	23.26	31	116	4	81	3.0e-08	50.8	COG4568	Transcriptional antiterminator Rof (Rho-off)	84
2785712625	265	24.26	3	259	10	275	3.0e-13	69.3	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	275
2785712626	423	22	16	419	16	410	3.0e-26	113	COG1914	Mn2+ and Fe2+ transporters of the NRAMP family	416
2785712628	418	65.45	6	416	5	412	0.0e+00	658	COG0112	Glycine/serine hydroxymethyltransferase	413
2785712629	285	30.8	4	242	1	248	6.0e-32	131	COG0583	DNA-binding transcriptional regulator, LysR family	297
2785712630	109	61.4	1	109	1	112	3.0e-32	130	COG2824	Uncharacterized Zn-ribbon-containing protein	112
2785712632	152	20.89	1	144	2	159	9.0e-04	36.5	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	177
2785712633	110	55.56	3	109	2	109	1.0e-27	114	COG1742	Uncharacterized inner membrane protein YnfA, drug/metabolite transporter superfamily	109
2785712640	341	22.56	4	328	1	299	4.0e-19	89.2	COG3547	Transposase	303
2785712641	133	37.5	30	133	22	125	8.0e-19	86.1	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	127
2785712643	87	53.57	4	87	1	84	3.0e-24	103	COG4115	Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family	84
2785712644	84	40.51	1	77	3	81	5.0e-11	59.2	COG2161	Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family	86
2785712645	87	37.5	3	87	2	89	3.0e-09	53.4	COG2026	mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system	90
2785712652	449	30.97	8	308	24	328	2.0e-41	163	COG3344	Retron-type reverse transcriptase	328
2785712656	341	22.56	4	328	1	299	4.0e-19	89.2	COG3547	Transposase	303
2785712679	317	28.85	11	309	20	293	1.0e-37	150	COG4974	Site-specific recombinase XerD	300
2785712680	387	41.83	1	387	1	392	1.0e-91	330	COG0183	Acetyl-CoA acetyltransferase	392
2785712681	716	43.89	318	619	7	305	7.0e-84	305	COG1250	3-hydroxyacyl-CoA dehydrogenase	307
2785712682	687	25.68	376	658	4	293	1.0e-25	112	COG0741	Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)	296
2785712683	443	20.74	11	438	9	375	9.0e-39	154	COG0006	Xaa-Pro aminopeptidase	384
2785712684	238	23.48	5	238	6	265	9.0e-06	44.2	COG0428	Zinc transporter ZupT	266
2785712685	326	37.8	6	326	1	322	2.0e-79	289	COG0142	Geranylgeranyl pyrophosphate synthase	322
2785712686	103	60.19	1	103	1	103	9.0e-35	138	COG0261	Ribosomal protein L21	103
2785712687	85	75.29	1	85	1	84	5.0e-30	122	COG0211	Ribosomal protein L27	87
2785712688	388	61.8	1	373	1	369	0.0e+00	525	COG0536	GTPase involved in cell partioning and DNA repair	369
2785712693	169	46.29	2	169	1	167	6.0e-41	160	COG0262	Dihydrofolate reductase	167
2785712694	330	42.25	1	326	15	342	5.0e-78	284	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	342
2785712695	289	29.81	46	289	1	265	3.0e-34	139	COG0739	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain	277
2785712696	192	33.54	4	164	2	159	5.0e-23	101	COG1238	Uncharacterized membrane protein YqaA, SNARE-associated domain	161
2785712697	211	49.76	5	209	1	205	3.0e-65	241	COG2518	Protein-L-isoaspartate O-methyltransferase	209
2785712698	361	32.3	15	357	18	401	1.0e-68	253	COG0585	tRNA(Glu) U13 pseudouridine synthase TruD	406
2785712699	157	65.38	1	156	1	156	4.0e-62	230	COG0245	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	159
2785712700	253	47.19	2	227	1	228	2.0e-66	245	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	230
2785712701	96	44.57	5	96	25	116	2.0e-16	77.3	COG2919	Cell division protein FtsB	117
2785712703	540	34.34	177	540	50	408	4.0e-48	186	COG0840	Methyl-accepting chemotaxis protein	408
2785712704	1265	42.91	450	1260	9	768	0.0e+00	780	COG4230	Delta 1-pyrroline-5-carboxylate dehydrogenase	769
2785712705	484	27.4	71	484	41	448	1.0e-42	168	COG1538	Outer membrane protein TolC	457
2785712707	1075	24.01	28	1045	1	1005	0.0e+00	478	COG0841	Multidrug efflux pump subunit AcrB	1009
2785712708	246	40.61	3	223	2	229	4.0e-50	191	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2785712709	449	22.07	147	428	38	321	3.0e-16	79.8	COG0642	Signal transduction histidine kinase	336
2785712710	200	29.52	6	200	4	205	3.0e-24	105	COG3103	Uncharacterized conserved protein YgiM, contains N-terminal SH3 domain, DUF1202 family	205
2785712711	501	32.82	1	322	2	320	1.0e-48	187	COG3025	Inorganic triphosphatase YgiF, contains CYTH and CHAD domains	432
2785712713	225	59.45	3	219	6	222	1.0e-78	286	COG3066	DNA mismatch repair protein MutH	229
2785712714	180	23.24	13	150	17	149	3.0e-11	61.5	COG0494	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	161
2785712715	772	44.82	10	772	1	756	0.0e+00	774	COG3605	Signal transduction protein containing GAF and PtsI domains	756
2785712716	268	29.21	6	265	5	252	1.0e-10	60.8	COG0730	Uncharacterized membrane protein YfcA	258
2785712717	270	47.37	3	269	2	285	9.0e-68	250	COG0682	Prolipoprotein diacylglyceryltransferase	287
2785712718	277	64.87	1	277	3	268	9.0e-117	413	COG0207	Thymidylate synthase	268
2785712719	356	32.62	151	288	7	142	2.0e-17	83.5	COG1776	Chemotaxis protein CheY-P-specific phosphatase CheC	203
2785712720	329	42.11	138	325	246	435	1.0e-46	180	COG3706	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain	435
2785712721	727	30.65	150	469	21	333	2.0e-33	137	COG0642	Signal transduction histidine kinase	336
2785712725	238	40.61	3	225	65	289	1.0e-55	209	COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	289
2785712726	953	24.35	70	950	4	857	8.0e-47	183	COG0553	Superfamily II DNA or RNA helicase, SNF2 family	866
2785712729	465	41.36	9	465	2	436	4.0e-125	441	COG1875	Predicted ribonuclease YlaK, contains NYN-type RNase and PhoH-family ATPase domains	436
2785712730	465	32.05	1	464	3	456	5.0e-95	341	COG1167	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	459
2785712731	457	29.25	25	413	2	382	3.0e-56	212	COG0348	Polyferredoxin	386
2785712734	460	56.15	215	458	1	242	8.0e-92	331	COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	244
2785712735	596	37.31	2	522	24	513	2.0e-121	429	COG0513	Superfamily II DNA and RNA helicase	513
2785712739	457	31.75	23	442	45	451	3.0e-50	193	COG1538	Outer membrane protein TolC	457
2785712740	208	26.75	53	198	10	158	4.0e-06	45.4	COG0494	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	161
2785712741	162	43.61	22	154	6	137	2.0e-34	138	COG3151	Uncharacterized protein YqiB, DUF1249 family	147
2785712742	277	27.11	68	276	36	255	1.0e-18	86.9	COG1409	3',5'-cyclic AMP phosphodiesterase CpdA	301
2785712743	193	36.7	4	191	2	186	2.0e-40	158	COG3150	Predicted esterase YcpF, UPF0227 family	191
2785712744	631	46.15	1	628	2	631	0.0e+00	843	COG0187	DNA gyrase/topoisomerase IV, subunit B	635
2785712752	367	29.82	138	249	2	114	8.0e-07	48.4	COG5433	Predicted transposase YbfD/YdcC associated with H repeats	121
2785712754	233	31.94	22	211	5	193	5.0e-32	131	COG0637	Beta-phosphoglucomutase or related phosphatase, HAD superfamily	221
2785712758	341	44.15	1	340	1	342	3.0e-107	381	COG1509	L-lysine 2,3-aminomutase (EF-P beta-lysylation pathway)	369
2785712759	189	45.8	1	131	1	131	1.0e-40	159	COG0231	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	131
2785712760	322	54.06	3	322	6	322	1.0e-106	379	COG2269	Elongation factor P--beta-lysine ligase (EF-P beta-lysylation pathway)	322
2785712761	797	19.13	99	797	50	768	3.0e-30	127	COG1629	Outer membrane receptor proteins, mostly Fe transport	768
2785712763	172	23.75	8	160	5	164	7.0e-13	66.9	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2785712764	202	39.02	39	200	1	158	1.0e-36	146	COG0652	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	158
2785712765	410	30.66	121	405	22	295	7.0e-61	228	COG2813	16S rRNA G1207 methylase RsmC	300
2785712767	213	27.32	14	203	7	194	2.0e-28	119	COG3145	Alkylated DNA repair dioxygenase AlkB	194
2785712768	106	51.81	7	88	8	90	2.0e-22	97.3	COG0271	Stress-induced morphogen (activity unknown)	90
2785712769	230	22.9	18	226	7	219	3.0e-06	45.6	COG0671	Membrane-associated phospholipid phosphatase	232
2785712770	214	34.88	1	212	1	183	3.0e-38	151	COG3575	Uncharacterized protein	184
2785712773	521	34.91	7	506	16	532	1.0e-102	367	COG0659	Sulfate permease or related transporter, MFS superfamily	554
2785712774	849	47.65	6	809	2	793	0.0e+00	933	COG1251	NAD(P)H-nitrite reductase, large subunit	793
2785712775	123	30.36	13	123	1	105	2.0e-12	65	COG2146	Ferredoxin subunit of nitrite reductase or a ring-hydroxylating dioxygenase	106
2785712776	967	29.87	6	733	31	764	3.0e-125	443	COG0243	Anaerobic selenocysteine-containing dehydrogenase	765
