seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,position_merge_note,ec_numbers
NZ_DS999537.1,P9202_RS06015,,P9202_RS06015,P9202_176,GeneMarkS-2+,1110003.0,1110728.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_158464409.1,,,,,P9202_176,1110003.0,1110788.0,-,CK_Pro_MIT9202_00176,,,CK_00039020,,,,,,,,conserved hypothetical protein,,,,,,
NZ_DS999537.1,P9202_RS03125,,P9202_RS03125,P9202_178,Protein Homology,565535.0,565900.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805312.1,CAAD domain-containing protein,WP_002805312.1,,,,,P9202_178,565535.0,565900.0,-,CK_Pro_MIT9202_00178,,,CK_00000544,K.1,tRNA aminoacylation,"NOG45261,bactNOG68032,cyaNOG07139","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,cyanobacterial aminoacyl-tRNA synthetase domain (CAAD) containing protein,"PF14159,IPR025564","CAAD domains of cyanobacterial aminoacyl-tRNA synthetase,Cyanobacterial aminoacyl-tRNA synthetase%2C CAAD domain",137,Protein synthesis / tRNA aminoacylation,,
NZ_DS999537.1,P9202_RS09890,,P9202_RS09890,P9202_179,Protein Homology,398201.0,398344.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805315.1,hypothetical protein,WP_002805315.1,,,,,P9202_179,398201.0,398344.0,-,CK_Pro_MIT9202_00179,,,CK_00053566,,,,,,,,Conserved hypothetical protein,,,,,,
NZ_DS999537.1,argC,argC,P9202_RS08695,P9202_180,Protein Homology,1584383.0,1585438.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376462.1,N-acetyl-gamma-glutamyl-phosphate reductase,WP_002805317.1,"GO:0006526,GO:0006592,GO:0003942,GO:0070401",,"N-acetyl-gamma-glutamyl-phosphate reductase activity|0003942||IEA,NADP+ binding|0070401||IEA","L-arginine biosynthetic process|0006526||IEA,ornithine biosynthetic process|0006592||IEA",P9202_180,1584383.0,1585438.0,+,CK_Pro_MIT9202_00180,argC,"GO:0006592,GO:0006526,GO:0055114,GO:0008652,GO:0003942,GO:0016620,GO:0051287,GO:0046983,GO:0005737",CK_00000824,A.3,Glutamate family (Arg%2C Gln%2C Glu%2C Pro),"COG0002,bactNOG01437,cyaNOG00093","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",1.2.1.38,N-acetyl-gamma-glutamyl-phosphate reductase%3B reductase%2C acetyl-gamma-glutamyl phosphate%3B N-acetylglutamate 5-semialdehyde dehydrogenase%3B N-acetylglutamic gamma-semialdehyde dehydrogenase%3B N-acetyl-L-glutamate gamma-semialdehyde:NADP+ oxidoreductase (phosphorylating),"ornithine biosynthetic process,arginine biosynthetic process,oxidation-reduction process,cellular amino acid biosynthetic process,ornithine biosynthetic process,arginine biosynthetic process,oxidation-reduction process,cellular amino acid biosynthetic process,N-acetyl-gamma-glutamyl-phosphate reductase activity,oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C NAD or NADP as acceptor,NAD binding,protein dimerization activity,ornithine biosynthetic process,arginine biosynthetic process,oxidation-reduction process,cellular amino acid biosynthetic process,N-acetyl-gamma-glutamyl-phosphate reductase activity,oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C NAD or NADP as acceptor,NAD binding,protein dimerization activity,cytoplasm",N-acetyl-gamma-glutamyl-phosphate reductase,"TIGR01850,PF01118,PF02774,PS01224,IPR000706,IPR000534,IPR023013,IPR012280","N-acetyl-gamma-glutamyl-phosphate reductase,Semialdehyde dehydrogenase%2C NAD binding domain,Semialdehyde dehydrogenase%2C dimerisation domain,N-acetyl-gamma-glutamyl-phosphate reductase active site.,N-acetyl-gamma-glutamyl-phosphate reductase%2C type 1,Semialdehyde dehydrogenase%2C NAD-binding,N-acetyl-gamma-glutamyl-phosphate reductase%2C active site,Semialdehyde dehydrogenase%2C dimerisation domain",73,Amino acid biosynthesis / Glutamate family,,1.2.1.38
NZ_DS999537.1,P9202_RS01425,,P9202_RS01425,P9202_181,GeneMarkS-2+,255747.0,256760.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_002805322.1,,,,,P9202_181,255747.0,256760.0,-,CK_Pro_MIT9202_00181,,,CK_00042642,,,,,,,,hypothetical protein,,,,,,
NZ_DS999537.1,P9202_RS02705,,P9202_RS02705,P9202_182,Protein Homology,493639.0,494433.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805323.1,TatD family hydrolase,WP_002805323.1,"GO:0004536,GO:0016788,GO:0046872",,"DNA nuclease activity|0004536||IEA,hydrolase activity%2C acting on ester bonds|0016788||IEA,metal ion binding|0046872||IEA",,P9202_182,493639.0,494433.0,-,CK_Pro_MIT9202_00182,tatD,,CK_00001061,,,"COG0084,bactNOG00529,cyaNOG00858","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",,,,Mg-dependent DNase,"TIGR00010,PF01026,PS01090,IPR015991,IPR001130,IPR018228","hydrolase%2C TatD family,TatD related DNase,TatD deoxyribonuclease family signature 2.,Uncharacterised hydrolase TatD-type,TatD family,Deoxyribonuclease%2C TatD-related%2C conserved site",703,Unknown function / Enzymes of unknown specificity,,3.1.-.-
NZ_DS999537.1,P9202_RS00155,,P9202_RS00155,P9202_183,Protein Homology,20702.0,21055.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805330.1,hypothetical protein,WP_002805330.1,,,,,P9202_183,20702.0,21055.0,-,CK_Pro_MIT9202_00183,,,CK_00003500,R.2,Conserved hypothetical proteins,,,,,,uncharacterized conserved secreted protein,,,156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,P9202_RS04300,,P9202_RS04300,P9202_184,Protein Homology,810524.0,810802.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805335.1,hypothetical protein,WP_002805335.1,,,,,P9202_184,810524.0,810802.0,-,CK_Pro_MIT9202_00184,,,CK_00002121,"D.1.9,R.2"," Other,Conserved hypothetical proteins","NOG274356,COG0477,bactNOG80174,cyaNOG09024","COG: GEPR,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,P9202_RS02260,,P9202_RS02260,P9202_185,Protein Homology,412162.0,412413.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805337.1,hypothetical protein,WP_002805337.1,,,,,P9202_185,412162.0,412413.0,+,CK_Pro_MIT9202_00185,,,CK_00047322,,,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,P9202_RS08650,,P9202_RS08650,P9202_186,Protein Homology,1576017.0,1577168.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007694.1,ATP phosphoribosyltransferase regulatory subunit,WP_002805338.1,,,,,P9202_186,1576017.0,1577168.0,-,CK_Pro_MIT9202_00186,hisZ,"GO:0000105,GO:0003879,GO:0005737",CK_00000164,N.3,Protein interactions,"COG3705,COG0124,bactNOG07630,bactNOG35892,cyaNOG00323","COG: METABOLISM [E] Amino acid transport and metabolism,COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",2.4.2.17,ATP phosphoribosyltransferase%3B phosphoribosyl-ATP pyrophosphorylase%3B adenosine triphosphate phosphoribosyltransferase%3B phosphoribosyladenosine triphosphate:pyrophosphate phosphoribosyltransferase%3B phosphoribosyl ATP synthetase%3B phosphoribosyl ATP:pyrophosphate phosphoribosyltransferase%3B phosphoribosyl-ATP:pyrophosphate-phosphoribosyl phosphotransferase%3B phosphoribosyladenosine triphosphate pyrophosphorylase%3B phosphoribosyladenosine triphosphate synthetase%3B 1-(5-phospho-D-ribosyl)-ATP:diphosphate phospho-alpha-D-ribosyl-transferase,"histidine biosynthetic process,histidine biosynthetic process,ATP phosphoribosyltransferase activity,histidine biosynthetic process,ATP phosphoribosyltransferase activity,cytoplasm",ATP-phosphoribosyltransferase%2C regulatory subunit,"TIGR00443,PF13393,IPR004517,IPR004516","ATP phosphoribosyltransferase%2C regulatory subunit,Histidyl-tRNA synthetase,ATP phosphoribosyltransferase regulatory subunit,Histidine-tRNA ligase/ATP phosphoribosyltransferase regulatory subunit",270,Disrupted reading frame /,,
NZ_DS999537.1,P9202_RS06805,,P9202_RS06805,P9202_187,Protein Homology,1248265.0,1248615.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862546.1,hypothetical protein,WP_002805339.1,,,,,P9202_187,1248265.0,1248615.0,+,CK_Pro_MIT9202_00187,,,CK_00001229,,,"NOG41697,bactNOG69605,cyaNOG07553","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,,conserved hypothetical protein,,,"141,703","Transport and binding proteins / Unknown substrate,Unknown function / Enzymes of unknown specificity",,
NZ_DS999537.1,P9202_RS05895,,P9202_RS05895,P9202_188,Protein Homology,1088394.0,1089020.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805340.1,TVP38/TMEM64 family protein,WP_002805340.1,GO:0016020,membrane|0016020||IEA,,,P9202_188,1088394.0,1089020.0,-,CK_Pro_MIT9202_00188,unk3B,,CK_00033152,R.2,Conserved hypothetical proteins,"COG0398,NOG121658,bactNOG37456,bactNOG61396,bactNOG36627,cyaNOG02882","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,uncharacterized membrane protein,PF09335,SNARE associated Golgi protein,156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,P9202_RS08880,,P9202_RS08880,P9202_189,Protein Homology,1622626.0,1622847.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805341.1,hypothetical protein,WP_002805341.1,,,,,P9202_189,1622626.0,1622847.0,+,CK_Pro_MIT9202_00189,,,CK_00034772,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,P9202_RS06090,,P9202_RS06090,P9202_190,Protein Homology,1120582.0,1121190.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805342.1,tRNA-(ms[2]io[6]A)-hydroxylase,WP_002805342.1,,,,,P9202_190,1120582.0,1121190.0,+,CK_Pro_MIT9202_00190,miaE,GO:0055114,CK_00000585,K.3,tRNA and rRNA base modification,"COG4445,bactNOG08899,bactNOG25399,bactNOG39536,cyaNOG01611","COG: FJ,bactNOG: J,bactNOG: J,bactNOG: J,cyaNOG: J",,,oxidation-reduction process,putative tRNA-(MS[2]IO[6]A)-hydroxylase,"PF06175,IPR010386","tRNA-(MS[2]IO[6]A)-hydroxylase (MiaE),tRNA-hydroxylase MiaE",168,Protein synthesis / tRNA and rRNA base modification,,
NZ_DS999537.1,gshB,gshB,P9202_RS04875,P9202_192,Protein Homology,910423.0,911346.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817671.1,glutathione synthase,WP_002805344.1,"GO:0006750,GO:0004363,GO:0005524,GO:0046872",,"glutathione synthase activity|0004363||IEA,ATP binding|0005524||IEA,metal ion binding|0046872||IEA",glutathione biosynthetic process|0006750||IEA,P9202_192,910423.0,911346.0,-,CK_Pro_MIT9202_00192,gshB,GO:0006750,CK_00000446,"B.9,D.1.4"," Thioredoxin%2C glutaredoxin and glutathione,Oxidative stress","COG0189,bactNOG02922,cyaNOG00097","COG: HJ,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",6.3.2.3,glutathione synthase%3B glutathione synthetase%3B GSH synthetase,glutathione biosynthetic process,glutathione synthetase,"TIGR01380,PF02955,PF02951,PS50975,IPR006284,IPR011761,IPR004218,IPR004215","glutathione synthase,Prokaryotic glutathione synthetase%2C ATP-grasp domain,Prokaryotic glutathione synthetase%2C N-terminal domain,ATP-grasp fold profile.,Glutathione synthetase%2C prokaryotic,ATP-grasp fold,Prokaryotic glutathione synthetase%2C ATP-binding,Prokaryotic glutathione synthetase%2C N-terminal",86,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Glutathione and analogs,,6.3.2.3
NZ_DS999537.1,infB,infB,P9202_RS02745,P9202_193,Protein Homology,500423.0,503782.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008392.1,translation initiation factor IF-2,WP_033829839.1,"GO:0006413,GO:0003743,GO:0003924,GO:0005525,GO:0005737",cytoplasm|0005737||IEA,"translation initiation factor activity|0003743||IEA,GTPase activity|0003924||IEA,GTP binding|0005525||IEA",translational initiation|0006413||IEA,P9202_193,500492.0,503782.0,+,CK_Pro_MIT9202_00193,infB,"GO:0006413,GO:0005525,GO:0003924,GO:0003743,GO:0005737,GO:0005622",CK_00001067,K.4,Translation factors,"COG0532,bactNOG01732,cyaNOG01973","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translational initiation,translational initiation,GTP binding,GTPase activity,translation initiation factor activity,translational initiation,GTP binding,GTPase activity,translation initiation factor activity,cytoplasm,intracellular",translation initiation factor IF-2,"TIGR00231,TIGR00487,PF03144,PF04760,PF00009,PF11987,PS01176,IPR004161,IPR006847,IPR000795,IPR000178,IPR005225,IPR023115,IPR027417,IPR009000,IPR036925,IPR015760","small GTP-binding protein domain,translation initiation factor IF-2,Elongation factor Tu domain 2,Translation initiation factor IF-2%2C N-terminal region,Elongation factor Tu GTP binding domain,Translation-initiation factor 2,Initiation factor 2 signature.,Translation elongation factor EFTu-like%2C domain 2,Translation initiation factor IF-2%2C N-terminal,Transcription factor%2C GTP-binding domain,Translation initiation factor aIF-2%2C bacterial-like,Small GTP-binding protein domain,Translation initiation factor IF- 2%2C domain 3,P-loop containing nucleoside triphosphate hydrolase,Translation protein%2C beta-barrel domain superfamily,Translation initiation factor IF-2%2C domain 3 superfamily,Translation initiation factor IF- 2",169,Protein synthesis / Translation factors,,
NZ_DS999537.1,P9202_RS08515,,P9202_RS08515,P9202_194,Protein Homology,1551772.0,1552815.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805346.1,AI-2E family transporter,WP_002805346.1,"GO:0055085,GO:1905887,GO:0015562",,efflux transmembrane transporter activity|0015562||IEA,"transmembrane transport|0055085||IEA,autoinducer AI-2 transmembrane transport|1905887||IEA",P9202_194,1551772.0,1552815.0,-,CK_Pro_MIT9202_00194,,GO:0016020,CK_00000908,Q.9, Unknown substrate,"COG0628,bactNOG01837,bactNOG37584,cyaNOG01092","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,membrane,putative autoinducer 2 exporter%2C YhhT family,"PF01594,IPR002549","AI-2E family transporter,Transmembrane protein TqsA-like",141,Transport and binding proteins / Unknown substrate,,
NZ_DS999537.1,P9202_RS09810,,P9202_RS09810,P9202_195,Protein Homology,127342.0,127488.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805347.1,hypothetical protein,WP_002805347.1,,,,,P9202_195,127342.0,127488.0,+,CK_Pro_MIT9202_00195,,,CK_00055945,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,P9202_RS00225,,P9202_RS00225,P9202_196,Protein Homology,32309.0,33058.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805348.1,RNA methyltransferase,WP_002805348.1,,,,,P9202_196,32309.0,33058.0,-,CK_Pro_MIT9202_00196,,"GO:0009451,GO:0006396,GO:0008173,GO:0003723,GO:0008173",CK_00001008,"D.1.9,K.3"," Other,tRNA and rRNA base modification","COG0565,bactNOG30690,bactNOG17730,bactNOG42852,cyaNOG02015","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",2.1.1.-,,"RNA modification,RNA processing,RNA modification,RNA processing,RNA methyltransferase activity,RNA binding,RNA methyltransferase activity",RNA methyltransferase%2C TrmH %2C group 1 family protein,"TIGR00050,PF00588,IPR001537,IPR004384,IPR029028,IPR029026","RNA methyltransferase%2C TrmH family%2C group 1,SpoU rRNA Methylase family,tRNA/rRNA methyltransferase%2C SpoU type,RNA methyltransferase TrmJ/LasT,Alpha/beta knot methyltransferases,tRNA (guanine-N1-)-methyltransferase%2C N-terminal",168,Protein synthesis / tRNA and rRNA base modification,,
NZ_DS999537.1,P9202_RS04035,,P9202_RS04035,P9202_197,Protein Homology,755661.0,756539.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012006833.1,hypothetical protein,WP_002805349.1,,,,,P9202_197,755661.0,756539.0,-,CK_Pro_MIT9202_00197,,,CK_00000340,R.3,Enzymes of unknown specificity,"COG0451,bactNOG09117,bactNOG19152,bactNOG24274,bactNOG57827,bactNOG22374,bactNOG15170,cyaNOG01686,cyaNOG02682","COG: MG,bactNOG: M,bactNOG: M,bactNOG: M,bactNOG: M,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: M,cyaNOG: M,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",,,,uncharacterized conserved NADP-binding domain-containing protein,"PF13460,PF04321,IPR036291,IPR029903","NAD(P)H-binding,RmlD substrate binding domain,NAD(P)-binding domain superfamily,RmlD-like substrate binding domain",703,Unknown function / Enzymes of unknown specificity,,
NZ_DS999537.1,P9202_RS02155,,P9202_RS02155,P9202_198,Protein Homology,394441.0,394548.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_016037133.1,high light inducible protein,WP_011132751.1,,,,,P9202_198,394432.0,394548.0,+,CK_Pro_MIT9202_00198,hli,"GO:0009644,GO:0016020",CK_00002168,"D.1.2,J","Light,Photosynthesis and respiration",,,,,"response to high light intensity,response to high light intensity,membrane",high light inducible protein,"PF00504,IPR022796,IPR023329","Chlorophyll A-B binding protein,Chlorophyll A-B binding protein,Chlorophyll a/b binding domain superfamily",149,Cellular processes / Adaptations to atypical conditions,,
