GID,SYMBOL,KID,KO,PRODUCT,uniprot_acc,uniprot_def,ec_num,start_pos,pos,length
PMT9312_0158,PMT9312_0158,pmi:PMT9312_0158,K00858,NAD(+) kinase,Q31D25,Probable inorganic polyphosphate/ATP-NAD kinase 1 (EC 2.7.1.23) (Poly(P)/ATP NAD kinase 1).,2.7.1.23,153118,complement(153118..154029),303
PMT9312_0159,ndhE,pmi:PMT9312_0159,K05576,NADH dehydrogenase I subunit 4L,Q31D24,NADH dehydrogenase I subunit 4L.,1.6.5.3,154039,complement(154039..154362),107
PMT9312_0160,ndhG,pmi:PMT9312_0160,K05578,putative NADH dehydrogenase (complex I) subunit (chain 6),Q31D23,Putative NADH Dehydrogenase (Complex I) subunit (Chain 6).,1.6.5.3,154378,complement(154378..154977),199
PMT9312_0161,ndhI,pmi:PMT9312_0161,K05580,"NADH-plastoquinone oxidoreductase, I subunit",Q31D22,NAD(P)H-quinone oxidoreductase subunit I (EC 1.6.5.-) (NAD(P)H dehydrogenase I subunit I) (NDH-1 subunit I) (NDH-I).,1.6.5.3,154990,complement(154990..155616),208
PMT9312_0162,ndhA,pmi:PMT9312_0162,K05572,putative respiratory-chain NADH dehydrogenase subunit,Q31D21,NAD(P)H-quinone oxidoreductase subunit 1 (EC 1.6.5.-) (NAD(P)H dehydrogenase I subunit 1) (NDH-1 subunit 1) (NDH-A).,1.6.5.3,155685,complement(155685..156803),372
PMT9312_0163,PMT9312_0163,pmi:PMT9312_0163,K01647,2-methylcitrate synthase/citrate synthase II,Q31D20,2-methylcitrate synthase/citrate synthase II (EC 2.3.3.1).,2.3.3.1,156879,complement(156879..158024),381
PMT9312_0164,PMT9312_0164,pmi:PMT9312_0164,,hypothetical precursor,Q31D19,Hypothetical precursor.,,158149,complement(158149..159609),486
PMT9312_0165,PMT9312_0165,pmi:PMT9312_0165,,rhodanese-like,Q31D18,Rhodanese-like.,,159693,159693..160049,118
PMT9312_0166,PMT9312_0166,pmi:PMT9312_0166,K01696,"tryptophan synthase, beta subunit",Q31D17,"Tryptophan synthase, beta subunit.",4.2.1.20,160050,complement(160050..161294),414
PMT9312_0167,PMT9312_0167,pmi:PMT9312_0167,K03113,translation initiation factor SUI1,Q31D16,Translation initiation factor SUI1.,,161342,161342..161653,103
PMT9312_0168,PMT9312_0168,pmi:PMT9312_0168,K00860,adenylylsulfate kinase,Q31D15,Adenylylsulfate kinase (EC 2.7.1.25).,2.7.1.25,161684,161684..162319,211
PMT9312_0169,PMT9312_0169,pmi:PMT9312_0169,K01588,"phosphoribosylaminoimidazole carboxylase, catalytic subunit",Q31D14,"Phosphoribosylaminoimidazole carboxylase, catalytic subunit (EC 4.1.1.21).",5.4.99.18,162335,complement(162335..162871),178
PMT9312_0170,chlM,pmi:PMT9312_0170,K03428,S-adenosylmethionine--Mg-protoporphyrin IX methyltransferase,Q31D13,Magnesium protoporphyrin O-methyltransferase (EC 2.1.1.11).,2.1.1.11,162961,162961..163662,233
PMT9312_0171,PMT9312_0171,pmi:PMT9312_0171,,"two component transcriptional regulator, LuxR family",Q31D12,"Two component transcriptional regulator, LuxR family.",,163664,complement(163664..164392),242
PMT9312_0172,PMT9312_0172,pmi:PMT9312_0172,K04487,NifS-like aminotransferase class-V,Q31D11,NifS-like aminotransferase class-V (EC 2.8.1.7).,2.8.1.7,164451,164451..165596,381
PMT9312_0173,PMT9312_0173,pmi:PMT9312_0173,K03438,methyltransferase,Q31D10,Methyltransferase.,2.1.1.-,165611,complement(165611..166513),300
PMT9312_0174,PMT9312_0174,pmi:PMT9312_0174,K05579,NADH dehydrogenase (ubiquinone),Q31D09,NADH dehydrogenase (Ubiquinone) (EC 1.6.5.3).,1.6.5.3,166552,166552..167739,395
PMT9312_0175,PMT9312_0175,pmi:PMT9312_0175,K12073,hypothetical protein,Q31D08,Hypothetical protein.,3.1.2.-,167749,167749..168201,150
PMT9312_0176,PMT9312_0176,pmi:PMT9312_0176,K01911,putative O-succinylbenzoic acid--CoA ligase (OSB-CoA synthetase),Q31D07,Putative O-succinylbenzoic acid--CoA ligase (OSB-CoA synthetase).,6.2.1.26,168212,complement(168212..169426),404
PMT9312_0177,PMT9312_0177,pmi:PMT9312_0177,K02549,putative O-succinylbenzoate synthase,Q31D06,Putative O-succinylbenzoate synthase.,4.2.1.113,169411,complement(169411..170376),321
PMT9312_0178,PMT9312_0178,pmi:PMT9312_0178,K02548,"1,4-dihydroxy-2-naphthoate phytyltransferase",Q31D05,"1,4-dihydroxy-2-naphthoate phytyltransferase.",2.5.1.-,170373,complement(170373..171290),305
PMT9312_0179,PMT9312_0179,pmi:PMT9312_0179,K02552,isochorismate synthase,Q31D04,Isochorismate synthase.,5.4.4.2,171392,171392..172804,470
PMT9312_0180,PMT9312_0180,pmi:PMT9312_0180,K01920,glutathione synthetase,Q31D03,Glutathione synthetase (EC 6.3.2.3).,6.3.2.3,172797,complement(172797..173720),307
PMT9312_0181,grxC,pmi:PMT9312_0181,K03676,"glutaredoxin, GrxC",Q31D02,"Glutaredoxin, GrxC.",,173726,complement(173726..173980),84
PMT9312_0182,PMT9312_0182,pmi:PMT9312_0182,K02836,peptide chain release factor 2,Q31D01,Peptide chain release factor 2.,,174115,174115..175179,354
PMT9312_0183,PMT9312_0183,pmi:PMT9312_0183,,hypothetical protein,Q31D00,Hypothetical protein.,,175183,175183..175365,60
PMT9312_0184,PMT9312_0184,pmi:PMT9312_0184,K07042,protein of unknown function UPF0054,Q31CZ9,Hypothetical protein.,,175372,175372..175911,179
PMT9312_0185,PMT9312_0185,pmi:PMT9312_0185,K00901,diacylglycerol kinase,Q31CZ8,Diacylglycerol kinase.,2.7.1.107,175918,175918..176328,136
PMT9312_0186,PMT9312_0186,pmi:PMT9312_0186,K01664,glutamine amidotransferase of anthranilate synthase or para-aminobenzoate synthase,Q31CZ7,Glutamine amidotransferase of anthranilate synthase or para- aminobenzoate synthase.,2.6.1.85,176341,176341..176937,198
PMT9312_0187,PMT9312_0187,pmi:PMT9312_0187,,hypothetical protein,Q31CZ6,Hypothetical protein precursor.,,176958,176958..177683,241
PMT9312_0188,PMT9312_0188,pmi:PMT9312_0188,K00817,aminotransferases class-I,Q31CZ5,Aminotransferases class-I.,2.6.1.9,177680,complement(177680..178789),369
PMT9312_0189,PMT9312_0189,pmi:PMT9312_0189,K01887,arginyl-tRNA synthetase,Q31CZ4,Arginyl-tRNA synthetase (EC 6.1.1.19) (Arginine--tRNA ligase) (ArgRS).,6.1.1.19,178789,complement(178789..180603),604
PMT9312_0190,PMT9312_0190,pmi:PMT9312_0190,K00767,nicotinate-nucleotide pyrophosphorylase,Q31CZ3,Nicotinate-nucleotide pyrophosphorylase (EC 2.4.2.19).,2.4.2.19,180631,complement(180631..181497),288
PMT9312_0191,trmE,pmi:PMT9312_0191,K03650,tRNA modification GTPase TrmE,Q31CZ2,TRNA modification GTPase TrmE.,,181580,complement(181580..182962),460
PMT9312_0192,PMT9312_0192,pmi:PMT9312_0192,K09928,hypothetical protein,Q31CZ1,Hypothetical protein.,,183029,183029..183472,147
PMT9312_0193,PMT9312_0193,pmi:PMT9312_0193,K00951,metal dependent phosphohydrolase,Q31CZ0,Metal dependent phosphohydrolase (EC 2.7.6.5).,2.7.6.5,183491,complement(183491..185800),769
PMT9312_0194,PMT9312_0194,pmi:PMT9312_0194,K02031 K02032,ATPase,Q31CY9,ATPase.,,185855,185855..187453,532
PMT9312_0195,rluD,pmi:PMT9312_0195,K06180,"pseudouridine synthase, RluD",Q31CY8,Pseudouridine synthase (RNA-uridine isomerase) (RNA pseudouridylate synthase).,5.4.99.12,187446,complement(187446..188405),319
PMT9312_0196,PMT9312_0196,pmi:PMT9312_0196,K06948,hypothetical protein,Q31CY7,Hypothetical protein.,,188396,complement(188396..189268),290
PMT9312_0197,PMT9312_0197,pmi:PMT9312_0197,K00927,phosphoglycerate kinase,Q31CY6,Phosphoglycerate kinase (EC 2.7.2.3).,2.7.2.3,189482,189482..190690,402
PMT9312_0198,PMT9312_0198,pmi:PMT9312_0198,,hypothetical protein,Q31CY5,Hypothetical protein.,,190692,complement(190692..191426),244
PMT9312_0199,PMT9312_0199,pmi:PMT9312_0199,K02563,undecaprenyldiphospho-muramoylpentapeptide,Q31CY4,Undecaprenyldiphospho-muramoylpentapeptide beta-N- precursor (EC 2.4.1.227).,2.4.1.227,191459,191459..192550,363
PMT9312_0200,PMT9312_0200,pmi:PMT9312_0200,K04720,aminotransferases class-I,Q31CY3,Aminotransferases class-I.,4.1.1.81,192529,complement(192529..193653),374
PMT9312_0201,PMT9312_0201,pmi:PMT9312_0201,K00226,dihydroorotate dehydrogenase,Q31CY2,Dihydroorotate dehydrogenase.,1.3.3.1,193670,complement(193670..194839),389
PMT9312_0202,PMT9312_0202,pmi:PMT9312_0202,K03469,ribonuclease HI-like,Q31CY1,Ribonuclease HI-like.,3.1.26.4,194846,complement(194846..195565),239
PMT9312_0203,PMT9312_0203,pmi:PMT9312_0203,K02935,ribosomal protein L7/L12,Q31CY0,50S ribosomal protein L7/L12.,,195613,complement(195613..196008),131
PMT9312_0204,PMT9312_0204,pmi:PMT9312_0204,K02864,50S ribosomal protein L10,Q31CX9,50S ribosomal protein L10.,,196037,complement(196037..196564),175
PMT9312_0205,PMT9312_0205,pmi:PMT9312_0205,K02863,ribosomal protein L1,Q31CX8,50S ribosomal protein L1.,,196756,complement(196756..197463),235
PMT9312_0206,PMT9312_0206,pmi:PMT9312_0206,K02867,ribosomal protein L11,Q31CX7,Ribosomal protein L11.,,197530,complement(197530..197955),141
PMT9312_0207,PMT9312_0207,pmi:PMT9312_0207,K02601,NusG antitermination factor,Q31CX6,Transcription antitermination protein nusG.,,198023,complement(198023..198634),203
PMT9312_0208,PMT9312_0208,pmi:PMT9312_0208,K03073,SecE subunit of protein translocation complex,Q31CX5,SecE subunit of protein translocation complex.,,198692,complement(198692..198934),80
PMT9312_0209,PMT9312_0209,pmi:PMT9312_0209,,ATPase,Q31CX4,ATPase.,,198996,complement(198996..201752),918
PMT9312_0210,PMT9312_0210,pmi:PMT9312_0210,K01689,enolase,Q31CX3,Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase).,4.2.1.11,202018,202018..203310,430
PMT9312_0211,PMT9312_0211,pmi:PMT9312_0211,,kinase-like,Q31CX2,Kinase-like.,,203316,complement(203316..204983),555
PMT9312_0212,PMT9312_0212,pmi:PMT9312_0212,,repeat motif protein bdrA3-like,Q31CX1,Repeat motif protein bdrA3-like.,,204983,complement(204983..205297),104
PMT9312_0213,PMT9312_0213,pmi:PMT9312_0213,K00384,thioredoxin-disulfide reductase,Q31CX0,Thioredoxin-disulfide reductase (EC 1.8.1.9).,1.8.1.9,205551,205551..206507,318
PMT9312_0214,PMT9312_0214,pmi:PMT9312_0214,,"nitrogen regulatory protein P-II (GlnB, GlnK)",Q31CW9,"Nitrogen regulatory protein P-II (GlnB, GlnK).",,206531,complement(206531..206812),93
PMT9312_0215,PMT9312_0215,pmi:PMT9312_0215,K07086,putative sodium-dependent bicarbonate transporter,Q31CW8,Putative sodium-dependent bicarbonate transporter.,,206815,complement(206815..207813),332
PMT9312_0216,PMT9312_0216,pmi:PMT9312_0216,K03321,putative sulfate transporter,Q31CW7,Putative sulfate transporter.,,207820,complement(207820..209472),550
PMT9312_0217,PMT9312_0217,pmi:PMT9312_0217,K01698,porphobilinogen synthase,Q31CW6,Delta-aminolevulinic acid dehydratase (Porphobilinogen synthase) (ALADH).,4.2.1.24,209697,209697..210698,333
PMT9312_0218,PMT9312_0218,pmi:PMT9312_0218,,glyoxalase/bleomycin resistance protein/dioxygenase superfamily,Q31CW5,Glyoxalase/bleomycin resistance protein/dioxygenase superfamily.,,210762,210762..211148,128
PMT9312_0219,PMT9312_0219,pmi:PMT9312_0219,K07456,MutS2 family protein,Q31CW4,MutS2 family protein.,,211163,211163..213574,803
PMT9312_0220,PMT9312_0220,pmi:PMT9312_0220,K03979,GTP1/OBG family protein,Q31CW3,GTP1/OBG family protein.,,213614,213614..214597,327
PMT9312_0221,PMT9312_0221,pmi:PMT9312_0221,,hypothetical protein,Q31CW2,Hypothetical protein.,,214683,214683..214865,60
PMT9312_0222,PMT9312_0222,pmi:PMT9312_0222,,hypothetical protein,Q31CW1,Hypothetical protein.,,214938,complement(214938..215156),72
PMT9312_0223,PMT9312_0223,pmi:PMT9312_0223,K07393,glutathione S-transferase,Q31CW0,Glutathione S-transferase.,,215280,complement(215280..216224),314
PMT9312_0224,PMT9312_0224,pmi:PMT9312_0224,K01437,aspartoacylase,Q31CV9,Aspartoacylase (EC 3.5.1.15).,3.5.1.15,216248,216248..217153,301
PMT9312_0225,psbA,pmi:PMT9312_0225,K02703,photosystem II reaction center D1 protein,Q31A92,Photosystem q(B) protein.,,217578,217578..218660,360
PMT9312_0226,PMT9312_0226,pmi:PMT9312_0226,K01736,chorismate synthase,Q31CV7,Chorismate synthase (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase).,4.2.3.5,218769,218769..219866,365
PMT9312_0227,PMT9312_0227,pmi:PMT9312_0227,K01625,2-keto-3-deoxy-6-phosphogluconate aldolase-like,Q31CV6,2-keto-3-deoxy-6-phosphogluconate aldolase-like.,4.1.2.14 4.1.3.16,219901,complement(219901..220527),208
PMT9312_0228,ftsH,pmi:PMT9312_0228,K03798,ATP-dependent metalloprotease FtsH,Q31CV5,ATP-dependent metalloprotease FtsH (EC 3.6.4.6).,3.4.24.-,220546,complement(220546..222399),617
PMT9312_0229,PMT9312_0229,pmi:PMT9312_0229,K00958,sulfate adenylyltransferase,Q31CV4,Sulfate adenylyltransferase (EC 2.7.7.4).,2.7.7.4,222446,complement(222446..223621),391
PMT9312_0230,PMT9312_0230,pmi:PMT9312_0230,K02716,photosystem II manganese-stabilizing protein,Q31CV3,Photosystem II manganese-stabilizing protein precursor.,,223696,complement(223696..224490),264
PMT9312_0231,PMT9312_0231,pmi:PMT9312_0231,K13038,phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase,Q31CV2,Phosphopantothenoylcysteine decarboxylase/phosphopantothenate-- cysteine ligase precursor.,4.1.1.36 6.3.2.5,224709,complement(224709..225965),418
PMT9312_0232,PMT9312_0232,pmi:PMT9312_0232,,hypothetical protein,Q31CV1,Hypothetical protein precursor.,,225955,complement(225955..226176),73
PMT9312_0233,PMT9312_0233,pmi:PMT9312_0233,,hypothetical protein,Q31CV0,Hypothetical protein.,,226394,226394..226594,66
PMT9312_0234,PMT9312_0234,pmi:PMT9312_0234,,hypothetical protein,Q31CU9,Hypothetical protein.,,226606,226606..226947,113
PMT9312_0235,PMT9312_0235,pmi:PMT9312_0235,K00609,aspartate carbamoyltransferase,Q31CU8,Aspartate carbamoyltransferase.,2.1.3.2,226950,complement(226950..227969),339
PMT9312_1810,PMT9312_1810,pmi:PMT9312_1810,,pseudogene,,,,227991,complement(227991..228578),588
PMT9312_0237,PMT9312_0237,pmi:PMT9312_0237,K02435,"glutamyl-tRNA(Gln) amidotransferase, C subunit",Q31CU7,"Glutamyl-tRNA(Gln) amidotransferase, C subunit.",6.3.5.6 6.3.5.7,228738,228738..229040,100
PMT9312_0238,PMT9312_0238,pmi:PMT9312_0238,K02294,beta-carotene hydroxylase,Q31CU6,Beta-carotene hydroxylase.,1.14.13.-,229042,complement(229042..229842),266
PMT9312_R0004,tRNA-Leu1,pmi:PMT9312_R0004,,tRNA-Leu,,,,230241,230241..230322,
PMT9312_0239,PMT9312_0239,pmi:PMT9312_0239,,hypothetical protein,Q31CU5,Hypothetical protein.,,230395,230395..230844,149
PMT9312_0240,PMT9312_0240,pmi:PMT9312_0240,K01870,isoleucyl-tRNA synthetase,Q31CU4,Isoleucyl-tRNA synthetase.,6.1.1.5,230966,230966..233872,968
PMT9312_0241,PMT9312_0241,pmi:PMT9312_0241,,hypothetical protein,Q31CU3,Hypothetical protein.,,233874,complement(233874..234497),207
PMT9312_0242,PMT9312_0242,pmi:PMT9312_0242,K03439,hypothetical protein,Q31CU2,tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA(m7G46)- methyltransferase).,2.1.1.33,234620,234620..235249,209
PMT9312_0243,PMT9312_0243,pmi:PMT9312_0243,K03431,phosphotransferase superclass,Q31CU1,Phosphotransferase superclass.,5.4.2.10,235257,complement(235257..236609),450
PMT9312_0244,txlA,pmi:PMT9312_0244,,thioredoxin-like protein TxlA,Q31CU0,Thioredoxin-like protein TxlA.,,236746,236746..237291,181
PMT9312_0245,thyX,pmi:PMT9312_0245,K03465,thymidylate synthase complementing protein ThyX,Q31CT9,Thymidylate synthase complementing protein ThyX (EC 2.1.1.148).,2.1.1.148,237299,complement(237299..237931),210
PMT9312_0246,PMT9312_0246,pmi:PMT9312_0246,K01494,deoxycytidine triphosphate deaminase,Q31CT8,Deoxycytidine triphosphate deaminase (EC 3.5.4.13).,3.5.4.13,237933,complement(237933..238526),197
PMT9312_0247,PMT9312_0247,pmi:PMT9312_0247,K00798,cob(I)alamin adenosyltransferase,Q31CT7,Cob(I)alamin adenosyltransferase.,2.5.1.17,238531,complement(238531..239112),193
PMT9312_0248,ntcA,pmi:PMT9312_0248,K01420,nitrogen-responsive global transcriptional regulator,Q31CT6,"Transcriptional regulator, Crp/Fnr family.",,239315,239315..240049,244
PMT9312_0249,PMT9312_0249,pmi:PMT9312_0249,,hypothetical protein,Q31CT5,Hypothetical protein.,,240089,240089..241048,319
PMT9312_0250,PMT9312_0250,pmi:PMT9312_0250,,hypothetical protein,Q31CT4,Hypothetical protein.,,241055,241055..241492,145
PMT9312_0251,PMT9312_0251,pmi:PMT9312_0251,,hypothetical protein,Q31CT3,Hypothetical protein.,,241473,complement(241473..241730),85
PMT9312_0252,PMT9312_0252,pmi:PMT9312_0252,K01056,peptidyl-tRNA hydrolase,Q31CT2,Peptidyl-tRNA hydrolase (EC 3.1.1.29) (PTH).,3.1.1.29,241734,complement(241734..242336),200
PMT9312_0253,PMT9312_0253,pmi:PMT9312_0253,K02709,photosystem II PsbH protein,Q31CT1,Photosystem II PsbH protein.,,242479,complement(242479..242679),66
PMT9312_0254,psbN,pmi:PMT9312_0254,K02715,PsbN protein,Q31CT0,Photosystem II reaction center protein N (PSII-N).,,242760,242760..242912,50
PMT9312_0255,PMT9312_0255,pmi:PMT9312_0255,K02710,photosystem II reaction center PsbI protein,Q31CS9,Photosystem II reaction center PsbI protein.,,243020,243020..243148,42
PMT9312_0256,PMT9312_0256,pmi:PMT9312_0256,,hypothetical protein,Q31CS8,Hypothetical protein.,,243166,243166..245097,643
PMT9312_0257,PMT9312_0257,pmi:PMT9312_0257,K01704,"3-isopropylmalate dehydratase, small subunit",Q31CS7,"3-isopropylmalate dehydratase, small subunit.",4.2.1.33 4.2.1.35,245098,complement(245098..245721),207
PMT9312_0258,PMT9312_0258,pmi:PMT9312_0258,K01703,"3-isopropylmalate dehydratase, large subunit",Q31CS6,"3-isopropylmalate dehydratase, large subunit.",4.2.1.33 4.2.1.35,245718,complement(245718..247127),469
PMT9312_0259,PMT9312_0259,pmi:PMT9312_0259,K03742,competence-damaged protein,Q31CS5,Competence-damaged protein.,,247140,complement(247140..248414),424
PMT9312_0260,PMT9312_0260,pmi:PMT9312_0260,K00600,glycine hydroxymethyltransferase,Q31CS4,Serine hydroxymethyltransferase (EC 2.1.2.1) (Serine methylase) (SHMT).,2.1.2.1,248411,complement(248411..249682),423
PMT9312_R0005,tRNA-Arg4,pmi:PMT9312_R0005,,tRNA-Arg,,,,249759,complement(249759..249832),
PMT9312_0261,PMT9312_0261,pmi:PMT9312_0261,,hypothetical protein,Q31CS3,Hypothetical protein.,,249921,249921..250172,83
PMT9312_0262,PMT9312_0262,pmi:PMT9312_0262,,hypothetical protein,Q31CS2,Hypothetical protein.,,250186,250186..250476,96
PMT9312_0263,mviN,pmi:PMT9312_0263,K03980,integral membrane protein MviN,Q31CS1,Integral membrane protein MviN.,,250473,complement(250473..252056),527
PMT9312_0264,sfsA,pmi:PMT9312_0264,K06206,sugar fermentation stimulation protein,Q31CS0,Sugar fermentation stimulation protein.,,252129,252129..252869,246
PMT9312_0265,PMT9312_0265,pmi:PMT9312_0265,,ammonium transporter,Q31CR9,Ammonium transporter precursor.,,253049,253049..254512,487
PMT9312_0266,PMT9312_0266,pmi:PMT9312_0266,K03527,hydroxymethylbutenyl pyrophosphate reductase,Q31CR8,Hydroxymethylbutenyl pyrophosphate reductase (EC 1.17.1.2).,1.17.1.2,254602,254602..255798,398
PMT9312_0267,PMT9312_0267,pmi:PMT9312_0267,,hypothetical protein,Q31CR7,Hypothetical protein.,,255903,255903..256463,186
PMT9312_0268,PMT9312_0268,pmi:PMT9312_0268,K00602,phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,Q31CR6,Phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase (EC 3.5.4.10).,2.1.2.3 3.5.4.10,256469,complement(256469..258022),517
PMT9312_0269,PMT9312_0269,pmi:PMT9312_0269,K06999,putative esterase,Q31CR5,Putative esterase.,,258056,258056..258673,205
PMT9312_0270,PMT9312_0270,pmi:PMT9312_0270,,conserved hypothetical protein,Q31CR4,Hypothetical protein.,,258670,complement(258670..259038),122
PMT9312_0271,PMT9312_0271,pmi:PMT9312_0271,K00936,histidine kinase,Q31CR3,Sensor protein.,2.7.3.-,259288,259288..260424,378
PMT9312_0272,cobS,pmi:PMT9312_0272,K02233,cobalamin-5-phosphate synthase CobS,Q31CR2,Cobalamin-5-phosphate synthase CobS.,2.7.8.26,260402,complement(260402..261142),246
PMT9312_0273,PMT9312_0273,pmi:PMT9312_0273,K00773,queuine tRNA-ribosyltransferase,Q31CR1,Queuine tRNA-ribosyltransferase (EC 2.4.2.29).,2.4.2.29,261241,261241..262359,372
PMT9312_0274,psbK,pmi:PMT9312_0274,K02712,photosystem II protein PsbK,Q31CR0,Photosystem II protein PsbK.,,262394,262394..262534,46
PMT9312_0275,PMT9312_0275,pmi:PMT9312_0275,,putative oxidoreductase,Q31CQ9,Putative oxidoreductase.,,262560,complement(262560..263564),334
PMT9312_0276,PMT9312_0276,pmi:PMT9312_0276,,hypothetical protein,Q31CQ8,Hypothetical protein precursor.,,263615,complement(263615..264883),422
PMT9312_R0006,tRNA-Met3,pmi:PMT9312_R0006,,tRNA-Met,,,,264902,complement(264902..264974),
PMT9312_0277,PMT9312_0277,pmi:PMT9312_0277,K00762,orotate phosphoribosyltransferase,Q31CQ7,Orotate phosphoribosyltransferase (EC 2.4.2.10).,2.4.2.10,265116,265116..265676,186
PMT9312_0278,PMT9312_0278,pmi:PMT9312_0278,,hypothetical protein,Q31CQ6,Hypothetical protein.,,265688,265688..266524,278
PMT9312_0279,PMT9312_0279,pmi:PMT9312_0279,K06860,hypothetical protein,Q31CQ5,Hypothetical protein.,,266521,complement(266521..267939),472
PMT9312_0280,PMT9312_0280,pmi:PMT9312_0280,K01840,phosphomannomutase,Q31CQ4,Phosphomannomutase (EC 5.4.2.8).,5.4.2.8,268019,268019..269473,484
PMT9312_0281,PMT9312_0281,pmi:PMT9312_0281,K01516,Ham1-like protein,Q31CQ3,HAM1 protein homolog.,3.6.1.15,269476,269476..270051,191
PMT9312_0282,PMT9312_0282,pmi:PMT9312_0282,,retinal pigment epithelial membrane protein,Q31CQ2,Retinal pigment epithelial membrane protein.,,270054,complement(270054..271538),494
PMT9312_0283,PMT9312_0283,pmi:PMT9312_0283,K01693,imidazoleglycerol-phosphate dehydratase,Q31CQ1,Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19) (IGPD).,4.2.1.19,271611,complement(271611..272216),201
