seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
NC_008750.1,SPUTW3181_RS00390,,SPUTW3181_RS00390,Sputw3181_0073,Protein Homology,89836,90543,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006079398.1,ABC transporter permease,WP_011787493.1,"GO:0055085,GO:0016020",membrane|0016020||IEA,,transmembrane transport|0055085||IEA,,Sputw3181_0073,
NC_008750.1,SPUTW3181_RS00395,,SPUTW3181_RS00395,Sputw3181_0074,Protein Homology,90540,91364,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011845385.1,substrate-binding domain-containing protein,WP_011787494.1,,,,,,Sputw3181_0074,
NC_008750.1,SPUTW3181_RS00400,,SPUTW3181_RS00400,Sputw3181_0075,Protein Homology,91650,93032,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006079400.1,sigma-54-dependent transcriptional regulator,WP_041407830.1,"GO:0000160,GO:0006355,GO:0000156,GO:0003677,GO:0005524",,"phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA,ATP binding|0005524||IEA","phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA",,Sputw3181_0075,
NC_008750.1,SPUTW3181_RS00405,,SPUTW3181_RS00405,Sputw3181_0076,Protein Homology,93034,95157,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011787496.1,cache domain-containing protein,WP_011787496.1,,,,,,Sputw3181_0076,
NC_008750.1,SPUTW3181_RS00410,,SPUTW3181_RS00410,Sputw3181_0077,Protein Homology,95384,95842,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012090641.1,GNAT family N-acetyltransferase,WP_011787497.1,"GO:0008080,GO:0016746",,"N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA",,,Sputw3181_0077,2.3.-.-
NC_008750.1,SPUTW3181_RS00415,,SPUTW3181_RS00415,Sputw3181_0078,Protein Homology,95942,96601,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006079405.1,7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine transporter,WP_011787498.1,GO:1990397,,,queuosine salvage|1990397||IEA,,Sputw3181_0078,
NC_008750.1,SPUTW3181_RS00420,,SPUTW3181_RS00420,Sputw3181_0079,Protein Homology,96843,97577,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011920271.1,ABC transporter substrate-binding protein,WP_011787499.1,,,,,,Sputw3181_0079,
NC_008750.1,SPUTW3181_RS00425,,SPUTW3181_RS00425,Sputw3181_0080,Protein Homology,97611,98969,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006084719.1,isochorismate synthase MenF,WP_011787500.1,,,,,,Sputw3181_0080,
NC_008750.1,SPUTW3181_RS00430,,SPUTW3181_RS00430,Sputw3181_0081,Protein Homology,99594,100940,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011787501.1,ATP-binding cassette domain-containing protein,WP_011787501.1,GO:0005524,,ATP binding|0005524||IEA,,,Sputw3181_0081,
NC_008750.1,SPUTW3181_RS00435,,SPUTW3181_RS00435,Sputw3181_0082,Protein Homology,101205,102395,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006079420.1,HD-GYP domain-containing protein,WP_011787502.1,"GO:0004112,GO:0046872",,"cyclic-nucleotide phosphodiesterase activity|0004112||IEA,metal ion binding|0046872||IEA",,,Sputw3181_0082,
NC_008750.1,SPUTW3181_RS00440,,SPUTW3181_RS00440,Sputw3181_0083,Protein Homology,102500,103123,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014609550.1,paraquat-inducible protein A,WP_011787503.1,,,,,,Sputw3181_0083,
NC_008750.1,SPUTW3181_RS00445,,SPUTW3181_RS00445,Sputw3181_0084,GeneMarkS-2+,103372,103518,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011787504.1,,,,,,Sputw3181_0084,
NC_008750.1,SPUTW3181_RS00450,,SPUTW3181_RS00450,Sputw3181_0085,Protein Homology,103539,104489,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006079430.1,YeiH family protein,WP_011787505.1,GO:0016020,membrane|0016020||IEA,,,,Sputw3181_0085,
NC_008750.1,SPUTW3181_RS00455,,SPUTW3181_RS00455,Sputw3181_0086,Protein Homology,104777,105340,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006084707.1,malate synthase,WP_011787506.1,,,,,,Sputw3181_0086,2.3.3.9
NC_008750.1,SPUTW3181_RS00460,,SPUTW3181_RS00460,Sputw3181_0087,Protein Homology,105594,107123,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011787507.1,DUF3612 domain-containing protein,WP_011787507.1,,,,,,Sputw3181_0087,
NC_008750.1,SPUTW3181_RS00465,,SPUTW3181_RS00465,Sputw3181_0088,Protein Homology,107492,108394,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006085755.1,homocysteine S-methyltransferase family protein,WP_011787508.1,,,,,,Sputw3181_0088,
NC_008750.1,SPUTW3181_RS00470,,SPUTW3181_RS00470,Sputw3181_0089,Protein Homology,108404,109801,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011787509.1,basic amino acid/polyamine antiporter,WP_011787509.1,"GO:0006865,GO:0005886",plasma membrane|0005886||IEA,,amino acid transport|0006865||IEA,,Sputw3181_0089,
NC_008750.1,SPUTW3181_RS00475,,SPUTW3181_RS00475,Sputw3181_0090,Protein Homology,110054,112213,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011846826.1,TonB-dependent siderophore receptor,WP_041408288.1,"GO:0015891,GO:0055085,GO:0015267,GO:0046872,GO:0009279,GO:0016020","cell outer membrane|0009279||IEA,membrane|0016020||IEA","channel activity|0015267||IEA,metal ion binding|0046872||IEA","siderophore transport|0015891||IEA,transmembrane transport|0055085||IEA",,Sputw3181_0090,
NC_008750.1,cyoE,cyoE,SPUTW3181_RS00480,Sputw3181_0091,Protein Homology,112352,113299,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006079488.1,heme o synthase,WP_011787511.1,"GO:0048034,GO:0008495,GO:0016020",membrane|0016020||IEA,protoheme IX farnesyltransferase activity|0008495||IEA,heme O biosynthetic process|0048034||IEA,,Sputw3181_0091,2.5.1.141
NC_008750.1,cyoD,cyoD,SPUTW3181_RS00485,Sputw3181_0092,Protein Homology,113313,113654,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011787512.1,cytochrome o ubiquinol oxidase subunit IV,WP_011787512.1,"GO:0015990,GO:0009486,GO:0016020",membrane|0016020||IEA,cytochrome bo3 ubiquinol oxidase activity|0009486||IEA,electron transport coupled proton transport|0015990||IEA,,Sputw3181_0092,
NC_008750.1,cyoC,cyoC,SPUTW3181_RS00490,Sputw3181_0093,Protein Homology,113654,114274,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014609557.1,cytochrome o ubiquinol oxidase subunit III,WP_011787513.1,"GO:0019646,GO:0009486",,cytochrome bo3 ubiquinol oxidase activity|0009486||IEA,aerobic electron transport chain|0019646||IEA,,Sputw3181_0093,
NC_008750.1,cyoB,cyoB,SPUTW3181_RS00495,Sputw3181_0094,Protein Homology,114276,116255,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007652085.1,cytochrome o ubiquinol oxidase subunit I,WP_011787514.1,"GO:0015990,GO:0009486,GO:0016020",membrane|0016020||IEA,cytochrome bo3 ubiquinol oxidase activity|0009486||IEA,electron transport coupled proton transport|0015990||IEA,,Sputw3181_0094,7.1.1.3
NC_008750.1,cyoA,cyoA,SPUTW3181_RS00500,Sputw3181_0095,Protein Homology,116258,117334,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006079492.1,ubiquinol oxidase subunit II,WP_011787515.1,"GO:0015990,GO:0009486,GO:0016020",membrane|0016020||IEA,cytochrome bo3 ubiquinol oxidase activity|0009486||IEA,electron transport coupled proton transport|0015990||IEA,,Sputw3181_0095,
NC_008750.1,SPUTW3181_RS00505,,SPUTW3181_RS00505,Sputw3181_0096,Protein Homology,117524,117913,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006079495.1,hypothetical protein,WP_011787516.1,,,,,,Sputw3181_0096,
NC_008750.1,SPUTW3181_RS00510,,SPUTW3181_RS00510,Sputw3181_0097,Protein Homology,118314,121964,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011787517.1,EAL domain-containing protein,WP_011787517.1,,,,,,Sputw3181_0097,
NC_008750.1,SPUTW3181_RS00515,,SPUTW3181_RS00515,Sputw3181_0098,Protein Homology,122043,122519,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006084642.1,hypothetical protein,WP_011787518.1,,,,,,Sputw3181_0098,
NC_008750.1,SPUTW3181_RS00520,,SPUTW3181_RS00520,Sputw3181_0099,Protein Homology,122585,124057,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006079498.1,DUF3300 domain-containing protein,WP_011787519.1,,,,,,Sputw3181_0099,
NC_008750.1,SPUTW3181_RS00525,,SPUTW3181_RS00525,Sputw3181_0100,Protein Homology,124197,125561,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014609564.1,ATP-binding protein,WP_011787520.1,,,,,,Sputw3181_0100,
NC_008750.1,SPUTW3181_RS00530,,SPUTW3181_RS00530,Sputw3181_0101,Protein Homology,125554,126249,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006079500.1,response regulator transcription factor,WP_011787521.1,"GO:0000160,GO:0006355,GO:0000156,GO:0003677",,"phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA","phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA",,Sputw3181_0101,
NC_008750.1,SPUTW3181_RS00535,,SPUTW3181_RS00535,Sputw3181_0102,Protein Homology,126252,126554,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012588852.1,PepSY domain-containing protein,WP_011787522.1,,,,,,Sputw3181_0102,
NC_008750.1,SPUTW3181_RS00540,,SPUTW3181_RS00540,Sputw3181_0103,Protein Homology,126959,127903,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011920254.1,choice-of-anchor H family protein,WP_011787523.1,,,,,,Sputw3181_0103,
NC_008750.1,SPUTW3181_RS00545,,SPUTW3181_RS00545,Sputw3181_0104,Protein Homology,127985,128458,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011787524.1,peroxiredoxin,WP_011787524.1,,,,,,Sputw3181_0104,
NC_008750.1,SPUTW3181_RS00550,,SPUTW3181_RS00550,Sputw3181_0105,Protein Homology,128539,130521,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012588851.1,methyl-accepting chemotaxis protein,WP_011787525.1,GO:0006935,,,chemotaxis|0006935||IEA,,Sputw3181_0105,
NC_008750.1,envZ,envZ,SPUTW3181_RS00555,Sputw3181_0106,Protein Homology,130650,131966,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012588850.1,two-component system sensor histidine kinase EnvZ,WP_011787526.1,"GO:0007165,GO:0016310,GO:0000155,GO:0016020",membrane|0016020||IEA,phosphorelay sensor kinase activity|0000155||IEA,"signal transduction|0007165||IEA,phosphorylation|0016310||IEA",,Sputw3181_0106,2.7.13.3
NC_008750.1,ompR,ompR,SPUTW3181_RS00560,Sputw3181_0107,Protein Homology,132009,132734,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019614013.1,two-component system response regulator OmpR,WP_011787527.1,"GO:0000160,GO:0006355,GO:0003677",,DNA binding|0003677||IEA,"phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA",,Sputw3181_0107,
NC_008750.1,greB,greB,SPUTW3181_RS00565,Sputw3181_0108,Protein Homology,133111,133614,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006079584.1,transcription elongation factor GreB,WP_011787528.1,"GO:0032784,GO:0003677,GO:0070063",,"DNA binding|0003677||IEA,RNA polymerase binding|0070063||IEA",regulation of DNA-templated transcription elongation|0032784||IEA,,Sputw3181_0108,
NC_008750.1,SPUTW3181_RS00570,,SPUTW3181_RS00570,Sputw3181_0109,Protein Homology,133774,136143,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014609570.1,Tex family protein,WP_041408289.1,"GO:0003676,GO:0003729,GO:0005829",cytosol|0005829||IEA,"nucleic acid binding|0003676||IEA,mRNA binding|0003729||IEA",,,Sputw3181_0109,
NC_008750.1,SPUTW3181_RS00575,,SPUTW3181_RS00575,Sputw3181_0110,Protein Homology,136360,138324,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012090565.1,LTA synthase family protein,WP_011787530.1,GO:0070395,,,lipoteichoic acid biosynthetic process|0070395||IEA,,Sputw3181_0110,2.7.8.-
NC_008750.1,SPUTW3181_RS00580,,SPUTW3181_RS00580,Sputw3181_0111,Protein Homology,138388,138945,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011845432.1,hypothetical protein,WP_011787531.1,,,,,,Sputw3181_0111,
NC_008750.1,bioH,bioH,SPUTW3181_RS00585,Sputw3181_0112,Protein Homology,139007,139801,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006084631.1,pimeloyl-ACP methyl ester esterase BioH,WP_014609573.1,"GO:0009102,GO:0052689",,carboxylic ester hydrolase activity|0052689||IEA,biotin biosynthetic process|0009102||IEA,,Sputw3181_0112,3.1.1.85
NC_008750.1,SPUTW3181_RS00590,,SPUTW3181_RS00590,Sputw3181_0113,Protein Homology,139833,140621,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011787533.1,amidophosphoribosyltransferase,WP_011787533.1,,,,,,Sputw3181_0113,
NC_008750.1,SPUTW3181_RS00595,,SPUTW3181_RS00595,Sputw3181_0114,Protein Homology,140789,141535,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006084629.1,response regulator transcription factor,WP_011787534.1,"GO:0000160,GO:0006355,GO:0003677",,DNA binding|0003677||IEA,"phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA",,Sputw3181_0114,
NC_008750.1,SPUTW3181_RS00600,,SPUTW3181_RS00600,Sputw3181_0115,Protein Homology,141538,142215,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011074219.1,response regulator transcription factor,WP_011787535.1,"GO:0000160,GO:0006355,GO:0000156,GO:0003677",,"phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA","phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA",,Sputw3181_0115,
NC_008750.1,SPUTW3181_RS00605,,SPUTW3181_RS00605,Sputw3181_0116,Protein Homology,142202,143443,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011920220.1,sensor histidine kinase,WP_011787536.1,"GO:0000160,GO:0007165,GO:0000155,GO:0004673,GO:0005524,GO:0016020",membrane|0016020||IEA,"phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,ATP binding|0005524||IEA","phosphorelay signal transduction system|0000160||IEA,signal transduction|0007165||IEA",,Sputw3181_0116,2.7.13.3
NC_008750.1,SPUTW3181_RS00610,,SPUTW3181_RS00610,Sputw3181_0117,Protein Homology,143623,144387,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012090560.1,outer membrane protein OmpK,WP_011787537.1,GO:0009279,cell outer membrane|0009279||IEA,,,,Sputw3181_0117,
NC_008750.1,urdA,urdA,SPUTW3181_RS00615,Sputw3181_0118,Protein Homology,144480,146228,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011074216.1,urocanate reductase,WP_011787538.1,,,,,,Sputw3181_0118,1.3.99.33
NC_008750.1,nfuA,nfuA,SPUTW3181_RS00620,Sputw3181_0119,Protein Homology,146468,147046,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007652035.1,Fe-S biogenesis protein NfuA,WP_011787539.1,"GO:0016226,GO:0051604,GO:0051539",,4 iron%2C 4 sulfur cluster binding|0051539||IEA,"iron-sulfur cluster assembly|0016226||IEA,protein maturation|0051604||IEA",,Sputw3181_0119,
NC_008750.1,SPUTW3181_RS00625,,SPUTW3181_RS00625,Sputw3181_0121,Protein Homology,147821,148765,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011787541.1,hypothetical protein,WP_011787541.1,,,,,,Sputw3181_0121,
NC_008750.1,SPUTW3181_RS00630,,SPUTW3181_RS00630,Sputw3181_0122,Protein Homology,148917,149477,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011787542.1,hypothetical protein,WP_011787542.1,,,,,,Sputw3181_0122,
NC_008750.1,SPUTW3181_RS22205,,SPUTW3181_RS22205,SPUTW3181_RS22205,GeneMarkS-2+,149861,149983,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_264636731.1,,,,,,,
NC_008750.1,SPUTW3181_RS00640,,SPUTW3181_RS00640,Sputw3181_0123,Protein Homology,150192,151562,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011920218.1,MATE family efflux transporter,WP_041407848.1,"GO:0006855,GO:0042910,GO:0016020",membrane|0016020||IEA,xenobiotic transmembrane transporter activity|0042910||IEA,xenobiotic transmembrane transport|0006855||IEA,,Sputw3181_0123,
NC_008750.1,SPUTW3181_RS00645,,SPUTW3181_RS00645,Sputw3181_0124,Protein Homology,151585,152631,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006079594.1,polysaccharide deacetylase family protein,WP_011787544.1,"GO:0005975,GO:0016787,GO:0016810,GO:0046872",,"hydrolase activity|0016787||IEA,hydrolase activity%2C acting on carbon-nitrogen (but not peptide) bonds|0016810||IEA,metal ion binding|0046872||IEA",carbohydrate metabolic process|0005975||IEA,,Sputw3181_0124,3.-.-.-
NC_008750.1,SPUTW3181_RS00650,,SPUTW3181_RS00650,Sputw3181_0125,Protein Homology,152632,153264,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011787545.1,SCO family protein,WP_011787545.1,GO:0046872,,metal ion binding|0046872||IEA,,,Sputw3181_0125,
NC_008750.1,cyoE,cyoE,SPUTW3181_RS00655,Sputw3181_0126,Protein Homology,153269,154174,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012090556.1,heme o synthase,WP_011787546.1,"GO:0006783,GO:0008495,GO:0016020",membrane|0016020||IEA,protoheme IX farnesyltransferase activity|0008495||IEA,heme biosynthetic process|0006783||IEA,,Sputw3181_0126,2.5.1.141
NC_008750.1,SPUTW3181_RS00660,,SPUTW3181_RS00660,Sputw3181_0127,Protein Homology,154189,155166,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012090555.1,COX15/CtaA family protein,WP_011787547.1,"GO:0006783,GO:0017004,GO:0016491,GO:0020037,GO:0046872",,"oxidoreductase activity|0016491||IEA,heme binding|0020037||IEA,metal ion binding|0046872||IEA","heme biosynthetic process|0006783||IEA,cytochrome complex assembly|0017004||IEA",,Sputw3181_0127,1.17.99.9
NC_008750.1,SPUTW3181_RS00665,,SPUTW3181_RS00665,Sputw3181_0128,Protein Homology,155166,155711,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006079598.1,hypothetical protein,WP_011920213.1,,,,,,Sputw3181_0128,
NC_008750.1,SPUTW3181_RS00670,,SPUTW3181_RS00670,Sputw3181_0129,Protein Homology,155789,156544,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011920212.1,SURF1 family protein,WP_041407852.1,GO:0033617,,,mitochondrial cytochrome c oxidase assembly|0033617||IEA,,Sputw3181_0129,
NC_008750.1,SPUTW3181_RS00675,,SPUTW3181_RS00675,SPUTW3181_RS00675,Protein Homology,156543,156761,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006079600.1,DUF2909 family protein,WP_014609585.1,,,,,,,
NC_008750.1,SPUTW3181_RS00680,,SPUTW3181_RS00680,Sputw3181_0130,Protein Homology,156769,157644,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011718712.1,cytochrome c oxidase subunit 3,WP_011787550.1,,,,,,Sputw3181_0130,
NC_008750.1,SPUTW3181_RS00685,,SPUTW3181_RS00685,Sputw3181_0131,Protein Homology,157641,158207,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014609586.1,cytochrome c oxidase assembly protein,WP_011787551.1,,,,,,Sputw3181_0131,
NC_008750.1,ctaD,ctaD,SPUTW3181_RS00690,Sputw3181_0132,Protein Homology,158209,159801,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007652013.1,cytochrome c oxidase subunit I,WP_011787552.1,"GO:0015990,GO:0004129",,cytochrome-c oxidase activity|0004129||IEA,electron transport coupled proton transport|0015990||IEA,,Sputw3181_0132,7.1.1.9
NC_008750.1,coxB,coxB,SPUTW3181_RS00695,Sputw3181_0133,Protein Homology,159811,161349,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011845443.1,cytochrome c oxidase subunit II,WP_011787553.1,"GO:0004129,GO:0016020",membrane|0016020||IEA,cytochrome-c oxidase activity|0004129||IEA,,,Sputw3181_0133,7.1.1.9
NC_008750.1,SPUTW3181_RS00700,,SPUTW3181_RS00700,Sputw3181_0134,Protein Homology,161745,162257,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006084614.1,cell division inhibitor SulA,WP_011787554.1,"GO:0009432,GO:0051782",,,"SOS response|0009432||IEA,negative regulation of cell division|0051782||IEA",,Sputw3181_0134,
NC_008750.1,lexA,lexA,SPUTW3181_RS00705,Sputw3181_0135,Protein Homology,162254,162874,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007652009.1,transcriptional repressor LexA,WP_011787555.1,"GO:0009432,GO:0045892,GO:0004252",,serine-type endopeptidase activity|0004252||IEA,"SOS response|0009432||IEA,negative regulation of DNA-templated transcription|0045892||IEA",,Sputw3181_0135,3.4.21.88
NC_008750.1,plsB,plsB,SPUTW3181_RS00710,Sputw3181_0136,Protein Homology,163225,165648,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011787556.1,glycerol-3-phosphate 1-O-acyltransferase PlsB,WP_011787556.1,"GO:0008654,GO:0004366",,glycerol-3-phosphate O-acyltransferase activity|0004366||IEA,phospholipid biosynthetic process|0008654||IEA,,Sputw3181_0136,2.3.1.15
NC_008750.1,mtr,mtr,SPUTW3181_RS00715,Sputw3181_0137,Protein Homology,165648,166904,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012588833.1,tryptophan permease,WP_011787557.1,"GO:0015801,GO:0015173,GO:0005886",plasma membrane|0005886||IEA,aromatic amino acid transmembrane transporter activity|0015173||IEA,aromatic amino acid transport|0015801||IEA,,Sputw3181_0137,
NC_008750.1,SPUTW3181_RS00720,,SPUTW3181_RS00720,Sputw3181_0138,Protein Homology,166995,168152,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014609590.1,ribonuclease T2,WP_011787558.1,,,,,,Sputw3181_0138,
NC_008750.1,murB,murB,SPUTW3181_RS00725,Sputw3181_0139,Protein Homology,168410,169435,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012588811.1,UDP-N-acetylmuramate dehydrogenase,WP_011787559.1,"GO:0008762,GO:0071949",,"UDP-N-acetylmuramate dehydrogenase activity|0008762||IEA,FAD binding|0071949||IEA",,,Sputw3181_0139,1.3.1.98
NC_008750.1,birA,birA,SPUTW3181_RS00730,Sputw3181_0140,Protein Homology,169428,170387,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012588810.1,bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA,WP_011787560.1,,,,,,Sputw3181_0140,6.3.4.15
